idx,S_rank,z1,z2,D_pw_mm,alpha,D_we_mm,L_we_mm,slenderness,Z,bore_mm,D_mm,T_mm,B_mm,C_mm,t_i_mm,t_o_mm,c12_margin,L_eff_m,S_index,mass_brg_kg,mass_shaft_kg,mass_total_kg,Myz_max_UW,Myz_max_DW,sigma_max_MPa,governing,feasible,t_s,warn
1.00_4.00_3600_19_230_475,4264,1.0,4.0,3600.0,19.0,230.0,475.0,2.065,45,3040.0,4146.0,618.5735,598.61875,504.83475,93.7,86.91,1.889,4.22282,90.621,24257.1,55033.3,103547.4,2415.1,2059.3,2415.1,Myz_max/UW,0,0.23,
0.30_3.50_3600_27_230_400,4265,0.3,3.5,3600.0,27.0,230.0,400.0,1.739,45,3056.0,4133.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.591,5.01669,90.617,19656.9,49434.8,88748.6,2428.2,2057.8,2428.2,Myz_max/UW,0,0.25,
0.50_3.50_3900_15_200_400,4266,0.5,3.5,3900.0,15.0,200.0,400.0,2.0,56,3445.0,4343.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,4.02294,90.608,17802.4,62820.9,98425.8,2429.3,2147.5,2429.3,Myz_max/UW,0,0.27,
1.00_4.00_3900_15_200_400,4267,1.0,4.0,3900.0,15.0,200.0,400.0,2.0,56,3445.0,4343.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,4.02294,90.608,17802.4,70673.5,106278.4,2444.2,2159.1,2444.2,Myz_max/UW,0,0.27,
0.30_3.50_4200_19_200_325,4268,0.3,3.5,4200.0,19.0,200.0,325.0,1.625,60,3777.0,4614.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.487,4.62148,90.6,14297.2,75512.7,104107.1,2398.7,2123.7,2398.7,Myz_max/UW,0,0.27,
0.70_3.50_4200_15_170_325,4269,0.7,3.5,4200.0,15.0,170.0,325.0,1.912,71,3823.0,4567.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.749,3.89933,90.578,12874.0,77363.2,103111.3,2536.1,2283.1,2536.1,Myz_max/UW,0,0.3,
0.30_3.00_3900_19_200_400,4270,0.3,3.0,3900.0,19.0,200.0,400.0,2.0,56,3423.0,4366.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,4.02157,90.56,18827.9,54268.5,91924.3,2435.4,2155.0,2435.4,Myz_max/UW,0,0.29,
0.70_3.50_3600_15_140_325,4271,0.7,3.5,3600.0,15.0,140.0,325.0,2.321,74,3252.0,3938.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,3.73819,90.539,10368.7,55979.2,76716.6,2852.6,2502.9,2852.6,Myz_max/UW,0,0.32,
0.50_4.00_3600_23_230_400,4272,0.5,4.0,3600.0,23.0,230.0,400.0,1.739,45,3074.0,4114.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.591,5.00932,90.506,18947.6,56271.2,94166.4,2413.5,2040.1,2413.5,Myz_max/UW,0,0.24,
1.00_4.50_3600_23_230_400,4273,1.0,4.5,3600.0,23.0,230.0,400.0,1.739,45,3074.0,4114.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.591,5.00932,90.506,18947.6,62523.5,100418.7,2428.4,2050.7,2428.4,Myz_max/UW,0,0.24,
0.50_3.00_4200_27_200_325,4274,0.5,3.0,4200.0,27.0,200.0,325.0,1.625,60,3746.0,4645.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.487,4.61683,90.48,15427.6,64993.4,95848.6,2452.3,2171.3,2452.3,Myz_max/UW,0,0.29,
1.00_3.50_4200_27_200_325,4275,1.0,3.5,4200.0,27.0,200.0,325.0,1.625,60,3746.0,4645.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.487,4.61683,90.48,15427.6,74278.2,105133.4,2466.9,2182.7,2466.9,Myz_max/UW,0,0.26,
0.50_3.00_3900_15_110_250,4276,0.5,3.0,3900.0,15.0,110.0,250.0,2.273,102,3630.0,4162.0,325.565,315.0625,265.7025,49.31,45.74,2.079,3.51483,90.398,6704.7,61030.5,74439.9,3046.5,2749.2,3046.5,Myz_max/UW,0,0.32,
1.00_3.50_3900_15_110_250,4277,1.0,3.5,3900.0,15.0,110.0,250.0,2.273,102,3630.0,4162.0,325.565,315.0625,265.7025,49.31,45.74,2.079,3.51483,90.398,6704.7,69749.2,83158.5,3066.3,2764.9,3066.3,Myz_max/UW,0,0.32,
0.70_3.50_3300_23_110_250,4278,0.7,3.5,3300.0,23.0,110.0,250.0,2.273,86,3002.0,3590.0,325.565,315.0625,265.7025,49.31,45.74,2.079,4.1713,90.316,6341.5,47703.2,60386.1,3262.6,2778.3,3262.6,Myz_max/UW,0,0.36,
0.50_4.00_3300_19_230_475,4279,0.5,4.0,3300.0,19.0,230.0,475.0,2.065,41,2740.0,3846.0,618.5735,598.61875,504.83475,93.7,86.91,1.889,4.61993,90.292,22194.4,44707.4,89096.3,2535.8,2033.1,2535.8,Myz_max/UW,0,0.25,
1.00_4.50_3300_19_230_475,4280,1.0,4.5,3300.0,19.0,230.0,475.0,2.065,41,2740.0,3846.0,618.5735,598.61875,504.83475,93.7,86.91,1.889,4.61993,90.292,22194.4,49674.9,94063.8,2552.4,2043.8,2552.4,Myz_max/UW,0,0.22,
0.30_3.50_3300_15_140_325,4281,0.3,3.5,3300.0,15.0,140.0,325.0,2.321,68,2952.0,3638.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,4.05793,90.262,9506.3,46127.4,65140.0,2947.0,2480.2,2947.0,Myz_max/UW,0,0.3,
0.50_4.00_4200_15_200_325,4282,0.5,4.0,4200.0,15.0,200.0,325.0,1.625,60,3794.0,4596.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.487,4.6,90.195,13622.8,85718.2,112963.7,2390.9,2120.3,2390.9,Myz_max/UW,0,0.27,
1.00_4.50_4200_15_200_325,4283,1.0,4.5,4200.0,15.0,200.0,325.0,1.625,60,3794.0,4596.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.487,4.6,90.195,13622.8,95242.4,122488.0,2405.3,2131.3,2405.3,Myz_max/UW,0,0.26,
0.70_4.00_3900_23_200_325,4284,0.7,4.0,3900.0,23.0,200.0,325.0,1.625,56,3461.0,4330.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.487,4.93178,90.189,13842.1,71331.5,99015.7,2477.1,2154.6,2477.1,Myz_max/UW,0,0.27,
0.50_3.00_3600_27_200_400,4285,0.5,3.0,3600.0,27.0,200.0,400.0,2.0,52,3082.0,4106.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,4.315,90.153,19033.5,43994.6,82061.6,2547.2,2202.8,2547.2,Myz_max/UW,0,0.25,
1.00_3.50_3600_27_200_400,4286,1.0,3.5,3600.0,27.0,200.0,400.0,2.0,52,3082.0,4106.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,4.315,90.153,19033.5,50279.5,88346.6,2562.5,2214.8,2562.5,Myz_max/UW,0,0.28,
0.50_4.00_3600_27_200_325,4287,0.5,4.0,3600.0,27.0,200.0,325.0,1.625,52,3146.0,4045.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.487,5.31185,90.15,13253.6,58938.0,85445.3,2562.5,2171.8,2562.5,Myz_max/UW,0,0.26,
1.00_4.50_3600_27_200_325,4288,1.0,4.5,3600.0,27.0,200.0,325.0,1.625,52,3146.0,4045.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.487,5.31185,90.15,13253.6,65486.7,91994.0,2577.6,2183.3,2577.6,Myz_max/UW,0,0.26,
0.70_3.00_3900_15_230_550,4289,0.7,3.0,3900.0,15.0,230.0,550.0,2.391,49,3319.0,4466.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,3.33006,90.148,31789.2,51020.9,114599.3,2341.1,2092.4,2341.1,Myz_max/UW,0,0.29,
0.50_5.00_3300_23_200_325,4290,0.5,5.0,3300.0,23.0,200.0,325.0,1.625,47,2861.0,3730.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.487,5.87781,90.134,11680.1,59575.0,82935.1,2652.5,2138.4,2652.5,Myz_max/UW,0,0.24,
1.00_3.00_3600_27_110_250,4291,1.0,3.0,3600.0,27.0,110.0,250.0,2.273,94,3290.0,3903.0,325.565,315.0625,265.7025,49.31,45.74,2.079,3.80498,90.106,7240.5,50133.2,64614.2,3198.0,2836.0,3198.0,Myz_max/UW,0,0.4,
1.00_3.00_3900_19_230_550,4292,1.0,3.0,3900.0,19.0,230.0,550.0,2.391,49,3286.0,4498.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,3.32892,90.091,33862.9,50011.4,117737.3,2349.7,2107.3,2349.7,Myz_max/UW,0,0.26,
0.50_4.50_3900_15_110_175,4293,0.5,4.5,3900.0,15.0,110.0,175.0,1.591,102,3679.0,4116.0,227.89549999999997,220.54375000000002,185.99175,34.52,32.02,1.455,5.01168,90.053,3737.1,89556.1,97030.3,3052.7,2675.9,3052.7,Myz_max/UW,0,0.32,
1.00_5.00_3900_15_110_175,4294,1.0,5.0,3900.0,15.0,110.0,175.0,1.591,102,3679.0,4116.0,227.89549999999997,220.54375000000002,185.99175,34.52,32.02,1.455,5.01168,90.053,3737.1,98511.8,105985.9,3071.5,2690.3,3071.5,Myz_max/UW,0,0.32,
0.70_4.50_3600_23_200_325,4295,0.7,4.5,3600.0,23.0,200.0,325.0,1.625,52,3161.0,4030.0000000000005,423.2345,409.58125000000007,345.41325,64.11,59.46,1.487,5.30476,90.045,12793.6,66112.7,91699.8,2542.2,2152.6,2542.2,Myz_max/UW,0,0.27,
0.50_4.50_3300_31_110_175,4296,0.5,4.5,3300.0,31.0,110.0,175.0,1.591,86,3047.0,3548.0,227.89549999999997,220.54375000000002,185.99175,34.52,32.02,1.455,5.95085,90.042,3659.8,61430.0,68749.7,3371.0,2782.2,3371.0,Myz_max/UW,0,0.37,
1.00_5.00_3300_31_110_175,4297,1.0,5.0,3300.0,31.0,110.0,175.0,1.591,86,3047.0,3548.0,227.89549999999997,220.54375000000002,185.99175,34.52,32.02,1.455,5.95085,90.042,3659.8,67573.0,74892.7,3392.1,2797.7,3392.1,Myz_max/UW,0,0.34,
0.70_3.50_3600_23_200_400,4298,0.7,3.5,3600.0,23.0,200.0,400.0,2.0,52,3102.0,4086.9999999999995,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,4.30792,90.025,18259.9,50934.2,87454.1,2535.5,2184.0,2535.5,Myz_max/UW,0,0.3,
0.30_3.00_3900_31_110_175,4299,0.3,3.0,3900.0,31.0,110.0,175.0,1.591,102,3647.0,4148.0,227.89549999999997,220.54375000000002,185.99175,34.52,32.02,1.455,5.01104,90.024,4332.2,61603.5,70267.9,3192.8,2787.5,3192.8,Myz_max/UW,0,0.34,
0.70_5.00_3300_27_110_175,4300,0.7,5.0,3300.0,27.0,110.0,175.0,1.591,86,3054.0,3541.0,227.89549999999997,220.54375000000002,185.99175,34.52,32.02,1.455,5.94912,90.021,3552.1,67883.9,74988.1,3327.3,2746.7,3327.3,Myz_max/UW,0,0.35,
0.30_4.00_3900_19_110_175,4301,0.3,4.0,3900.0,19.0,110.0,175.0,1.591,102,3670.0,4125.0,227.89549999999997,220.54375000000002,185.99175,34.52,32.02,1.455,5.00979,90.015,3909.4,80206.7,88025.4,3072.9,2688.2,3072.9,Myz_max/UW,0,0.35,
0.70_4.00_3600_19_170_325,4302,0.7,4.0,3600.0,19.0,170.0,325.0,1.912,61,3205.0,3985.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.749,4.51439,89.997,11646.0,61169.4,84461.4,2664.1,2294.8,2664.1,Myz_max/UW,0,0.29,
0.30_3.50_4200_15_230_400,4303,0.3,3.5,4200.0,15.0,230.0,400.0,1.739,52,3717.0,4672.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.591,4.30391,89.968,20055.5,73132.6,113243.7,2268.6,2021.0,2268.6,Myz_max/UW,0,0.27,
0.30_3.00_3600_31_140_250,4304,0.3,3.0,3600.0,31.0,140.0,250.0,1.786,74,3253.0,3940.0,325.565,315.0625,265.7025,49.31,45.74,1.634,4.83528,89.967,7903.5,49011.9,64819.0,2941.7,2543.9,2941.7,Myz_max/UW,0,0.34,
0.70_4.00_3300_15_110_250,4305,0.7,4.0,3300.0,15.0,110.0,250.0,2.273,86,3030.0,3562.0,325.565,315.0625,265.7025,49.31,45.74,2.079,4.1542,89.961,5664.9,54671.8,66001.7,3231.1,2739.8,3231.1,Myz_max/UW,0,0.3,
0.70_3.00_3600_23_110_250,4306,0.7,3.0,3600.0,23.0,110.0,250.0,2.273,94,3302.0,3890.0,325.565,315.0625,265.7025,49.31,45.74,2.079,3.79852,89.961,6923.3,50499.6,64346.3,3160.9,2796.1,3160.9,Myz_max/UW,0,0.33,
0.50_3.00_3600_19_140_325,4307,0.5,3.0,3600.0,19.0,140.0,325.0,2.321,74,3234.0,3957.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,3.71356,89.937,11011.9,48441.1,70464.9,2862.4,2519.6,2862.4,Myz_max/UW,0,0.34,
1.00_3.50_3600_19_140_325,4308,1.0,3.5,3600.0,19.0,140.0,325.0,2.321,74,3234.0,3957.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,3.71356,89.937,11011.9,55361.2,77385.1,2880.8,2534.2,2880.8,Myz_max/UW,0,0.31,
1.00_3.00_4500_23_140_250,4309,1.0,3.0,4500.0,23.0,140.0,250.0,1.786,92,4175.0,4818.0,325.565,315.0625,265.7025,49.31,45.74,1.634,3.88095,89.933,9211.7,80732.2,99155.7,2762.2,2502.4,2762.2,Myz_max/UW,0,0.36,
0.50_4.00_3300_31_230_400,4310,0.5,4.0,3300.0,31.0,230.0,400.0,1.739,41,2739.0,3850.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.591,5.46724,89.919,18572.2,44674.8,81819.3,2591.0,2088.2,2591.0,Myz_max/UW,0,0.23,
1.00_4.50_3300_31_230_400,4311,1.0,4.5,3300.0,31.0,230.0,400.0,1.739,41,2739.0,3850.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.591,5.46724,89.919,18572.2,49638.6,86783.1,2607.1,2099.3,2607.1,Myz_max/UW,0,0.22,
0.70_3.50_3300_31_200_400,4312,0.7,3.5,3300.0,31.0,200.0,400.0,2.0,47,2765.0,3824.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,4.76508,89.917,18008.6,40468.4,76485.6,2699.8,2225.8,2699.8,Myz_max/UW,0,0.28,
0.70_3.00_4200_19_200_400,4313,0.7,3.0,4200.0,19.0,200.0,400.0,2.0,60,3723.0,4666.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,3.72463,89.908,20257.3,64197.8,104712.4,2408.9,2172.9,2408.9,Myz_max/UW,0,0.31,
0.50_3.00_3300_27_110_250,4314,0.5,3.0,3300.0,27.0,110.0,250.0,2.273,86,2990.0,3603.0,325.565,315.0625,265.7025,49.31,45.74,2.079,4.15227,89.901,6632.1,41407.2,54671.5,3286.3,2813.4,3286.3,Myz_max/UW,0,0.39,
1.00_3.50_3300_27_110_250,4315,1.0,3.5,3300.0,27.0,110.0,250.0,2.273,86,2990.0,3603.0,325.565,315.0625,265.7025,49.31,45.74,2.079,4.15227,89.901,6632.1,47322.6,60586.8,3307.9,2829.7,3307.9,Myz_max/UW,0,0.35,
0.70_4.50_3300_27_230_400,4316,0.7,4.5,3300.0,27.0,230.0,400.0,1.739,41,2756.0,3833.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.591,5.46444,89.896,17985.7,50256.7,86228.2,2572.3,2063.2,2572.3,Myz_max/UW,0,0.23,
0.50_5.00_3600_15_110_175,4317,0.5,5.0,3600.0,15.0,110.0,175.0,1.591,94,3379.0,3816.0,227.89549999999997,220.54375000000002,185.99175,34.52,32.02,1.455,5.43136,89.893,3447.1,83100.7,89994.9,3113.3,2672.2,3113.3,Myz_max/UW,0,0.33,
0.30_3.00_3600_27_170_325,4318,0.3,3.0,3600.0,27.0,170.0,325.0,1.912,61,3173.0,4018.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.749,4.51039,89.892,12700.9,46630.9,72032.7,2697.8,2334.6,2697.8,Myz_max/UW,0,0.3,
0.70_4.00_3600_31_110_175,4319,0.7,4.0,3600.0,31.0,110.0,175.0,1.591,94,3347.0,3848.0,227.89549999999997,220.54375000000002,185.99175,34.52,32.02,1.455,5.43093,89.868,3996.0,66709.8,74701.9,3277.3,2798.2,3277.3,Myz_max/UW,0,0.35,
0.70_4.50_3300_19_170_325,4320,0.7,4.5,3300.0,19.0,170.0,325.0,1.912,56,2905.0,3685.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.749,4.91133,89.84,10675.4,55837.8,77188.5,2774.5,2285.4,2774.5,Myz_max/UW,0,0.27,
0.30_4.50_3300_27_200_325,4321,0.3,4.5,3300.0,27.0,200.0,325.0,1.625,47,2846.0,3745.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.487,5.85946,89.839,12101.6,53592.7,77795.9,2675.7,2161.6,2675.7,Myz_max/UW,0,0.23,
0.30_3.00_4500_15_140_250,4322,0.3,3.0,4500.0,15.0,140.0,250.0,1.786,92,4201.0,4791.0,325.565,315.0625,265.7025,49.31,45.74,1.634,3.87592,89.833,8369.2,81740.9,98479.2,2698.0,2451.0,2698.0,Myz_max/UW,0,0.31,
0.70_3.50_4500_19_110_175,4323,0.7,3.5,4500.0,19.0,110.0,175.0,1.591,118,4270.0,4725.0,227.89549999999997,220.54375000000002,185.99175,34.52,32.02,1.455,4.31625,89.817,4516.2,96512.1,105544.4,3019.8,2707.7,3019.8,Myz_max/UW,0,0.36,
1.00_3.00_3300_31_230_550,4324,1.0,3.0,3300.0,31.0,230.0,550.0,2.391,41,2603.0,3982.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,3.97354,89.813,32909.6,31382.1,97201.3,2575.6,2154.0,2575.6,Myz_max/UW,0,0.27,
0.70_4.00_3300_31_140_250,4325,0.7,4.0,3300.0,31.0,140.0,250.0,1.786,68,2953.0,3640.0,325.565,315.0625,265.7025,49.31,45.74,1.634,5.2553,89.808,7246.4,51928.4,66421.1,3059.8,2548.7,3059.8,Myz_max/UW,0,0.3,
0.70_3.00_3300_27_230_550,4326,0.7,3.0,3300.0,27.0,230.0,550.0,2.391,41,2628.0,3956.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,3.97074,89.781,31613.7,31987.8,95215.2,2564.4,2116.0,2564.4,Myz_max/UW,0,0.26,
0.30_3.00_4500_19_200_325,4327,0.3,3.0,4500.0,19.0,200.0,325.0,1.625,65,4077.0,4914.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.487,4.22458,89.77,15368.0,76986.6,107722.6,2375.8,2135.6,2375.8,Myz_max/UW,0,0.29,
0.50_3.50_3600_23_170_325,4328,0.5,3.5,3600.0,23.0,170.0,325.0,1.912,61,3188.0,4002.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.749,4.50354,89.77,12206.9,53797.5,78211.3,2680.4,2313.8,2680.4,Myz_max/UW,0,0.27,
1.00_4.00_3600_23_170_325,4329,1.0,4.0,3600.0,23.0,170.0,325.0,1.912,61,3188.0,4002.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.749,4.50354,89.77,12206.9,60522.2,84936.0,2696.7,2326.3,2696.7,Myz_max/UW,0,0.27,
0.50_3.00_3900_27_140_250,4330,0.5,3.0,3900.0,27.0,140.0,250.0,1.786,80,3563.0,4230.0,325.565,315.0625,265.7025,49.31,45.74,1.634,4.45865,89.743,8301.3,58798.4,75400.9,2851.0,2519.1,2851.0,Myz_max/UW,0,0.39,
1.00_3.50_3900_27_140_250,4331,1.0,3.5,3900.0,27.0,140.0,250.0,1.786,80,3563.0,4230.0,325.565,315.0625,265.7025,49.31,45.74,1.634,4.45865,89.743,8301.3,67198.2,83800.7,2868.3,2532.9,2868.3,Myz_max/UW,0,0.39,
0.70_3.50_4500_15_230_400,4332,0.7,3.5,4500.0,15.0,230.0,400.0,1.739,56,4017.0000000000005,4972.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.591,3.98409,89.729,21522.9,85414.1,128459.8,2251.0,2033.2,2251.0,Myz_max/UW,0,0.27,
0.50_3.00_4200_15_230_475,4333,0.5,3.0,4200.0,15.0,230.0,475.0,2.065,52,3668.0,4719.0,618.5735,598.61875,504.83475,93.7,86.91,1.889,3.60706,89.547,26649.5,62315.0,115614.0,2282.2,2059.9,2282.2,Myz_max/UW,0,0.24,
1.00_3.50_4200_15_230_475,4334,1.0,3.5,4200.0,15.0,230.0,475.0,2.065,52,3668.0,4719.0,618.5735,598.61875,504.83475,93.7,86.91,1.889,3.60706,89.547,26649.5,71217.1,124516.1,2296.2,2071.0,2296.2,Myz_max/UW,0,0.24,
0.70_3.50_3900_15_230_475,4335,0.7,3.5,3900.0,15.0,230.0,475.0,2.065,49,3368.0,4419.0,618.5735,598.61875,504.83475,93.7,86.91,1.889,3.82691,89.492,24828.2,60044.0,109700.5,2331.9,2064.1,2331.9,Myz_max/UW,0,0.25,
0.30_4.50_3600_19_110_175,4336,0.3,4.5,3600.0,19.0,110.0,175.0,1.591,94,3370.0,3825.0,227.89549999999997,220.54375000000002,185.99175,34.52,32.02,1.455,5.40657,89.481,3606.0,75144.2,82356.2,3138.9,2690.3,3138.9,Myz_max/UW,0,0.32,
0.50_3.00_3900_19_230_475,4337,0.5,3.0,3900.0,19.0,230.0,475.0,2.065,49,3340.0,4446.0,618.5735,598.61875,504.83475,93.7,86.91,1.889,3.82577,89.443,26319.6,51668.6,104307.8,2334.4,2070.3,2334.4,Myz_max/UW,0,0.27,
1.00_3.50_3900_19_230_475,4338,1.0,3.5,3900.0,19.0,230.0,475.0,2.065,49,3340.0,4446.0,618.5735,598.61875,504.83475,93.7,86.91,1.889,3.82577,89.443,26319.6,59049.8,111689.0,2348.1,2081.6,2348.1,Myz_max/UW,0,0.25,
0.30_3.50_4200_19_110_175,4339,0.3,3.5,4200.0,19.0,110.0,175.0,1.591,110,3970.0,4425.0,227.89549999999997,220.54375000000002,185.99175,34.52,32.02,1.455,4.61301,89.439,4212.8,83427.0,91852.6,3039.7,2699.7,3039.7,Myz_max/UW,0,0.36,
0.50_3.50_3600_27_140_250,4340,0.5,3.5,3600.0,27.0,140.0,250.0,1.786,74,3263.0,3930.0,325.565,315.0625,265.7025,49.31,45.74,1.634,4.80599,89.434,7664.1,56358.6,71686.7,2916.8,2519.6,2916.8,Myz_max/UW,0,0.3,
1.00_4.00_3600_27_140_250,4341,1.0,4.0,3600.0,27.0,140.0,250.0,1.786,74,3263.0,3930.0,325.565,315.0625,265.7025,49.31,45.74,1.634,4.80599,89.434,7664.1,63403.4,78731.6,2934.4,2533.3,2934.4,Myz_max/UW,0,0.28,
0.30_3.00_3600_15_170_400,4342,0.3,3.0,3600.0,15.0,170.0,400.0,2.353,61,3174.0,4014.0000000000005,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,3.64199,89.417,15623.9,46660.3,77908.1,2665.1,2329.4,2665.1,Myz_max/UW,0,0.29,
1.00_3.00_4200_15_230_550,4343,1.0,3.0,4200.0,15.0,230.0,550.0,2.391,52,3619.0,4766.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,3.11021,89.386,34134.6,60661.2,128930.4,2310.0,2107.1,2310.0,Myz_max/UW,0,0.28,
0.70_3.50_4200_23_200_325,4344,0.7,3.5,4200.0,23.0,200.0,325.0,1.625,60,3761.0,4630.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.487,4.55884,89.364,14890.6,74874.2,104655.5,2442.9,2164.6,2442.9,Myz_max/UW,0,0.28,
0.50_4.50_3600_15_230_400,4345,0.5,4.5,3600.0,15.0,230.0,400.0,1.739,45,3117.0,4072.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.591,4.94365,89.363,17226.5,64285.0,98738.0,2391.5,2022.5,2391.5,Myz_max/UW,0,0.24,
1.00_5.00_3600_15_230_400,4346,1.0,5.0,3600.0,15.0,230.0,400.0,1.739,45,3117.0,4072.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.591,4.94365,89.363,17226.5,70713.5,105166.5,2406.4,2033.1,2406.4,Myz_max/UW,0,0.24,
0.70_3.50_3600_31_230_400,4347,0.7,3.5,3600.0,31.0,230.0,400.0,1.739,45,3039.0,4150.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.591,4.94678,89.336,20296.5,48886.3,89479.4,2475.7,2110.1,2475.7,Myz_max/UW,0,0.25,
0.50_3.00_4200_27_110_175,4348,0.5,3.0,4200.0,27.0,110.0,175.0,1.591,110,3954.0,4441.0,227.89549999999997,220.54375000000002,185.99175,34.52,32.02,1.455,4.60731,89.32,4531.1,72411.4,81473.6,3118.1,2764.8,3118.1,Myz_max/UW,0,0.37,
1.00_3.50_4200_27_110_175,4349,1.0,3.5,4200.0,27.0,110.0,175.0,1.591,110,3954.0,4441.0,227.89549999999997,220.54375000000002,185.99175,34.52,32.02,1.455,4.60731,89.32,4531.1,82755.9,91818.1,3137.5,2779.8,3137.5,Myz_max/UW,0,0.37,
0.70_4.00_3600_23_140_250,4350,0.7,4.0,3600.0,23.0,140.0,250.0,1.786,74,3275.0,3918.0,325.565,315.0625,265.7025,49.31,45.74,1.634,4.79936,89.32,7373.4,63870.6,78617.3,2893.0,2496.5,2893.0,Myz_max/UW,0,0.35,
1.00_3.00_3900_27_200_400,4351,1.0,3.0,3900.0,27.0,200.0,400.0,2.0,56,3382.0,4406.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,3.96747,89.312,20600.0,52976.2,94176.2,2502.0,2228.0,2502.0,Myz_max/UW,0,0.29,
1.00_3.00_3300_31_170_400,4352,1.0,3.0,3300.0,31.0,170.0,400.0,2.353,56,2790.0,3798.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,3.9632,89.216,17519.7,36053.1,71092.5,2847.1,2432.2,2847.1,Myz_max/UW,0,0.28,
0.50_4.00_3300_23_170_325,4353,0.5,4.0,3300.0,23.0,170.0,325.0,1.912,56,2888.0,3702.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.749,4.87648,89.194,11189.2,49667.5,72046.0,2793.2,2310.5,2793.2,Myz_max/UW,0,0.27,
1.00_4.50_3300_23_170_325,4354,1.0,4.5,3300.0,23.0,170.0,325.0,1.912,56,2888.0,3702.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.749,4.87648,89.194,11189.2,55186.2,77564.6,2811.0,2323.1,2811.0,Myz_max/UW,0,0.26,
0.70_3.00_3300_27_170_400,4355,0.7,3.0,3300.0,27.0,170.0,400.0,2.353,56,2809.0,3779.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,3.96102,89.184,16824.2,36545.8,70194.2,2821.0,2388.9,2821.0,Myz_max/UW,0,0.3,
0.70_5.00_3300_19_230_400,4356,0.7,5.0,3300.0,19.0,230.0,400.0,1.739,41,2795.0,3794.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.591,5.41678,89.155,16588.3,56858.1,90034.6,2538.3,2029.4,2538.3,Myz_max/UW,0,0.23,
0.30_5.00_3300_19_200_325,4357,0.3,5.0,3300.0,19.0,200.0,325.0,1.625,47,2877.0,3714.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.487,5.8124,89.149,11214.6,60243.2,82672.4,2630.6,2125.6,2630.6,Myz_max/UW,0,0.24,
