rank_mass,S_rank,z1,z2,D_pw_mm,alpha,D_we_mm,L_we_mm,slenderness,Z,bore_mm,D_mm,T_mm,t_i_mm,t_o_mm,c12_margin,L_eff_m,mass_brg_kg,mass_shaft_kg,mass_total_kg,Myz_max_UW,Myz_max_DW,sigma_max_MPa
522,129,0.5,5.0,4500.0,19.0,170.0,400.0,2.353,76,4051.0,4937.0,520.904,78.9,73.19,2.153,6.02693,20766.2,119440.9,160973.3,1967.9,1665.3,1967.9
523,188,0.7,5.0,4500.0,19.0,170.0,400.0,2.353,76,4051.0,4937.0,520.904,78.9,73.19,2.153,5.82693,20766.2,119440.9,160973.3,1992.3,1694.7,1992.3
524,312,1.0,5.0,4500.0,19.0,170.0,400.0,2.353,76,4051.0,4937.0,520.904,78.9,73.19,2.153,5.52693,20766.2,119440.9,160973.3,2031.4,1741.6,2031.4
525,710,0.5,3.5,4500.0,23.0,230.0,550.0,2.391,56,3856.0,5128.0,716.243,108.49,100.63,2.188,4.89652,41199.3,78704.6,161103.1,1893.6,1644.1,1893.6
526,909,0.7,3.5,4500.0,23.0,230.0,550.0,2.391,56,3856.0,5128.0,716.243,108.49,100.63,2.188,4.69652,41199.3,78704.6,161103.1,1922.3,1679.9,1922.3
527,1309,1.0,3.5,4500.0,23.0,230.0,550.0,2.391,56,3856.0,5128.0,716.243,108.49,100.63,2.188,4.39652,41199.3,78704.6,161103.1,1969.2,1737.7,1969.2
528,421,0.3,5.0,4500.0,19.0,200.0,400.0,2.0,65,4022.9999999999995,4966.0,520.904,78.9,73.19,1.83,6.22773,21766.6,117795.5,161328.6,1939.3,1642.3,1939.3
529,540,0.5,5.0,4500.0,19.0,200.0,400.0,2.0,65,4022.9999999999995,4966.0,520.904,78.9,73.19,1.83,6.02773,21766.6,117795.5,161328.6,1962.5,1669.8,1962.5
530,680,0.7,5.0,4500.0,19.0,200.0,400.0,2.0,65,4022.9999999999995,4966.0,520.904,78.9,73.19,1.83,5.82773,21766.6,117795.5,161328.6,1986.9,1699.2,1986.9
531,940,1.0,5.0,4500.0,19.0,200.0,400.0,2.0,65,4022.9999999999995,4966.0,520.904,78.9,73.19,1.83,5.52773,21766.6,117795.5,161328.6,2026.4,1745.9,2026.4
532,1185,0.5,4.5,4500.0,15.0,230.0,475.0,2.065,56,3968.0,5019.0,618.5735,93.7,86.91,1.889,5.18724,28596.2,104178.7,161371.1,1931.1,1674.9,1931.1
533,1428,0.7,4.5,4500.0,15.0,230.0,475.0,2.065,56,3968.0,5019.0,618.5735,93.7,86.91,1.889,4.98724,28596.2,104178.7,161371.1,1960.0,1709.1,1960.0
534,1883,1.0,4.5,4500.0,15.0,230.0,475.0,2.065,56,3968.0,5019.0,618.5735,93.7,86.91,1.889,4.68724,28596.2,104178.7,161371.1,2007.0,1764.6,2007.0
535,1123,0.3,5.0,4500.0,19.0,230.0,400.0,1.739,56,3995.0,4994.0,520.904,78.9,73.19,1.591,6.22866,22655.8,116161.5,161473.1,1948.2,1656.7,1948.2
536,1320,0.5,5.0,4500.0,19.0,230.0,400.0,1.739,56,3995.0,4994.0,520.904,78.9,73.19,1.591,6.02866,22655.8,116161.5,161473.1,1971.7,1684.4,1971.7
537,1552,0.7,5.0,4500.0,19.0,230.0,400.0,1.739,56,3995.0,4994.0,520.904,78.9,73.19,1.591,5.82866,22655.8,116161.5,161473.1,1996.5,1713.8,1996.5
538,1929,1.0,5.0,4500.0,19.0,230.0,400.0,1.739,56,3995.0,4994.0,520.904,78.9,73.19,1.591,5.52866,22655.8,116161.5,161473.1,2036.3,1760.8,2036.3
539,34,0.3,5.0,4500.0,23.0,170.0,400.0,2.353,76,4029.0,4959.0,520.904,78.9,73.19,2.153,6.58809,21923.5,118147.1,161994.0,1931.1,1609.7,1931.1
540,56,0.5,5.0,4500.0,23.0,170.0,400.0,2.353,76,4029.0,4959.0,520.904,78.9,73.19,2.153,6.38809,21923.5,118147.1,161994.0,1952.2,1635.5,1952.2
541,91,0.7,5.0,4500.0,23.0,170.0,400.0,2.353,76,4029.0,4959.0,520.904,78.9,73.19,2.153,6.18809,21923.5,118147.1,161994.0,1974.4,1662.4,1974.4
542,165,1.0,5.0,4500.0,23.0,170.0,400.0,2.353,76,4029.0,4959.0,520.904,78.9,73.19,2.153,5.88809,21923.5,118147.1,161994.0,2009.9,1705.9,2009.9
543,260,0.3,5.0,4500.0,23.0,200.0,400.0,2.0,65,4002.0,4987.0,520.904,78.9,73.19,1.83,6.58908,22844.4,116568.9,162257.7,1925.8,1614.6,1925.8
544,342,0.5,5.0,4500.0,23.0,200.0,400.0,2.0,65,4002.0,4987.0,520.904,78.9,73.19,1.83,6.38908,22844.4,116568.9,162257.7,1947.0,1640.3,1947.0
545,437,0.7,5.0,4500.0,23.0,200.0,400.0,2.0,65,4002.0,4987.0,520.904,78.9,73.19,1.83,6.18908,22844.4,116568.9,162257.7,1969.4,1667.1,1969.4
546,639,1.0,5.0,4500.0,23.0,200.0,400.0,2.0,65,4002.0,4987.0,520.904,78.9,73.19,1.83,5.88908,22844.4,116568.9,162257.7,2005.1,1710.2,2005.1
547,804,0.3,5.0,4500.0,23.0,230.0,400.0,1.739,56,3974.0,5014.0,520.904,78.9,73.19,1.591,6.59022,23677.5,114943.4,162298.5,1934.2,1628.6,1934.2
548,973,0.5,5.0,4500.0,23.0,230.0,400.0,1.739,56,3974.0,5014.0,520.904,78.9,73.19,1.591,6.39022,23677.5,114943.4,162298.5,1955.9,1654.5,1955.9
549,1154,0.7,5.0,4500.0,23.0,230.0,400.0,1.739,56,3974.0,5014.0,520.904,78.9,73.19,1.591,6.19022,23677.5,114943.4,162298.5,1978.6,1681.5,1978.6
550,1464,1.0,5.0,4500.0,23.0,230.0,400.0,1.739,56,3974.0,5014.0,520.904,78.9,73.19,1.591,5.89022,23677.5,114943.4,162298.5,2014.9,1725.0,2014.9
551,267,0.5,4.5,4500.0,19.0,200.0,475.0,2.375,65,3969.0,5018.0,618.5735,93.7,86.91,2.173,5.53088,29230.9,104231.3,162693.0,1898.4,1621.4,1898.4
552,370,0.7,4.5,4500.0,19.0,200.0,475.0,2.375,65,3969.0,5018.0,618.5735,93.7,86.91,2.173,5.33088,29230.9,104231.3,162693.0,1924.0,1652.4,1924.0
553,571,1.0,4.5,4500.0,19.0,200.0,475.0,2.375,65,3969.0,5018.0,618.5735,93.7,86.91,2.173,5.03088,29230.9,104231.3,162693.0,1965.3,1702.5,1965.3
554,212,0.5,4.5,4200.0,27.0,230.0,550.0,2.391,52,3528.0,4856.0,716.243,108.49,100.63,2.188,6.12774,40260.3,82355.6,162876.1,1879.0,1546.8,1879.0
555,295,0.7,4.5,4200.0,27.0,230.0,550.0,2.391,52,3528.0,4856.0,716.243,108.49,100.63,2.188,5.92774,40260.3,82355.6,162876.1,1899.0,1573.4,1899.0
556,443,1.0,4.5,4200.0,27.0,230.0,550.0,2.391,52,3528.0,4856.0,716.243,108.49,100.63,2.188,5.62774,40260.3,82355.6,162876.1,1931.2,1616.4,1931.2
557,11,0.3,5.0,4500.0,27.0,170.0,400.0,2.353,76,4009.0000000000005,4979.0,520.904,78.9,73.19,2.153,6.97135,22951.7,116977.0,162880.5,1922.4,1586.3,1922.4
558,21,0.5,5.0,4500.0,27.0,170.0,400.0,2.353,76,4009.0000000000005,4979.0,520.904,78.9,73.19,2.153,6.77135,22951.7,116977.0,162880.5,1941.7,1610.4,1941.7
559,39,0.7,5.0,4500.0,27.0,170.0,400.0,2.353,76,4009.0000000000005,4979.0,520.904,78.9,73.19,2.153,6.57135,22951.7,116977.0,162880.5,1961.9,1635.6,1961.9
560,79,1.0,5.0,4500.0,27.0,170.0,400.0,2.353,76,4009.0000000000005,4979.0,520.904,78.9,73.19,2.153,6.27135,22951.7,116977.0,162880.5,1994.2,1675.4,1994.2
561,150,0.3,5.0,4500.0,27.0,200.0,400.0,2.0,65,3982.0,5006.0,520.904,78.9,73.19,1.83,6.97254,23812.5,115406.7,163031.8,1917.0,1591.0,1917.0
562,198,0.5,5.0,4500.0,27.0,200.0,400.0,2.0,65,3982.0,5006.0,520.904,78.9,73.19,1.83,6.77254,23812.5,115406.7,163031.8,1936.6,1615.1,1936.6
563,266,0.7,5.0,4500.0,27.0,200.0,400.0,2.0,65,3982.0,5006.0,520.904,78.9,73.19,1.83,6.57254,23812.5,115406.7,163031.8,1957.0,1640.2,1957.0
564,401,1.0,5.0,4500.0,27.0,200.0,400.0,2.0,65,3982.0,5006.0,520.904,78.9,73.19,1.83,6.27254,23812.5,115406.7,163031.8,1989.6,1679.9,1989.6
565,557,0.3,5.0,4500.0,27.0,230.0,400.0,1.739,56,3956.0,5033.0,520.904,78.9,73.19,1.591,6.97391,24563.7,113904.5,163032.0,1924.7,1604.8,1924.7
566,677,0.5,5.0,4500.0,27.0,230.0,400.0,1.739,56,3956.0,5033.0,520.904,78.9,73.19,1.591,6.77391,24563.7,113904.5,163032.0,1944.8,1629.1,1944.8
567,814,0.7,5.0,4500.0,27.0,230.0,400.0,1.739,56,3956.0,5033.0,520.904,78.9,73.19,1.591,6.57391,24563.7,113904.5,163032.0,1965.7,1654.3,1965.7
568,1072,1.0,5.0,4500.0,27.0,230.0,400.0,1.739,56,3956.0,5033.0,520.904,78.9,73.19,1.591,6.27391,24563.7,113904.5,163032.0,1998.9,1694.3,1998.9
569,822,0.5,4.5,4500.0,19.0,230.0,475.0,2.065,56,3940.0,5046.0,618.5735,93.7,86.91,1.889,5.53181,30318.9,102713.7,163351.4,1905.0,1635.1,1905.0
570,1020,0.7,4.5,4500.0,19.0,230.0,475.0,2.065,56,3940.0,5046.0,618.5735,93.7,86.91,1.889,5.33181,30318.9,102713.7,163351.4,1931.0,1666.0,1931.0
571,1378,1.0,4.5,4500.0,19.0,230.0,475.0,2.065,56,3940.0,5046.0,618.5735,93.7,86.91,1.889,5.03181,30318.9,102713.7,163351.4,1973.1,1716.4,1973.1
572,453,0.5,5.0,4200.0,15.0,230.0,550.0,2.391,52,3619.0,4766.0,716.243,108.49,100.63,2.188,5.61021,34134.6,95324.7,163594.0,1884.0,1572.5,1884.0
573,601,0.7,5.0,4200.0,15.0,230.0,550.0,2.391,52,3619.0,4766.0,716.243,108.49,100.63,2.188,5.41021,34134.6,95324.7,163594.0,1908.3,1602.2,1908.3
574,857,1.0,5.0,4200.0,15.0,230.0,550.0,2.391,52,3619.0,4766.0,716.243,108.49,100.63,2.188,5.11021,34134.6,95324.7,163594.0,1947.6,1650.8,1947.6
575,355,0.3,5.0,4500.0,31.0,230.0,400.0,1.739,56,3939.0,5050.0,520.904,78.9,73.19,1.591,7.38596,25362.2,112927.7,163652.1,1919.9,1584.9,1919.9
576,438,0.5,5.0,4500.0,31.0,230.0,400.0,1.739,56,3939.0,5050.0,520.904,78.9,73.19,1.591,7.18596,25362.2,112927.7,163652.1,1938.5,1607.3,1938.5
577,551,0.7,5.0,4500.0,31.0,230.0,400.0,1.739,56,3939.0,5050.0,520.904,78.9,73.19,1.591,6.98596,25362.2,112927.7,163652.1,1957.7,1631.0,1957.7
578,740,1.0,5.0,4500.0,31.0,230.0,400.0,1.739,56,3939.0,5050.0,520.904,78.9,73.19,1.591,6.68596,25362.2,112927.7,163652.1,1988.0,1668.3,1988.0
579,1,0.3,5.0,4500.0,31.0,170.0,400.0,2.353,76,3990.0,4998.0,520.904,78.9,73.19,2.153,7.38293,23899.8,115870.9,163670.4,1918.8,1566.8,1918.8
580,5,0.5,5.0,4500.0,31.0,170.0,400.0,2.353,76,3990.0,4998.0,520.904,78.9,73.19,2.153,7.18293,23899.8,115870.9,163670.4,1936.5,1589.1,1936.5
581,10,0.7,5.0,4500.0,31.0,170.0,400.0,2.353,76,3990.0,4998.0,520.904,78.9,73.19,2.153,6.98293,23899.8,115870.9,163670.4,1954.9,1612.5,1954.9
582,28,1.0,5.0,4500.0,31.0,170.0,400.0,2.353,76,3990.0,4998.0,520.904,78.9,73.19,2.153,6.68293,23899.8,115870.9,163670.4,1984.1,1649.7,1984.1
583,69,0.3,5.0,4500.0,31.0,200.0,400.0,2.0,65,3965.0,5024.0,520.904,78.9,73.19,1.83,7.38434,24658.3,114423.4,163739.9,1912.8,1571.5,1912.8
584,102,0.5,5.0,4500.0,31.0,200.0,400.0,2.0,65,3965.0,5024.0,520.904,78.9,73.19,1.83,7.18434,24658.3,114423.4,163739.9,1930.8,1593.7,1930.8
585,146,0.7,5.0,4500.0,31.0,200.0,400.0,2.0,65,3965.0,5024.0,520.904,78.9,73.19,1.83,6.98434,24658.3,114423.4,163739.9,1949.5,1617.1,1949.5
586,230,1.0,5.0,4500.0,31.0,200.0,400.0,2.0,65,3965.0,5024.0,520.904,78.9,73.19,1.83,6.68434,24658.3,114423.4,163739.9,1979.3,1654.2,1979.3
587,412,0.5,3.5,4500.0,27.0,230.0,550.0,2.391,56,3828.0,5156.0,716.243,108.49,100.63,2.188,5.28021,43190.3,77565.7,163946.2,1866.6,1604.5,1866.6
588,554,0.7,3.5,4500.0,27.0,230.0,550.0,2.391,56,3828.0,5156.0,716.243,108.49,100.63,2.188,5.08021,43190.3,77565.7,163946.2,1891.9,1636.5,1891.9
589,821,1.0,3.5,4500.0,27.0,230.0,550.0,2.391,56,3828.0,5156.0,716.243,108.49,100.63,2.188,4.78021,43190.3,77565.7,163946.2,1932.9,1688.3,1932.9
590,140,0.5,4.5,4500.0,23.0,200.0,475.0,2.375,65,3943.0,5044.0,618.5735,93.7,86.91,2.173,5.89223,30858.8,102870.1,164587.8,1878.2,1588.1,1878.2
591,202,0.7,4.5,4500.0,23.0,200.0,475.0,2.375,65,3943.0,5044.0,618.5735,93.7,86.91,2.173,5.69223,30858.8,102870.1,164587.8,1901.3,1616.4,1901.3
592,338,1.0,4.5,4500.0,23.0,200.0,475.0,2.375,65,3943.0,5044.0,618.5735,93.7,86.91,2.173,5.39223,30858.8,102870.1,164587.8,1938.3,1661.9,1938.3
593,914,0.5,4.0,4500.0,15.0,230.0,550.0,2.391,56,3919.0,5066.0,716.243,108.49,100.63,2.188,4.69039,36625.3,91459.5,164710.1,1898.6,1656.3,1898.6
594,1175,0.7,4.0,4500.0,15.0,230.0,550.0,2.391,56,3919.0,5066.0,716.243,108.49,100.63,2.188,4.49039,36625.3,91459.5,164710.1,1930.4,1694.1,1930.4
595,1630,1.0,4.0,4500.0,15.0,230.0,550.0,2.391,56,3919.0,5066.0,716.243,108.49,100.63,2.188,4.19039,36625.3,91459.5,164710.1,1982.6,1756.5,1982.6
596,105,0.5,4.5,4200.0,31.0,230.0,550.0,2.391,52,3503.0,4882.0,716.243,108.49,100.63,2.188,6.51246,41907.6,81192.5,165007.7,1870.6,1524.5,1870.6
597,153,0.7,4.5,4200.0,31.0,230.0,550.0,2.391,52,3503.0,4882.0,716.243,108.49,100.63,2.188,6.31246,41907.6,81192.5,165007.7,1888.4,1549.2,1888.4
598,257,1.0,4.5,4200.0,31.0,230.0,550.0,2.391,52,3503.0,4882.0,716.243,108.49,100.63,2.188,6.01246,41907.6,81192.5,165007.7,1917.1,1588.5,1917.1
599,544,0.5,4.5,4500.0,23.0,230.0,475.0,2.065,56,3915.0,5071.0,618.5735,93.7,86.91,1.889,5.89337,31852.6,101414.3,165119.6,1884.6,1601.6,1884.6
600,690,0.7,4.5,4500.0,23.0,230.0,475.0,2.065,56,3915.0,5071.0,618.5735,93.7,86.91,1.889,5.69337,31852.6,101414.3,165119.6,1908.0,1630.2,1908.0
601,959,1.0,4.5,4500.0,23.0,230.0,475.0,2.065,56,3915.0,5071.0,618.5735,93.7,86.91,1.889,5.39337,31852.6,101414.3,165119.6,1945.7,1675.8,1945.7
602,61,0.5,4.5,4500.0,27.0,200.0,475.0,2.375,65,3919.0,5068.0,618.5735,93.7,86.91,2.173,6.27569,32329.2,101621.7,166280.0,1863.4,1559.9,1863.4
603,97,0.7,4.5,4500.0,27.0,200.0,475.0,2.375,65,3919.0,5068.0,618.5735,93.7,86.91,2.173,6.07569,32329.2,101621.7,166280.0,1884.2,1585.8,1884.2
604,178,1.0,4.5,4500.0,27.0,200.0,475.0,2.375,65,3919.0,5068.0,618.5735,93.7,86.91,2.173,5.77569,32329.2,101621.7,166280.0,1917.5,1627.7,1917.5
605,289,0.5,5.0,4200.0,19.0,230.0,550.0,2.391,52,3586.0,4798.0,716.243,108.49,100.63,2.188,5.93192,36369.2,93594.2,166332.5,1865.4,1540.8,1865.4
606,387,0.7,5.0,4200.0,19.0,230.0,550.0,2.391,52,3586.0,4798.0,716.243,108.49,100.63,2.188,5.73192,36369.2,93594.2,166332.5,1887.2,1568.4,1887.2
607,575,1.0,5.0,4200.0,19.0,230.0,550.0,2.391,52,3586.0,4798.0,716.243,108.49,100.63,2.188,5.43192,36369.2,93594.2,166332.5,1922.4,1612.6,1922.4
608,210,0.5,3.5,4500.0,31.0,230.0,550.0,2.391,56,3803.0,5182.0,716.243,108.49,100.63,2.188,5.69226,44954.4,76555.9,166464.7,1845.4,1570.3,1845.4
609,298,0.7,3.5,4500.0,31.0,230.0,550.0,2.391,56,3803.0,5182.0,716.243,108.49,100.63,2.188,5.49226,44954.4,76555.9,166464.7,1867.9,1599.2,1867.9
610,475,1.0,3.5,4500.0,31.0,230.0,550.0,2.391,56,3803.0,5182.0,716.243,108.49,100.63,2.188,5.19226,44954.4,76555.9,166464.7,1903.7,1645.9,1903.7
611,329,0.5,4.5,4500.0,27.0,230.0,475.0,2.065,56,3892.0,5094.0,618.5735,93.7,86.91,1.889,6.27706,33222.7,100226.2,166671.6,1869.6,1573.2,1869.6
612,425,0.7,4.5,4500.0,27.0,230.0,475.0,2.065,56,3892.0,5094.0,618.5735,93.7,86.91,1.889,6.07706,33222.7,100226.2,166671.6,1891.1,1599.3,1891.1
613,634,1.0,4.5,4500.0,27.0,230.0,475.0,2.065,56,3892.0,5094.0,618.5735,93.7,86.91,1.889,5.77706,33222.7,100226.2,166671.6,1924.9,1641.4,1924.9
614,18,0.5,4.5,4500.0,31.0,200.0,475.0,2.375,65,3897.0,5090.0,618.5735,93.7,86.91,2.173,6.68749,33637.1,100483.9,167758.2,1853.7,1535.9,1853.7
615,36,0.7,4.5,4500.0,31.0,200.0,475.0,2.375,65,3897.0,5090.0,618.5735,93.7,86.91,2.173,6.48749,33637.1,100483.9,167758.2,1872.6,1560.0,1872.6
616,75,1.0,4.5,4500.0,31.0,200.0,475.0,2.375,65,3897.0,5090.0,618.5735,93.7,86.91,2.173,6.18749,33637.1,100483.9,167758.2,1902.3,1598.2,1902.3
617,586,0.5,4.0,4500.0,19.0,230.0,550.0,2.391,56,3886.0,5098.0,716.243,108.49,100.63,2.188,5.03496,39020.7,89925.7,167967.0,1865.7,1610.6,1865.7
618,766,0.7,4.0,4500.0,19.0,230.0,550.0,2.391,56,3886.0,5098.0,716.243,108.49,100.63,2.188,4.83496,39020.7,89925.7,167967.0,1893.5,1644.4,1893.5
619,1120,1.0,4.0,4500.0,19.0,230.0,550.0,2.391,56,3886.0,5098.0,716.243,108.49,100.63,2.188,4.53496,39020.7,89925.7,167967.0,1939.3,1699.8,1939.3
620,183,0.5,4.5,4500.0,31.0,230.0,475.0,2.065,56,3871.0,5116.0,618.5735,93.7,86.91,1.889,6.68911,34464.8,99147.6,168077.2,1859.4,1549.0,1859.4
621,246,0.7,4.5,4500.0,31.0,230.0,475.0,2.065,56,3871.0,5116.0,618.5735,93.7,86.91,1.889,6.48911,34464.8,99147.6,168077.2,1878.8,1573.2,1878.8
622,373,1.0,4.5,4500.0,31.0,230.0,475.0,2.065,56,3871.0,5116.0,618.5735,93.7,86.91,1.889,6.18911,34464.8,99147.6,168077.2,1909.7,1611.7,1909.7
623,163,0.5,5.0,4200.0,23.0,230.0,550.0,2.391,52,3556.0,4828.0,716.243,108.49,100.63,2.188,6.2695,38402.1,92034.8,168838.9,1852.4,1514.9,1852.4
624,233,0.7,5.0,4200.0,23.0,230.0,550.0,2.391,52,3556.0,4828.0,716.243,108.49,100.63,2.188,6.0695,38402.1,92034.8,168838.9,1871.9,1540.3,1871.9
625,367,1.0,5.0,4200.0,23.0,230.0,550.0,2.391,52,3556.0,4828.0,716.243,108.49,100.63,2.188,5.7695,38402.1,92034.8,168838.9,1903.2,1581.0,1903.2
626,343,0.5,4.0,4500.0,23.0,230.0,550.0,2.391,56,3856.0,5128.0,716.243,108.49,100.63,2.188,5.39652,41199.3,88542.6,170941.1,1839.9,1572.0,1839.9
627,467,0.7,4.0,4500.0,23.0,230.0,550.0,2.391,56,3856.0,5128.0,716.243,108.49,100.63,2.188,5.19652,41199.3,88542.6,170941.1,1864.6,1602.9,1864.6
628,711,1.0,4.0,4500.0,23.0,230.0,550.0,2.391,56,3856.0,5128.0,716.243,108.49,100.63,2.188,4.89652,41199.3,88542.6,170941.1,1904.6,1652.4,1904.6
629,87,0.5,5.0,4200.0,27.0,230.0,550.0,2.391,52,3528.0,4856.0,716.243,108.49,100.63,2.188,6.62774,40260.3,90591.1,171111.7,1844.2,1493.3,1844.2
630,127,0.7,5.0,4200.0,27.0,230.0,550.0,2.391,52,3528.0,4856.0,716.243,108.49,100.63,2.188,6.42774,40260.3,90591.1,171111.7,1861.7,1516.8,1861.7
631,213,1.0,5.0,4200.0,27.0,230.0,550.0,2.391,52,3528.0,4856.0,716.243,108.49,100.63,2.188,6.12774,40260.3,90591.1,171111.7,1889.9,1554.5,1889.9
632,203,0.5,5.0,4500.0,15.0,200.0,475.0,2.375,65,3996.0,4990.0,618.5735,93.7,86.91,2.173,5.68653,27478.0,116219.6,171175.6,1871.4,1592.3,1871.4
633,292,0.7,5.0,4500.0,15.0,200.0,475.0,2.375,65,3996.0,4990.0,618.5735,93.7,86.91,2.173,5.48653,27478.0,116219.6,171175.6,1896.1,1621.7,1896.1
634,460,1.0,5.0,4500.0,15.0,200.0,475.0,2.375,65,3996.0,4990.0,618.5735,93.7,86.91,2.173,5.18653,27478.0,116219.6,171175.6,1936.1,1669.6,1936.1
635,695,0.5,5.0,4500.0,15.0,230.0,475.0,2.065,56,3968.0,5019.0,618.5735,93.7,86.91,1.889,5.68724,28596.2,114596.6,171789.0,1877.0,1605.8,1877.0
636,862,0.7,5.0,4500.0,15.0,230.0,475.0,2.065,56,3968.0,5019.0,618.5735,93.7,86.91,1.889,5.48724,28596.2,114596.6,171789.0,1902.1,1635.4,1902.1
637,1186,1.0,5.0,4500.0,15.0,230.0,475.0,2.065,56,3968.0,5019.0,618.5735,93.7,86.91,1.889,5.18724,28596.2,114596.6,171789.0,1942.5,1683.3,1942.5
638,104,0.5,5.0,4500.0,19.0,200.0,475.0,2.375,65,3969.0,5018.0,618.5735,93.7,86.91,2.173,6.03088,29230.9,114654.4,173116.2,1851.4,1558.4,1851.4
639,156,0.7,5.0,4500.0,19.0,200.0,475.0,2.375,65,3969.0,5018.0,618.5735,93.7,86.91,2.173,5.83088,29230.9,114654.4,173116.2,1873.7,1585.8,1873.7
640,268,1.0,5.0,4500.0,19.0,200.0,475.0,2.375,65,3969.0,5018.0,618.5735,93.7,86.91,2.173,5.53088,29230.9,114654.4,173116.2,1909.6,1629.3,1909.6
641,35,0.5,5.0,4200.0,31.0,230.0,550.0,2.391,52,3503.0,4882.0,716.243,108.49,100.63,2.188,7.01246,41907.6,89311.8,173127.0,1840.3,1475.3,1840.3
642,54,0.7,5.0,4200.0,31.0,230.0,550.0,2.391,52,3503.0,4882.0,716.243,108.49,100.63,2.188,6.81246,41907.6,89311.8,173127.0,1856.1,1497.2,1856.1
643,106,1.0,5.0,4200.0,31.0,230.0,550.0,2.391,52,3503.0,4882.0,716.243,108.49,100.63,2.188,6.51246,41907.6,89311.8,173127.0,1881.4,1532.0,1881.4
644,450,0.5,5.0,4500.0,19.0,230.0,475.0,2.065,56,3940.0,5046.0,618.5735,93.7,86.91,1.889,6.03181,30318.9,112985.0,173622.8,1856.5,1572.0,1856.5
645,581,0.7,5.0,4500.0,19.0,230.0,475.0,2.065,56,3940.0,5046.0,618.5735,93.7,86.91,1.889,5.83181,30318.9,112985.0,173622.8,1879.6,1599.4,1879.6
646,823,1.0,5.0,4500.0,19.0,230.0,475.0,2.065,56,3940.0,5046.0,618.5735,93.7,86.91,1.889,5.53181,30318.9,112985.0,173622.8,1916.2,1643.2,1916.2
647,181,0.5,4.0,4500.0,27.0,230.0,550.0,2.391,56,3828.0,5156.0,716.243,108.49,100.63,2.188,5.78021,43190.3,87261.4,173642.0,1819.5,1539.6,1819.5
648,258,0.7,4.0,4500.0,27.0,230.0,550.0,2.391,56,3828.0,5156.0,716.243,108.49,100.63,2.188,5.58021,43190.3,87261.4,173642.0,1841.8,1567.5,1841.8
649,413,1.0,4.0,4500.0,27.0,230.0,550.0,2.391,56,3828.0,5156.0,716.243,108.49,100.63,2.188,5.28021,43190.3,87261.4,173642.0,1877.4,1612.5,1877.4
650,470,0.5,4.5,4500.0,15.0,230.0,550.0,2.391,56,3919.0,5066.0,716.243,108.49,100.63,2.188,5.19039,36625.3,101621.7,174872.3,1838.9,1579.8,1838.9
651,629,0.7,4.5,4500.0,15.0,230.0,550.0,2.391,56,3919.0,5066.0,716.243,108.49,100.63,2.188,4.99039,36625.3,101621.7,174872.3,1866.0,1612.1,1866.0
652,915,1.0,4.5,4500.0,15.0,230.0,550.0,2.391,56,3919.0,5066.0,716.243,108.49,100.63,2.188,4.69039,36625.3,101621.7,174872.3,1910.0,1664.8,1910.0
653,45,0.5,5.0,4500.0,23.0,200.0,475.0,2.375,65,3943.0,5044.0,618.5735,93.7,86.91,2.173,6.39223,30858.8,113157.2,174874.9,1836.3,1530.8,1836.3
654,71,0.7,5.0,4500.0,23.0,200.0,475.0,2.375,65,3943.0,5044.0,618.5735,93.7,86.91,2.173,6.19223,30858.8,113157.2,174874.9,1856.8,1555.7,1856.8
655,141,1.0,5.0,4500.0,23.0,200.0,475.0,2.375,65,3943.0,5044.0,618.5735,93.7,86.91,2.173,5.89223,30858.8,113157.2,174874.9,1889.3,1595.8,1889.3
656,286,0.5,5.0,4500.0,23.0,230.0,475.0,2.065,56,3915.0,5071.0,618.5735,93.7,86.91,1.889,6.39337,31852.6,111555.8,175261.0,1841.2,1544.1,1841.2
657,369,0.7,5.0,4500.0,23.0,230.0,475.0,2.065,56,3915.0,5071.0,618.5735,93.7,86.91,1.889,6.19337,31852.6,111555.8,175261.0,1862.2,1569.2,1862.2
658,545,1.0,5.0,4500.0,23.0,230.0,475.0,2.065,56,3915.0,5071.0,618.5735,93.7,86.91,1.889,5.89337,31852.6,111555.8,175261.0,1895.5,1609.6,1895.5
659,82,0.5,4.0,4500.0,31.0,230.0,550.0,2.391,56,3803.0,5182.0,716.243,108.49,100.63,2.188,6.19226,44954.4,86125.3,176034.2,1804.5,1511.5,1804.5
660,123,0.7,4.0,4500.0,31.0,230.0,550.0,2.391,56,3803.0,5182.0,716.243,108.49,100.63,2.188,5.99226,44954.4,86125.3,176034.2,1824.3,1537.2,1824.3
661,211,1.0,4.0,4500.0,31.0,230.0,550.0,2.391,56,3803.0,5182.0,716.243,108.49,100.63,2.188,5.69226,44954.4,86125.3,176034.2,1856.1,1578.1,1856.1
662,14,0.5,5.0,4500.0,27.0,200.0,475.0,2.375,65,3919.0,5068.0,618.5735,93.7,86.91,2.173,6.77569,32329.2,111783.8,176442.2,1826.0,1507.2,1826.0
663,30,0.7,5.0,4500.0,27.0,200.0,475.0,2.375,65,3919.0,5068.0,618.5735,93.7,86.91,2.173,6.57569,32329.2,111783.8,176442.2,1844.7,1530.5,1844.7
664,62,1.0,5.0,4500.0,27.0,200.0,475.0,2.375,65,3919.0,5068.0,618.5735,93.7,86.91,2.173,6.27569,32329.2,111783.8,176442.2,1874.3,1567.5,1874.3
