idx,S_rank,z1,z2,D_pw_mm,alpha,D_we_mm,L_we_mm,slenderness,Z,bore_mm,D_mm,T_mm,B_mm,C_mm,t_i_mm,t_o_mm,c12_margin,L_eff_m,S_index,mass_brg_kg,mass_shaft_kg,mass_total_kg,Myz_max_UW,Myz_max_DW,sigma_max_MPa,governing,feasible,t_s,warn
2.50_5.50_3900_23_200_475,2268,2.5,5.5,3900.0,23.0,200.0,475.0,2.375,56,3343.0,4444.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,4.63808,123.835,26696.8,88733.9,142127.5,2270.2,1936.7,2270.2,Myz_max/UW,0,0.25,
3.00_6.00_3900_23_200_475,2269,3.0,6.0,3900.0,23.0,200.0,475.0,2.375,56,3343.0,4444.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,4.63808,123.835,26696.8,96128.4,149522.0,2284.0,1947.0,2284.0,Myz_max/UW,0,0.27,
1.00_6.00_3600_19_170_325,2270,1.0,6.0,3600.0,19.0,170.0,325.0,1.912,61,3205.0,3985.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.749,6.21439,123.7,11646.0,88355.8,111647.8,2431.1,1976.6,2431.1,Myz_max/UW,0,0.28,
1.00_5.50_4200_19_230_400,2271,1.0,5.5,4200.0,19.0,230.0,400.0,1.739,52,3695.0,4694.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.591,5.92562,123.68,21112.6,108404.2,150629.3,2075.5,1762.6,2075.5,Myz_max/UW,1,0.26,
1.50_6.00_4200_19_230_400,2272,1.5,6.0,4200.0,19.0,230.0,400.0,1.739,52,3695.0,4694.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.591,5.92562,123.68,21112.6,117437.8,159663.0,2087.5,1771.5,2087.5,Myz_max/UW,1,0.27,
1.50_5.00_3300_31_230_550,2274,1.5,5.0,3300.0,31.0,230.0,550.0,2.391,41,2603.0,3982.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,5.47354,123.638,32909.6,49314.8,115134.0,2454.6,1836.9,2454.6,Myz_max/UW,0,0.31,
2.00_5.50_3300_31_230_550,2275,2.0,5.5,3300.0,31.0,230.0,550.0,2.391,41,2603.0,3982.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,5.47354,123.638,32909.6,53797.9,119617.1,2470.7,1846.3,2470.7,Myz_max/UW,0,0.3,
2.50_6.00_3300_31_230_550,2276,2.5,6.0,3300.0,31.0,230.0,550.0,2.391,41,2603.0,3982.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,5.47354,123.638,32909.6,58281.1,124100.3,2487.0,1855.8,2487.0,Myz_max/UW,0,0.32,
1.50_4.00_3900_31_110_250,2278,1.5,4.0,3900.0,31.0,110.0,250.0,2.273,102,3578.0,4215.0,325.565,315.0625,265.7025,49.31,45.74,2.079,4.8142,123.506,8173.0,76235.8,92581.8,2851.2,2476.1,2851.2,Myz_max/UW,0,0.39,
2.00_4.50_3900_31_110_250,2279,2.0,4.5,3900.0,31.0,110.0,250.0,2.273,102,3578.0,4215.0,325.565,315.0625,265.7025,49.31,45.74,2.079,4.8142,123.506,8173.0,84706.5,101052.5,2868.4,2489.6,2868.4,Myz_max/UW,0,0.39,
2.50_5.00_3900_31_110_250,2280,2.5,5.0,3900.0,31.0,110.0,250.0,2.273,102,3578.0,4215.0,325.565,315.0625,265.7025,49.31,45.74,2.079,4.8142,123.506,8173.0,93177.1,109523.1,2886.0,2503.2,2886.0,Myz_max/UW,0,0.37,
3.00_5.50_3900_31_110_250,2281,3.0,5.5,3900.0,31.0,110.0,250.0,2.273,102,3578.0,4215.0,325.565,315.0625,265.7025,49.31,45.74,2.079,4.8142,123.506,8173.0,101647.7,117993.7,2903.9,2516.9,2903.9,Myz_max/UW,0,0.34,
1.50_5.00_3900_19_110_250,2283,1.5,5.0,3900.0,19.0,110.0,250.0,2.273,102,3616.0,4177.0,325.565,315.0625,265.7025,49.31,45.74,2.079,4.81294,123.493,7123.1,95166.8,109412.9,2764.2,2391.2,2764.2,Myz_max/UW,0,0.32,
2.00_5.50_3900_19_110_250,2284,2.0,5.5,3900.0,19.0,110.0,250.0,2.273,102,3616.0,4177.0,325.565,315.0625,265.7025,49.31,45.74,2.079,4.81294,123.493,7123.1,103818.3,118064.5,2781.5,2404.0,2781.5,Myz_max/UW,0,0.3,
2.50_6.00_3900_19_110_250,2285,2.5,6.0,3900.0,19.0,110.0,250.0,2.273,102,3616.0,4177.0,325.565,315.0625,265.7025,49.31,45.74,2.079,4.81294,123.493,7123.1,112469.8,126716.0,2798.9,2417.0,2798.9,Myz_max/UW,0,0.35,
1.50_4.50_4200_27_200_400,2287,1.5,4.5,4200.0,27.0,200.0,400.0,2.0,60,3682.0,4706.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,5.11998,123.36,22166.3,89702.3,134035.0,2219.4,1920.3,2219.4,Myz_max/UW,0,0.27,
2.00_5.00_4200_27_200_400,2288,2.0,5.0,4200.0,27.0,200.0,400.0,2.0,60,3682.0,4706.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,5.11998,123.36,22166.3,98672.5,143005.2,2232.6,1930.5,2232.6,Myz_max/UW,0,0.27,
2.50_5.50_4200_27_200_400,2289,2.5,5.5,4200.0,27.0,200.0,400.0,2.0,60,3682.0,4706.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,5.11998,123.36,22166.3,107642.7,151975.4,2245.8,1940.8,2245.8,Myz_max/UW,0,0.27,
3.00_6.00_4200_27_200_400,2290,3.0,6.0,4200.0,27.0,200.0,400.0,2.0,60,3682.0,4706.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,5.11998,123.36,22166.3,116612.9,160945.6,2259.1,1951.2,2259.1,Myz_max/UW,0,0.25,
1.00_5.50_3600_31_140_250,2291,1.0,5.5,3600.0,31.0,140.0,250.0,1.786,74,3253.0,3940.0,325.565,315.0625,265.7025,49.31,45.74,1.634,6.63528,123.267,7903.5,84020.5,99827.5,2703.0,2206.2,2703.0,Myz_max/UW,0,0.29,
1.50_6.00_3600_31_140_250,2292,1.5,6.0,3600.0,31.0,140.0,250.0,1.786,74,3253.0,3940.0,325.565,315.0625,265.7025,49.31,45.74,1.634,6.63528,123.267,7903.5,91022.2,106829.2,2719.4,2217.8,2719.4,Myz_max/UW,0,0.27,
1.50_5.50_3600_19_110_250,2294,1.5,5.5,3600.0,19.0,110.0,250.0,2.273,94,3316.0,3877.0,325.565,315.0625,265.7025,49.31,45.74,2.079,5.20972,123.13,6570.9,87306.4,100448.2,2846.3,2385.2,2846.3,Myz_max/UW,0,0.35,
2.00_6.00_3600_19_110_250,2295,2.0,6.0,3600.0,19.0,110.0,250.0,2.273,94,3316.0,3877.0,325.565,315.0625,265.7025,49.31,45.74,2.079,5.20972,123.13,6570.9,94581.9,107723.7,2864.5,2398.0,2864.5,Myz_max/UW,0,0.3,
1.00_5.50_3900_23_140_250,2296,1.0,5.5,3900.0,23.0,140.0,250.0,1.786,80,3575.0,4218.0,325.565,315.0625,265.7025,49.31,45.74,1.634,6.12654,123.109,7986.2,101477.4,117449.7,2557.8,2153.3,2557.8,Myz_max/UW,0,0.37,
1.50_6.00_3900_23_140_250,2297,1.5,6.0,3900.0,23.0,140.0,250.0,1.786,80,3575.0,4218.0,325.565,315.0625,265.7025,49.31,45.74,1.634,6.12654,123.109,7986.2,109933.8,125906.1,2573.1,2164.6,2573.1,Myz_max/UW,0,0.34,
1.50_4.00_4500_19_170_400,2299,1.5,4.0,4500.0,19.0,170.0,400.0,2.353,76,4051.0,4937.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,4.02693,123.104,20766.2,97724.4,139256.8,2268.4,2032.1,2268.4,Myz_max/UW,0,0.34,
2.00_4.50_4500_19_170_400,2300,2.0,4.5,4500.0,19.0,170.0,400.0,2.353,76,4051.0,4937.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,4.02693,123.104,20766.2,108582.6,150115.1,2282.2,2042.9,2282.2,Myz_max/UW,0,0.32,
2.50_5.00_4500_19_170_400,2301,2.5,5.0,4500.0,19.0,170.0,400.0,2.353,76,4051.0,4937.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,4.02693,123.104,20766.2,119440.9,160973.3,2296.4,2053.9,2296.4,Myz_max/UW,0,0.31,
3.00_5.50_4500_19_170_400,2302,3.0,5.5,4500.0,19.0,170.0,400.0,2.353,76,4051.0,4937.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,4.02693,123.104,20766.2,130299.1,171831.6,2310.6,2065.1,2310.6,Myz_max/UW,0,0.34,
1.00_6.00_3600_27_230_400,2303,1.0,6.0,3600.0,27.0,230.0,400.0,1.739,45,3056.0,4133.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.591,6.81669,123.017,19656.9,80331.5,119645.3,2265.6,1797.5,2265.6,Myz_max/UW,0,0.24,
1.50_5.50_4200_15_200_400,2305,1.5,5.5,4200.0,15.0,200.0,400.0,2.0,60,3745.0,4643.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,5.10315,123.009,19152.6,111357.8,149663.1,2169.5,1875.4,2169.5,Myz_max/UW,0,0.27,
2.00_6.00_4200_15_200_400,2306,2.0,6.0,4200.0,15.0,200.0,400.0,2.0,60,3745.0,4643.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,5.10315,123.009,19152.6,120637.6,158942.9,2182.7,1885.2,2182.7,Myz_max/UW,0,0.27,
1.50_5.00_3900_27_200_400,2308,1.5,5.0,3900.0,27.0,200.0,400.0,2.0,56,3382.0,4406.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,5.46747,122.912,20600.0,83248.4,124448.4,2276.3,1920.6,2276.3,Myz_max/UW,0,0.29,
2.00_5.50_3900_27_200_400,2309,2.0,5.5,3900.0,27.0,200.0,400.0,2.0,56,3382.0,4406.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,5.46747,122.912,20600.0,90816.4,132016.4,2289.8,1930.8,2289.8,Myz_max/UW,0,0.26,
2.50_6.00_3900_27_200_400,2310,2.5,6.0,3900.0,27.0,200.0,400.0,2.0,56,3382.0,4406.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,5.46747,122.912,20600.0,98384.4,139584.4,2303.3,1941.0,2303.3,Myz_max/UW,0,0.27,
1.50_4.50_3900_23_170_400,2312,1.5,4.5,3900.0,23.0,170.0,400.0,2.353,66,3429.0,4359.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,4.6338,122.904,18997.2,77798.4,115792.8,2374.9,2043.5,2374.9,Myz_max/UW,0,0.29,
2.00_5.00_3900_23_170_400,2313,2.0,5.0,3900.0,23.0,170.0,400.0,2.353,66,3429.0,4359.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,4.6338,122.904,18997.2,85578.3,123572.6,2389.4,2054.2,2389.4,Myz_max/UW,0,0.29,
2.50_5.50_3900_23_170_400,2314,2.5,5.5,3900.0,23.0,170.0,400.0,2.353,66,3429.0,4359.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,4.6338,122.904,18997.2,93358.1,131352.5,2404.0,2065.1,2404.0,Myz_max/UW,0,0.29,
3.00_6.00_3900_23_170_400,2315,3.0,6.0,3900.0,23.0,170.0,400.0,2.353,66,3429.0,4359.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,4.6338,122.904,18997.2,101137.9,139132.3,2418.9,2076.2,2418.9,Myz_max/UW,0,0.27,
1.50_5.50_3600_15_230_550,2317,1.5,5.5,3600.0,15.0,230.0,550.0,2.391,45,3019.0,4166.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,4.94995,122.874,29298.4,72367.5,130964.2,2233.7,1786.9,2233.7,Myz_max/UW,0,0.24,
2.00_6.00_3600_15_230_550,2318,2.0,6.0,3600.0,15.0,230.0,550.0,2.391,45,3019.0,4166.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,4.94995,122.874,29298.4,78398.1,136994.8,2248.4,1796.0,2248.4,Myz_max/UW,0,0.24,
1.50_5.00_3300_31_170_400,2320,1.5,5.0,3300.0,31.0,170.0,400.0,2.353,56,2790.0,3798.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,5.4632,122.816,17519.7,56654.8,91694.3,2654.9,2076.5,2654.9,Myz_max/UW,0,0.29,
2.00_5.50_3300_31_170_400,2321,2.0,5.5,3300.0,31.0,170.0,400.0,2.353,56,2790.0,3798.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,5.4632,122.816,17519.7,61805.3,96844.7,2671.8,2087.5,2671.8,Myz_max/UW,0,0.25,
2.50_6.00_3300_31_170_400,2322,2.5,6.0,3300.0,31.0,170.0,400.0,2.353,56,2790.0,3798.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,5.4632,122.816,17519.7,66955.7,101995.1,2689.2,2098.5,2689.2,Myz_max/UW,0,0.26,
1.50_5.00_3600_23_170_400,2324,1.5,5.0,3600.0,23.0,170.0,400.0,2.353,61,3129.0,4059.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,5.00669,122.686,17534.0,71259.0,106326.9,2464.9,2035.8,2464.9,Myz_max/UW,0,0.26,
2.00_5.50_3600_23_170_400,2325,2.0,5.5,3600.0,23.0,170.0,400.0,2.353,61,3129.0,4059.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,5.00669,122.686,17534.0,77737.1,112805.0,2480.4,2046.5,2480.4,Myz_max/UW,0,0.27,
2.50_6.00_3600_23_170_400,2326,2.5,6.0,3600.0,23.0,170.0,400.0,2.353,61,3129.0,4059.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,5.00669,122.686,17534.0,84215.2,119283.1,2495.9,2057.2,2495.9,Myz_max/UW,0,0.28,
1.00_5.50_3600_19_230_475,2327,1.0,5.5,3600.0,19.0,230.0,475.0,2.065,45,3040.0,4146.0,618.5735,598.61875,504.83475,93.7,86.91,1.889,5.72282,122.684,24257.1,73377.7,121891.9,2222.0,1774.9,2222.0,Myz_max/UW,0,0.24,
1.50_6.00_3600_19_230_475,2328,1.5,6.0,3600.0,19.0,230.0,475.0,2.065,45,3040.0,4146.0,618.5735,598.61875,504.83475,93.7,86.91,1.889,5.72282,122.684,24257.1,79492.5,128006.7,2236.0,1783.8,2236.0,Myz_max/UW,0,0.23,
1.50_5.50_3600_15_200_475,2330,1.5,5.5,3600.0,15.0,200.0,475.0,2.375,52,3096.0,4090.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,4.94591,122.626,21960.5,76106.0,120027.1,2324.3,1886.7,2324.3,Myz_max/UW,0,0.26,
2.00_6.00_3600_15_200_475,2331,2.0,6.0,3600.0,15.0,200.0,475.0,2.375,52,3096.0,4090.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,4.94591,122.626,21960.5,82448.2,126369.2,2339.1,1896.5,2339.1,Myz_max/UW,0,0.24,
1.00_5.50_4200_23_200_325,2332,1.0,5.5,4200.0,23.0,200.0,325.0,1.625,60,3761.0,4630.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.487,6.25884,122.514,14890.6,112311.4,142092.6,2214.1,1873.7,2214.1,Myz_max/UW,0,0.27,
1.50_6.00_4200_23_200_325,2333,1.5,6.0,4200.0,23.0,200.0,325.0,1.625,60,3761.0,4630.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.487,6.25884,122.514,14890.6,121670.7,151451.9,2227.1,1883.3,2227.1,Myz_max/UW,0,0.28,
1.50_4.00_4200_23_230_550,2335,1.5,4.0,4200.0,23.0,230.0,550.0,2.391,52,3556.0,4828.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,4.2695,122.488,38402.1,75301.2,152105.3,2089.7,1833.0,2089.7,Myz_max/UW,1,0.26,
2.00_4.50_4200_23_230_550,2336,2.0,4.5,4200.0,23.0,230.0,550.0,2.391,52,3556.0,4828.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,4.2695,122.488,38402.1,83668.0,160472.1,2102.0,1842.8,2102.0,Myz_max/UW,0,0.25,
2.50_5.00_4200_23_230_550,2337,2.5,5.0,4200.0,23.0,230.0,550.0,2.391,52,3556.0,4828.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,4.2695,122.488,38402.1,92034.8,168838.9,2114.5,1852.7,2114.5,Myz_max/UW,0,0.26,
3.00_5.50_4200_23_230_550,2338,3.0,5.5,4200.0,23.0,230.0,550.0,2.391,52,3556.0,4828.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,4.2695,122.488,38402.1,100401.6,177205.7,2127.0,1862.6,2127.0,Myz_max/UW,0,0.27,
1.50_5.00_3900_15_230_550,2340,1.5,5.0,3900.0,15.0,230.0,550.0,2.391,49,3319.0,4466.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,4.53006,122.488,31789.2,80175.7,143754.1,2131.4,1805.1,2131.4,Myz_max/UW,0,0.26,
2.00_5.50_3900_15_230_550,2341,2.0,5.5,3900.0,15.0,230.0,550.0,2.391,49,3319.0,4466.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,4.53006,122.488,31789.2,87464.4,151042.8,2145.1,1814.7,2145.1,Myz_max/UW,0,0.25,
2.50_6.00_3900_15_230_550,2342,2.5,6.0,3900.0,15.0,230.0,550.0,2.391,49,3319.0,4466.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,4.53006,122.488,31789.2,94753.2,158331.5,2158.9,1824.4,2158.9,Myz_max/UW,0,0.26,
1.50_5.00_3300_31_200_475,2344,1.5,5.0,3300.0,31.0,200.0,475.0,2.375,47,2697.0,3890.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,5.46823,122.404,24571.6,52940.8,102083.9,2545.8,1947.2,2545.8,Myz_max/UW,0,0.3,
2.00_5.50_3300_31_200_475,2345,2.0,5.5,3300.0,31.0,200.0,475.0,2.375,47,2697.0,3890.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,5.46823,122.404,24571.6,57753.6,106896.7,2562.1,1957.3,2562.1,Myz_max/UW,0,0.23,
2.50_6.00_3300_31_200_475,2346,2.5,6.0,3300.0,31.0,200.0,475.0,2.375,47,2697.0,3890.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,5.46823,122.404,24571.6,62566.4,111709.5,2578.9,1967.4,2578.9,Myz_max/UW,0,0.24,
1.50_5.00_4500_27_200_325,2348,1.5,5.0,4500.0,27.0,200.0,325.0,1.625,65,4046.0000000000005,4945.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.487,5.76939,122.374,16579.4,119146.2,152305.1,2215.7,1908.3,2215.7,Myz_max/UW,0,0.29,
2.00_5.50_4500_27_200_325,2349,2.0,5.5,4500.0,27.0,200.0,325.0,1.625,65,4046.0000000000005,4945.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.487,5.76939,122.374,16579.4,129977.7,163136.6,2228.7,1918.1,2228.7,Myz_max/UW,0,0.26,
2.50_6.00_4500_27_200_325,2350,2.5,6.0,4500.0,27.0,200.0,325.0,1.625,65,4046.0000000000005,4945.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.487,5.76939,122.374,16579.4,140809.2,173968.0,2241.9,1928.0,2241.9,Myz_max/UW,0,0.26,
1.50_5.00_4500_15_200_400,2352,1.5,5.0,4500.0,15.0,200.0,400.0,2.0,65,4045.0,4943.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,4.68338,122.35,20582.8,119087.3,160252.8,2136.5,1884.9,2136.5,Myz_max/UW,0,0.29,
2.00_5.50_4500_15_200_400,2353,2.0,5.5,4500.0,15.0,200.0,400.0,2.0,65,4045.0,4943.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,4.68338,122.35,20582.8,129913.4,171079.0,2149.5,1894.7,2149.5,Myz_max/UW,0,0.28,
2.50_6.00_4500_15_200_400,2354,2.5,6.0,4500.0,15.0,200.0,400.0,2.0,65,4045.0,4943.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,4.68338,122.35,20582.8,140739.6,181905.1,2162.7,1904.7,2162.7,Myz_max/UW,0,0.28,
1.50_3.50_4500_31_200_400,2356,1.5,3.5,4500.0,31.0,200.0,400.0,2.0,65,3965.0,5024.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,4.68434,122.301,24658.3,83217.0,132533.6,2210.1,1956.9,2210.1,Myz_max/UW,0,0.27,
2.00_4.00_4500_31_200_400,2357,2.0,4.0,4500.0,31.0,200.0,400.0,2.0,65,3965.0,5024.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,4.68434,122.301,24658.3,93619.2,142935.7,2223.2,1967.2,2223.2,Myz_max/UW,0,0.27,
2.50_4.50_4500_31_200_400,2358,2.5,4.5,4500.0,31.0,200.0,400.0,2.0,65,3965.0,5024.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,4.68434,122.301,24658.3,104021.3,153337.8,2236.3,1977.4,2236.3,Myz_max/UW,0,0.29,
3.00_5.00_4500_31_200_400,2359,3.0,5.0,4500.0,31.0,200.0,400.0,2.0,65,3965.0,5024.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,4.68434,122.301,24658.3,114423.4,163739.9,2249.6,1987.7,2249.6,Myz_max/UW,0,0.25,
1.50_4.50_4200_19_110_250,2361,1.5,4.5,4200.0,19.0,110.0,250.0,2.273,110,3916.0,4477.0,325.565,315.0625,265.7025,49.31,45.74,2.079,4.41616,122.27,7675.3,101466.1,116816.7,2723.6,2407.4,2723.6,Myz_max/UW,0,0.36,
2.00_5.00_4200_19_110_250,2362,2.0,5.0,4200.0,19.0,110.0,250.0,2.273,110,3916.0,4477.0,325.565,315.0625,265.7025,49.31,45.74,2.079,4.41616,122.27,7675.3,111612.8,126963.3,2740.7,2420.5,2740.7,Myz_max/UW,0,0.34,
2.50_5.50_4200_19_110_250,2363,2.5,5.5,4200.0,19.0,110.0,250.0,2.273,110,3916.0,4477.0,325.565,315.0625,265.7025,49.31,45.74,2.079,4.41616,122.27,7675.3,121759.4,137109.9,2757.9,2433.8,2757.9,Myz_max/UW,0,0.32,
3.00_6.00_4200_19_110_250,2364,3.0,6.0,4200.0,19.0,110.0,250.0,2.273,110,3916.0,4477.0,325.565,315.0625,265.7025,49.31,45.74,2.079,4.41616,122.27,7675.3,131906.0,147256.6,2775.3,2447.2,2775.3,Myz_max/UW,0,0.35,
1.50_5.50_3600_31_170_325,2366,1.5,5.5,3600.0,31.0,170.0,325.0,1.912,61,3159.0,4032.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.749,6.1399,122.183,13139.0,79234.9,105512.8,2532.3,2069.2,2532.3,Myz_max/UW,0,0.28,
2.00_6.00_3600_31_170_325,2367,2.0,6.0,3600.0,31.0,170.0,325.0,1.912,61,3159.0,4032.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.749,6.1399,122.183,13139.0,85837.8,112115.7,2547.6,2080.2,2547.6,Myz_max/UW,0,0.26,
1.50_5.00_4200_19_230_475,2369,1.5,5.0,4200.0,19.0,230.0,475.0,2.065,52,3640.0,4746.0,618.5735,598.61875,504.83475,93.7,86.91,1.889,4.92877,122.171,28256.5,96434.2,152947.2,2084.4,1800.1,2084.4,Myz_max/UW,1,0.27,
2.00_5.50_4200_19_230_475,2370,2.0,5.5,4200.0,19.0,230.0,475.0,2.065,52,3640.0,4746.0,618.5735,598.61875,504.83475,93.7,86.91,1.889,4.92877,122.171,28256.5,105201.0,161714.0,2096.7,1809.5,2096.7,Myz_max/UW,1,0.27,
2.50_6.00_4200_19_230_475,2371,2.5,6.0,4200.0,19.0,230.0,475.0,2.065,52,3640.0,4746.0,618.5735,598.61875,504.83475,93.7,86.91,1.889,4.92877,122.171,28256.5,113967.7,170480.7,2109.2,1819.0,2109.2,Myz_max/UW,0,0.27,
1.00_5.50_3900_31_110_175,2372,1.0,5.5,3900.0,31.0,110.0,175.0,1.591,102,3647.0,4148.0,227.89549999999997,220.54375000000002,185.99175,34.52,32.02,1.455,6.81104,122.154,4332.2,105606.0,114270.4,2918.8,2427.0,2918.8,Myz_max/UW,0,0.39,
1.50_6.00_3900_31_110_175,2373,1.5,6.0,3900.0,31.0,110.0,175.0,1.591,102,3647.0,4148.0,227.89549999999997,220.54375000000002,185.99175,34.52,32.02,1.455,6.81104,122.154,4332.2,114406.5,123070.9,2936.6,2439.9,2936.6,Myz_max/UW,0,0.34,
1.50_5.50_3300_27_110_250,2375,1.5,5.5,3300.0,27.0,110.0,250.0,2.273,86,2990.0,3603.0,325.565,315.0625,265.7025,49.31,45.74,2.079,5.65227,122.151,6632.1,70983.8,84248.1,3042.1,2435.8,3042.1,Myz_max/UW,0,0.36,
2.00_6.00_3300_27_110_250,2376,2.0,6.0,3300.0,27.0,110.0,250.0,2.273,86,2990.0,3603.0,325.565,315.0625,265.7025,49.31,45.74,2.079,5.65227,122.151,6632.1,76899.2,90163.4,3061.9,2449.0,3061.9,Myz_max/UW,0,0.32,
1.50_4.00_4200_23_200_475,2378,1.5,4.0,4200.0,23.0,200.0,475.0,2.375,60,3643.0,4744.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,4.26514,122.06,28730.4,79030.9,136491.6,2195.3,1933.5,2195.3,Myz_max/UW,0,0.3,
2.00_4.50_4200_23_200_475,2379,2.0,4.5,4200.0,23.0,200.0,475.0,2.375,60,3643.0,4744.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,4.26514,122.06,28730.4,87812.1,145272.8,2208.5,1943.7,2208.5,Myz_max/UW,0,0.26,
2.50_5.00_4200_23_200_475,2380,2.5,5.0,4200.0,23.0,200.0,475.0,2.375,60,3643.0,4744.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,4.26514,122.06,28730.4,96593.3,154054.0,2221.9,1954.2,2221.9,Myz_max/UW,0,0.26,
3.00_5.50_4200_23_200_475,2381,3.0,5.5,4200.0,23.0,200.0,475.0,2.375,60,3643.0,4744.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,4.26514,122.06,28730.4,105374.5,162835.2,2235.3,1964.8,2235.3,Myz_max/UW,0,0.28,
1.50_5.50_4500_23_110_175,2383,1.5,5.5,4500.0,23.0,110.0,175.0,1.591,118,4261.0,4734.0,227.89549999999997,220.54375000000002,185.99175,34.52,32.02,1.455,5.87712,122.044,4709.1,144158.5,153576.8,2768.8,2381.6,2768.8,Myz_max/UW,0,0.36,
2.00_6.00_4500_23_110_175,2384,2.0,6.0,4500.0,23.0,110.0,175.0,1.591,118,4261.0,4734.0,227.89549999999997,220.54375000000002,185.99175,34.52,32.02,1.455,5.87712,122.044,4709.1,156171.7,165590.0,2786.1,2394.2,2786.1,Myz_max/UW,0,0.32,
1.50_5.00_4200_23_170_325,2386,1.5,5.0,4200.0,23.0,170.0,325.0,1.912,71,3788.0,4602.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.749,5.25778,121.9,14242.1,104435.6,132919.8,2343.7,2027.2,2343.7,Myz_max/UW,0,0.31,
2.00_5.50_4200_23_170_325,2387,2.0,5.5,4200.0,23.0,170.0,325.0,1.912,71,3788.0,4602.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.749,5.25778,121.9,14242.1,113929.7,142414.0,2357.7,2037.7,2357.7,Myz_max/UW,0,0.31,
2.50_6.00_4200_23_170_325,2388,2.5,6.0,4200.0,23.0,170.0,325.0,1.912,71,3788.0,4602.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.749,5.25778,121.9,14242.1,123423.9,151908.1,2371.7,2048.4,2371.7,Myz_max/UW,0,0.3,
