rank,case,DLC,D30_UW,D30_DW,k
1,off,DLC1.2-a-s1,0.0067421588456078934,0.00020394509633094772,0.17
1,off,DLC1.2-a-s2,0.006757094181468129,0.0002058535457150071,0.16
1,off,DLC1.2-a-s3,0.006793486542098708,0.00021053167545597617,0.16
1,off,DLC1.2-a-s4,0.006881553324992555,0.00021547384593301866,0.16
1,off,DLC1.2-a-s5,0.00697316670249832,0.0002283066816470797,0.18
1,off,DLC1.2-a-s6,0.006810484800011449,0.00020860246751191162,0.17
1,off,DLC1.2-b-s1,0.0063072792234190635,0.00015601222764252413,0.18
1,off,DLC1.2-b-s2,0.006190795029267428,0.00015313849690867085,0.18
1,off,DLC1.2-b-s3,0.006128381191953861,0.00015384256157455648,0.18
1,off,DLC1.2-b-s4,0.006157743697283443,0.00014871728762882793,0.18
1,off,DLC1.2-b-s5,0.006331181889174137,0.00017477739753224487,0.18
1,off,DLC1.2-b-s6,0.006097302189491593,0.00014942957046491806,0.18
1,off,DLC1.2-c-s1,0.0040091323618116825,0.0001965247398340511,0.17
1,off,DLC1.2-c-s2,0.004115235806358987,0.00019231749421226975,0.19
1,off,DLC1.2-c-s3,0.004079064919215617,0.0001669123960870286,0.18
1,off,DLC1.2-c-s4,0.0038859689878247387,0.00019285436903134894,0.19
1,off,DLC1.2-c-s5,0.003962158998796086,0.00019983192666154785,0.17
1,off,DLC1.2-c-s6,0.004140798983193805,0.00022752339384169408,0.18
1,off,DLC1.2-d-s1,0.00449534078864642,0.0002749737055723302,0.18
1,off,DLC1.2-d-s2,0.004350064251466077,0.00022020921413761535,0.18
1,off,DLC1.2-d-s3,0.004247259155595794,0.00023024441674986945,0.17
1,off,DLC1.2-d-s4,0.00422732269225018,0.00022745911816675885,0.18
1,off,DLC1.2-d-s5,0.004465852038279164,0.00028412270816526367,0.19
1,off,DLC1.2-d-s6,0.004201326306550507,0.00023644867822848796,0.18
1,off,DLC1.2-e-s1,0.0031019881018654306,0.00018307663262765746,0.21
1,off,DLC1.2-e-s2,0.0030712866855599924,0.0001844764721146546,0.21
1,off,DLC1.2-e-s3,0.0025901392462783063,0.00012823751688595137,0.19
1,off,DLC1.2-e-s4,0.0029079612996802296,0.00015827473420565794,0.21
1,off,DLC1.2-e-s5,0.002903347968755357,0.0001909313729676388,0.2
1,off,DLC1.2-e-s6,0.0028601661027760025,0.0001535024433526888,0.2
1,off,DLC1.2-f-s1,0.0012844899943985871,6.847622472609579e-05,0.25
1,off,DLC1.2-f-s2,0.0012156730327191792,5.3623858604466535e-05,0.25
1,off,DLC1.2-f-s3,0.001377047865991678,9.677441751700372e-05,0.25
1,off,DLC1.2-f-s4,0.0013176203793472544,7.700306607581212e-05,0.25
1,off,DLC1.2-f-s5,0.0013443846364083237,8.230650990677694e-05,0.24
1,off,DLC1.2-f-s6,0.001321823646382465,7.406983187684959e-05,0.27
1,off,DLC1.2-g-s1,0.0005716496768069187,3.408339210595271e-05,0.29
1,off,DLC1.2-g-s2,0.0005999547452643639,4.095850221558934e-05,0.28
1,off,DLC1.2-g-s3,0.0005539086059074027,2.7805359270460257e-05,0.29
1,off,DLC1.2-g-s4,0.0006252272150077955,3.6386084086898645e-05,0.29
1,off,DLC1.2-g-s5,0.00059772357509911,3.1659483663843645e-05,0.32
1,off,DLC1.2-g-s6,0.0006155280547088341,3.933321528030071e-05,0.31
1,off,DLC1.2-h-s1,0.0002974120319456383,2.757908563471297e-05,0.37
1,off,DLC1.2-h-s2,0.00027806505720405635,1.6988567170790497e-05,0.4
1,off,DLC1.2-h-s3,0.00026728368708100895,1.794809536386884e-05,0.36
1,off,DLC1.2-h-s4,0.0002667608093260773,1.8356227400823827e-05,0.36
1,off,DLC1.2-h-s5,0.00027702960861016545,1.8095671022003596e-05,0.38
1,off,DLC1.2-h-s6,0.0002583614737624971,1.454845630798794e-05,0.39
1,off,DLC1.2-i-s1,0.00010942197958126784,7.484001389766604e-06,0.48
1,off,DLC1.2-i-s2,0.0001098405916470683,9.904371827834309e-06,0.4
1,off,DLC1.2-i-s3,0.00011462322572500611,9.78980757055048e-06,0.41
1,off,DLC1.2-i-s4,9.988163959458528e-05,7.855700722249046e-06,0.45
1,off,DLC1.2-i-s5,0.00011346545102187127,1.287573034883782e-05,0.45
1,off,DLC1.2-i-s6,0.00010006530752801806,8.83032261775717e-06,0.45
1,off,DLC1.2-j-s1,3.82036358242485e-05,5.305595671056981e-06,0.47
1,off,DLC1.2-j-s2,4.169054178320399e-05,5.597760034663669e-06,0.52
1,off,DLC1.2-j-s3,4.074742929108239e-05,4.78002600112124e-06,0.5
1,off,DLC1.2-j-s4,3.929432435633833e-05,4.515688217434778e-06,0.48
1,off,DLC1.2-j-s5,3.9260027610120685e-05,6.21853322568358e-06,0.52
1,off,DLC1.2-j-s6,4.036421809766882e-05,3.4583687960479638e-06,0.54
1,off,DLC1.2-k-s1,1.4331639886665678e-05,3.631630416525153e-06,0.58
1,off,DLC1.2-k-s2,1.0709467968110794e-05,2.698610112370019e-06,0.6
1,off,DLC1.2-k-s3,1.3192619244572944e-05,3.952803355954887e-06,0.6
1,off,DLC1.2-k-s4,1.789349366469059e-05,5.495731499283988e-06,0.59
1,off,DLC1.2-k-s5,1.3298976979300527e-05,5.210637307223911e-06,0.5
1,off,DLC1.2-k-s6,1.3577202295539997e-05,3.879649382912675e-06,0.56
1,off,DLC2.4.1-a-s1,1.1055426565065759e-06,1.62534272832546e-07,0.32
1,off,DLC2.4.1-a-s2,1.2589051929465313e-06,1.842151241115587e-07,0.37
1,off,DLC2.4.1-a-s3,1.328277172144665e-06,1.96554558715246e-07,0.35
1,off,DLC2.4.1-a-s4,1.356883271848089e-06,1.9204030944449348e-07,0.33
1,off,DLC2.4.1-a-s5,1.297791062325188e-06,1.9403568478222923e-07,0.38
1,off,DLC2.4.1-a-s6,1.1107326975908033e-06,1.597199357137728e-07,0.32
1,off,DLC2.4.1-b-s1,1.1178394134265063e-06,1.30902096305143e-07,0.63
1,off,DLC2.4.1-b-s2,8.129446976162762e-07,9.80937332191675e-08,0.51
1,off,DLC2.4.1-b-s3,1.1519683444256608e-06,1.2610631426781629e-07,0.41
1,off,DLC2.4.1-b-s4,1.0216460106136077e-06,1.1582840044300573e-07,0.49
1,off,DLC2.4.1-b-s5,1.4402115239682876e-06,2.0541536448454574e-07,0.52
1,off,DLC2.4.1-b-s6,1.1403147180324847e-06,1.4374211210855844e-07,0.38
1,off,DLC2.4.2-a-s1,1.5856215131605821e-06,1.0855573973611879e-07,0.25
1,off,DLC2.4.2-a-s2,1.1022042403212952e-06,7.425816463176939e-08,0.19
1,off,DLC2.4.2-a-s3,1.1440998306033505e-06,7.645382138670449e-08,0.24
1,off,DLC2.4.2-a-s4,1.010442125434971e-06,6.460065267694763e-08,0.22
1,off,DLC2.4.2-a-s5,1.195806841329684e-06,8.186216391737287e-08,0.26
1,off,DLC2.4.2-a-s6,1.1083387503184325e-06,6.654155376040987e-08,0.22
1,off,DLC2.4.2-b-s1,5.829487281323487e-07,7.481545266461851e-08,0.37
1,off,DLC2.4.2-b-s2,7.206865719840195e-07,1.0614536576752027e-07,0.5
1,off,DLC2.4.2-b-s3,8.046672707682522e-07,6.645773009545451e-08,0.42
1,off,DLC2.4.2-b-s4,6.381497781757445e-07,6.072447791614707e-08,0.42
1,off,DLC2.4.2-b-s5,7.407810067629533e-07,9.326278847382797e-08,0.37
1,off,DLC2.4.2-b-s6,5.814628574512258e-07,7.228887691785649e-08,0.29
1,off,DLC4.1-a-y1,0.00035115230948302317,3.1557093197438275e-05,0.16
1,off,DLC4.1-a-y2,0.000344071636965233,3.0599058414752625e-05,0.16
1,off,DLC4.1-a-y3,0.0003404655477354035,2.9976266682165624e-05,0.16
1,off,DLC4.1-b-y1,1.539028143447723e-05,1.203585560275168e-06,0.28
1,off,DLC4.1-b-y2,1.3700975528624004e-05,9.814130707286792e-07,0.29
1,off,DLC4.1-b-y3,1.3225220971565159e-05,8.903609636653849e-07,0.28
1,off,DLC4.1-c-y1,1.1691771025163185e-05,1.1796882078221975e-06,0.24
1,off,DLC4.1-c-y2,8.301616638749904e-06,7.428755660477558e-07,0.31
1,off,DLC4.1-c-y3,1.0400793430156092e-05,1.0899097516450984e-06,0.48
1,off,DLC6.4-a-s1,0.00016754096829735336,1.501921221717009e-05,3.0
1,off,DLC6.4-a-s2,0.00026002541171295604,2.330998452422843e-05,3.0
1,off,DLC6.4-a-s3,0.00028267014494930115,2.5379233043131273e-05,3.0
1,off,DLC6.4-a-s4,0.0001793063693824928,1.61002275392798e-05,3.0
1,off,DLC6.4-a-s5,0.00018312050586538316,1.6414369609801128e-05,3.0
1,off,DLC6.4-a-s6,0.00017944399988964555,1.609310658615905e-05,3.0
1,off,DLC6.4-b-s1,1.2546809621631064e-05,1.1539525093574084e-06,0.29
1,off,DLC6.4-b-s2,1.3458542300356345e-05,1.243384822336662e-06,0.28
1,off,DLC6.4-b-s3,1.1825577603735277e-05,1.0604643876359533e-06,0.23
1,off,DLC6.4-b-s4,1.5195963567055872e-05,1.5189866144327355e-06,0.4
1,off,DLC6.4-b-s5,1.883389589850621e-05,2.1182446876896143e-06,0.51
1,off,DLC6.4-b-s6,1.1577565714469296e-05,1.0323536351912066e-06,0.25
1,adin,DLC1.2-a-s1,0.010248268139516306,0.0003519312326413413,0.17
1,adin,DLC1.2-a-s2,0.010268043594019198,0.00035535303689995416,0.16
1,adin,DLC1.2-a-s3,0.010318128429560425,0.00036352285756287284,0.16
1,adin,DLC1.2-a-s4,0.01045050520039791,0.00037190731448901853,0.16
1,adin,DLC1.2-a-s5,0.010572202862329544,0.0003941075378351752,0.18
1,adin,DLC1.2-a-s6,0.0103456312935899,0.00036045397141026137,0.17
1,adin,DLC1.2-b-s1,0.009662536862540745,0.00027807626872987726,0.18
1,adin,DLC1.2-b-s2,0.009486587503380722,0.0002723581094642248,0.18
1,adin,DLC1.2-b-s3,0.009402111859323799,0.00027354908572459603,0.18
1,adin,DLC1.2-b-s4,0.00944324816011667,0.00026513469614855806,0.18
1,adin,DLC1.2-b-s5,0.009697292627643135,0.0003103777239633399,0.18
1,adin,DLC1.2-b-s6,0.009357616207196792,0.00026626005481160734,0.18
1,adin,DLC1.2-c-s1,0.006324564947935142,0.00035874539450584633,0.17
1,adin,DLC1.2-c-s2,0.006473808104685311,0.00035101639897644325,0.19
1,adin,DLC1.2-c-s3,0.006420241864356521,0.00030432784834277793,0.18
1,adin,DLC1.2-c-s4,0.006125581526976833,0.0003501165153514248,0.19
1,adin,DLC1.2-c-s5,0.0062511952368526765,0.00036436205823779373,0.17
1,adin,DLC1.2-c-s6,0.006523716931865527,0.00041425237928207275,0.18
1,adin,DLC1.2-d-s1,0.007105340866538739,0.0005056841154581521,0.18
1,adin,DLC1.2-d-s2,0.006897387963182507,0.00040673919286824946,0.18
1,adin,DLC1.2-d-s3,0.006729212290979377,0.000424552543009512,0.17
1,adin,DLC1.2-d-s4,0.00670234597293213,0.00041880854985995683,0.18
1,adin,DLC1.2-d-s5,0.007061127293379522,0.000520472465493727,0.19
1,adin,DLC1.2-d-s6,0.006657975581591651,0.00043440943719587105,0.18
1,adin,DLC1.2-e-s1,0.00493143245214211,0.0003378688336747008,0.21
1,adin,DLC1.2-e-s2,0.0048750954051219415,0.0003399716529149544,0.21
1,adin,DLC1.2-e-s3,0.004136276298426833,0.00023806343583668632,0.19
1,adin,DLC1.2-e-s4,0.0046322239662801475,0.00029244147621325514,0.21
1,adin,DLC1.2-e-s5,0.004618633127132715,0.0003507129902239565,0.2
1,adin,DLC1.2-e-s6,0.0045534976776345866,0.00028478244621403916,0.2
1,adin,DLC1.2-f-s1,0.0020697707121666593,0.0001273724696056508,0.25
1,adin,DLC1.2-f-s2,0.0019632008613250976,0.00010049629023655656,0.25
1,adin,DLC1.2-f-s3,0.0022096384765501135,0.00017838571769011137,0.25
1,adin,DLC1.2-f-s4,0.0021143156395337574,0.000142369607109103,0.25
1,adin,DLC1.2-f-s5,0.0021541125264065114,0.0001519736962646568,0.24
1,adin,DLC1.2-f-s6,0.0021280444595271892,0.00013749641526753344,0.27
1,adin,DLC1.2-g-s1,0.0009287523176877121,6.286636536300721e-05,0.29
1,adin,DLC1.2-g-s2,0.0009702139348381615,7.53719519446934e-05,0.28
1,adin,DLC1.2-g-s3,0.0008984043425854949,5.181403561746972e-05,0.29
1,adin,DLC1.2-g-s4,0.0010129640209095364,6.733330492539491e-05,0.29
1,adin,DLC1.2-g-s5,0.000967764769518336,5.892378903161585e-05,0.32
1,adin,DLC1.2-g-s6,0.0009954234139747378,7.272187420883992e-05,0.31
1,adin,DLC1.2-h-s1,0.0004811537245355755,4.9823182595027843e-05,0.37
1,adin,DLC1.2-h-s2,0.00045147544921114735,3.102514016571561e-05,0.4
1,adin,DLC1.2-h-s3,0.0004352228872873394,3.2843237248698284e-05,0.36
1,adin,DLC1.2-h-s4,0.0004328496764005037,3.3681436758881365e-05,0.36
1,adin,DLC1.2-h-s5,0.0004502466614341647,3.31540324867607e-05,0.38
1,adin,DLC1.2-h-s6,0.00042164007703602544,2.661401966702771e-05,0.39
1,adin,DLC1.2-i-s1,0.0001780895257003326,1.3459419411659534e-05,0.48
1,adin,DLC1.2-i-s2,0.00017857853091731603,1.7882720896833574e-05,0.4
1,adin,DLC1.2-i-s3,0.0001855859323963642,1.757044912649596e-05,0.41
1,adin,DLC1.2-i-s4,0.00016382683024270504,1.4058770802203511e-05,0.45
1,adin,DLC1.2-i-s5,0.00018548211026992183,2.2827289588411854e-05,0.45
1,adin,DLC1.2-i-s6,0.00016320471781772523,1.586039380463639e-05,0.45
1,adin,DLC1.2-j-s1,6.266904078649334e-05,9.279940234198215e-06,0.47
1,adin,DLC1.2-j-s2,6.833300509413877e-05,9.79020580511594e-06,0.52
1,adin,DLC1.2-j-s3,6.667712092964076e-05,8.37598531552739e-06,0.5
1,adin,DLC1.2-j-s4,6.447462700577695e-05,7.92673339347725e-06,0.48
1,adin,DLC1.2-j-s5,6.426599832840133e-05,1.0881766794305317e-05,0.52
1,adin,DLC1.2-j-s6,6.560606209671568e-05,6.106540805398849e-06,0.54
1,adin,DLC1.2-k-s1,2.3386706130999687e-05,6.2578520011933265e-06,0.58
1,adin,DLC1.2-k-s2,1.758564176127921e-05,4.623814334436225e-06,0.6
1,adin,DLC1.2-k-s3,2.1518914157314188e-05,6.82774180291646e-06,0.6
1,adin,DLC1.2-k-s4,2.868184895929987e-05,9.547413338061147e-06,0.59
1,adin,DLC1.2-k-s5,2.1636653351567974e-05,9.016218076358837e-06,0.5
1,adin,DLC1.2-k-s6,2.2209942368164826e-05,6.676704917064823e-06,0.56
1,adin,DLC2.4.1-a-s1,1.6338915492222855e-06,2.646291414811832e-07,0.32
1,adin,DLC2.4.1-a-s2,1.8551204406950594e-06,3.0068203877447155e-07,0.37
1,adin,DLC2.4.1-a-s3,1.964391700445679e-06,3.227183155079478e-07,0.35
1,adin,DLC2.4.1-a-s4,1.983759931758619e-06,3.109261809288666e-07,0.33
1,adin,DLC2.4.1-a-s5,1.9094190675981765e-06,3.161488173700058e-07,0.38
1,adin,DLC2.4.1-a-s6,1.650207238074996e-06,2.610277893308602e-07,0.32
1,adin,DLC2.4.1-b-s1,1.6172520543417777e-06,2.105114370558891e-07,0.63
1,adin,DLC2.4.1-b-s2,1.1685759991885919e-06,1.564178704751612e-07,0.51
1,adin,DLC2.4.1-b-s3,1.6886008649019543e-06,2.0435346050979054e-07,0.41
1,adin,DLC2.4.1-b-s4,1.4740450471856464e-06,1.8470076664076068e-07,0.49
1,adin,DLC2.4.1-b-s5,2.0584964627612242e-06,3.320863652362873e-07,0.52
1,adin,DLC2.4.1-b-s6,1.6451690048547589e-06,2.301684127012859e-07,0.38
1,adin,DLC2.4.2-a-s1,2.4665360599555917e-06,1.904644260737925e-07,0.25
1,adin,DLC2.4.2-a-s2,1.6839986733726513e-06,1.2467810616125891e-07,0.19
1,adin,DLC2.4.2-a-s3,1.7583173024918943e-06,1.301585875564258e-07,0.24
1,adin,DLC2.4.2-a-s4,1.5424674662735997e-06,1.0607300491262277e-07,0.22
1,adin,DLC2.4.2-a-s5,1.8613052151490192e-06,1.4181555903428783e-07,0.26
1,adin,DLC2.4.2-a-s6,1.7085033387686164e-06,1.1170142308639065e-07,0.22
1,adin,DLC2.4.2-b-s1,8.68628129200532e-07,1.2243229919778168e-07,0.37
1,adin,DLC2.4.2-b-s2,1.0552737986813297e-06,1.7187902785202474e-07,0.5
1,adin,DLC2.4.2-b-s3,1.1917117205067945e-06,1.050913938587006e-07,0.42
1,adin,DLC2.4.2-b-s4,9.331034897144649e-07,9.504885423466041e-08,0.42
1,adin,DLC2.4.2-b-s5,1.095264393457299e-06,1.515065379120995e-07,0.37
1,adin,DLC2.4.2-b-s6,8.510590196680156e-07,1.1565916042704161e-07,0.29
1,adin,DLC4.1-a-y1,0.0005129164142577493,5.0020025477713965e-05,0.16
1,adin,DLC4.1-a-y2,0.0005028144075999062,4.848305035738728e-05,0.16
1,adin,DLC4.1-a-y3,0.0004976595298042333,4.745822973667427e-05,0.16
1,adin,DLC4.1-b-y1,2.298827040397187e-05,1.9411199403776546e-06,0.28
1,adin,DLC4.1-b-y2,2.05154532839215e-05,1.5740677449294132e-06,0.29
1,adin,DLC4.1-b-y3,1.9813008689794698e-05,1.4212832757708104e-06,0.28
1,adin,DLC4.1-c-y1,1.7140986222341757e-05,1.8818154753857513e-06,0.24
1,adin,DLC4.1-c-y2,1.2140005193945069e-05,1.1643007245991218e-06,0.31
1,adin,DLC4.1-c-y3,1.4998560576109115e-05,1.6939001007056862e-06,0.48
1,adin,DLC6.4-a-s1,0.00023860046875326686,2.2976522711648957e-05,3.0
1,adin,DLC6.4-a-s2,0.0003703203332413893,3.565874669829986e-05,3.0
1,adin,DLC6.4-a-s3,0.0004025390846175252,3.882577321004597e-05,3.0
1,adin,DLC6.4-a-s4,0.0002553447355525456,2.463033476791753e-05,3.0
1,adin,DLC6.4-a-s5,0.0002607933257120276,2.511015698343463e-05,3.0
1,adin,DLC6.4-a-s6,0.000255553137199247,2.4618948397154e-05,3.0
1,adin,DLC6.4-b-s1,1.795945692244284e-05,1.757550210000898e-06,0.29
1,adin,DLC6.4-b-s2,1.9254706551933746e-05,1.8944202705740936e-06,0.28
1,adin,DLC6.4-b-s3,1.6936158806965383e-05,1.6144266208327803e-06,0.23
1,adin,DLC6.4-b-s4,2.1665075871690356e-05,2.320776282224959e-06,0.4
1,adin,DLC6.4-b-s5,2.666994590211496e-05,3.247362174179074e-06,0.51
1,adin,DLC6.4-b-s6,1.658267377176088e-05,1.5712003425326013e-06,0.25
103,off,DLC1.2-a-s1,0.009135149500090384,0.0002823544916334249,0.17
103,off,DLC1.2-a-s2,0.009155244394080815,0.0002855898308512309,0.16
103,off,DLC1.2-a-s3,0.00920734814724279,0.0002930218731231997,0.16
103,off,DLC1.2-a-s4,0.009328374840991489,0.0002998426897409681,0.16
103,off,DLC1.2-a-s5,0.00945561929977297,0.0003202455862975565,0.18
103,off,DLC1.2-a-s6,0.00922737095445858,0.0002904956264624354,0.17
103,off,DLC1.2-b-s1,0.00829832406701624,0.00024831758253051104,0.18
103,off,DLC1.2-b-s2,0.008192041958140132,0.0002389695037139049,0.18
103,off,DLC1.2-b-s3,0.008095117035636926,0.00024072929744455685,0.18
103,off,DLC1.2-b-s4,0.008107330073817672,0.00023554737560520602,0.18
103,off,DLC1.2-b-s5,0.008385874699275753,0.0002741406027856447,0.18
103,off,DLC1.2-b-s6,0.008031586168680126,0.000235580234634262,0.18
103,off,DLC1.2-c-s1,0.005623070177003375,0.0003152423066422692,0.17
103,off,DLC1.2-c-s2,0.0057554505398766335,0.0003097923398413967,0.19
103,off,DLC1.2-c-s3,0.005657253150877192,0.0002701590954684149,0.18
103,off,DLC1.2-c-s4,0.005433252102946518,0.0003097727034084062,0.19
103,off,DLC1.2-c-s5,0.005560107666151498,0.0003199668061083354,0.17
103,off,DLC1.2-c-s6,0.0058186476039963735,0.00036398466800528095,0.18
103,off,DLC1.2-d-s1,0.006687699224083469,0.00043872893834931805,0.18
103,off,DLC1.2-d-s2,0.006452033106223586,0.00035159946239042447,0.18
103,off,DLC1.2-d-s3,0.0063081932752397235,0.00036684428911810675,0.17
103,off,DLC1.2-d-s4,0.006262497778623487,0.0003622028909161281,0.18
103,off,DLC1.2-d-s5,0.006637434459626415,0.00045199976319651393,0.19
103,off,DLC1.2-d-s6,0.006220291391132389,0.00037624900763436064,0.18
103,off,DLC1.2-e-s1,0.004618718863920166,0.00029234850055383585,0.21
103,off,DLC1.2-e-s2,0.004569120784984581,0.00029420081662476097,0.21
103,off,DLC1.2-e-s3,0.0038380699461279255,0.00020446365063009984,0.19
103,off,DLC1.2-e-s4,0.004336483758274384,0.0002519001003143977,0.21
103,off,DLC1.2-e-s5,0.004318994072152846,0.00030378910493618014,0.2
103,off,DLC1.2-e-s6,0.004256663191976498,0.0002455536547815298,0.2
103,off,DLC1.2-f-s1,0.001879702258745835,0.00010903742922051897,0.25
103,off,DLC1.2-f-s2,0.0017813039144077563,8.567776797590582e-05,0.25
103,off,DLC1.2-f-s3,0.0020189449971307174,0.00015382320345373927,0.25
103,off,DLC1.2-f-s4,0.0019286877606645035,0.00012302174468996962,0.25
103,off,DLC1.2-f-s5,0.001971415173695512,0.00013144382037882493,0.24
103,off,DLC1.2-f-s6,0.0019366668981691522,0.00011781698637677792,0.27
103,off,DLC1.2-g-s1,0.0008212959161610678,5.3921305176276964e-05,0.29
103,off,DLC1.2-g-s2,0.0008642339012572069,6.489249436080913e-05,0.28
103,off,DLC1.2-g-s3,0.0007973990337550761,4.451981985186341e-05,0.29
