model,case,idx,bin,rpm,rev,brg,kappa,lambda_in,lambda_out,hmin_in_um,hmin_out_um,nu_mm2s,nu1_mm2s,a_iso,a_iso_capped
A1,C1,568,2,6.67692,0.0111282,UW,1.976995,4.562033,4.780286,1.377734,1.443646,294.637248,149.032843,2.866562,0
A1,C1,569,2,6.69202,0.01115337,UW,1.980706,4.569252,4.787851,1.379914,1.445931,294.637248,148.753677,2.871018,0
A1,C1,570,2,6.72371,0.01120618,UW,1.988488,4.584388,4.803711,1.384485,1.450721,294.637248,148.171529,2.88036,0
A1,C1,571,2,6.73596,0.0112266,UW,1.991494,4.590233,4.809835,1.38625,1.45257,294.637248,147.947839,2.883968,0
A1,C1,572,2,6.69581,0.01115968,UW,1.981637,4.571064,4.789749,1.380461,1.446504,294.637248,148.683789,2.872136,0
A1,C1,573,2,6.64406,0.01107343,UW,1.968916,4.546305,4.763806,1.372984,1.438669,294.637248,149.644365,2.856854,0
A1,C1,574,2,6.6292,0.01104867,UW,1.965261,4.539185,4.756345,1.370834,1.436416,294.637248,149.922729,2.852459,0
A1,C1,575,2,6.65613,0.01109355,UW,1.971885,4.552085,4.769862,1.37473,1.440498,294.637248,149.419101,2.860422,0
A1,C1,576,2,6.70723,0.01117872,UW,1.984441,4.576519,4.795466,1.382109,1.448231,294.637248,148.47364,2.875503,0
A1,C1,577,2,6.73131,0.01121885,UW,1.990353,4.588015,4.807511,1.38558,1.451868,294.637248,148.032662,2.882599,0
A1,C1,578,2,6.70821,0.01118035,UW,1.984682,4.576988,4.795956,1.38225,1.448379,294.637248,148.455636,2.875792,0
A1,C1,579,2,6.68199,0.01113665,UW,1.978241,4.564457,4.782826,1.378466,1.444414,294.637248,148.938981,2.868058,0
A1,C1,560,2,6.71623,0.01119372,DW,1.986651,4.737279,4.963917,1.430658,1.499103,294.637248,148.308484,5.411631,0
A1,C1,561,2,6.68645,0.01114408,DW,1.979337,4.722566,4.948499,1.426215,1.494447,294.637248,148.85652,5.391326,0
A1,C1,562,2,6.65328,0.0110888,DW,1.971184,4.706154,4.931302,1.421259,1.489253,294.637248,149.472224,5.368697,0
A1,C1,563,2,6.65753,0.01109588,DW,1.972229,4.708258,4.933507,1.421894,1.489919,294.637248,149.393021,5.371597,0
A1,C1,564,2,6.69959,0.01116598,DW,1.982565,4.72906,4.955304,1.428176,1.496502,294.637248,148.614157,5.400287,0
A1,C1,565,2,6.7355,0.01122583,DW,1.991381,4.74679,4.973882,1.433531,1.502112,294.637248,147.956225,5.424762,0
A1,C1,566,2,6.73237,0.01122062,DW,1.990613,4.745246,4.972264,1.433064,1.501624,294.637248,148.013317,5.422629,0
A1,C1,567,2,6.70014,0.0111669,DW,1.9827,4.729332,4.955589,1.428258,1.496588,294.637248,148.604032,5.400662,0
A1,C1,568,2,6.67692,0.0111282,DW,1.976995,4.717853,4.943561,1.424792,1.492955,294.637248,149.032843,5.384826,0
A1,C1,569,2,6.69202,0.01115337,DW,1.980706,4.725319,4.951384,1.427046,1.495318,294.637248,148.753677,5.395125,0
A1,C1,570,2,6.72371,0.01120618,DW,1.988488,4.740972,4.967786,1.431774,1.500271,294.637248,148.171529,5.416729,0
A1,C1,571,2,6.73596,0.0112266,DW,1.991494,4.747017,4.97412,1.433599,1.502184,294.637248,147.947839,5.425075,0
A1,C1,572,2,6.69581,0.01115968,DW,1.981637,4.727193,4.953347,1.427612,1.495911,294.637248,148.683789,5.39771,0
A1,C1,573,2,6.64406,0.01107343,DW,1.968916,4.701588,4.926518,1.41988,1.487808,294.637248,149.644365,5.362404,0
A1,C1,574,2,6.6292,0.01104867,DW,1.965261,4.694225,4.918802,1.417656,1.485478,294.637248,149.922729,5.35226,0
A1,C1,575,2,6.65613,0.01109355,DW,1.971885,4.707565,4.932781,1.421685,1.4897,294.637248,149.419101,5.370642,0
A1,C1,576,2,6.70723,0.01117872,DW,1.984441,4.732835,4.959259,1.429316,1.497696,294.637248,148.47364,5.405496,0
A1,C1,577,2,6.73131,0.01121885,DW,1.990353,4.744723,4.971716,1.432906,1.501458,294.637248,148.032662,5.421907,0
A1,C1,578,2,6.70821,0.01118035,DW,1.984682,4.733319,4.959767,1.429462,1.49785,294.637248,148.455636,5.406164,0
A1,C1,579,2,6.68199,0.01113665,DW,1.978241,4.720361,4.946188,1.425549,1.493749,294.637248,148.938981,5.388284,0
A1,C1,580,2,6.68044,0.01113407,UW,1.97786,4.563716,4.78205,1.378242,1.444179,294.637248,148.967663,2.867601,0
A1,C1,581,2,6.70944,0.0111824,UW,1.984984,4.577575,4.796572,1.382428,1.448565,294.637248,148.433047,2.876155,0
A1,C1,582,2,6.7396,0.01123267,UW,1.992387,4.591969,4.811654,1.386775,1.45312,294.637248,147.881514,2.885039,0
A1,C1,583,2,6.73239,0.01122065,UW,1.990618,4.58853,4.808051,1.385736,1.452031,294.637248,148.012952,2.882917,0
A1,C1,584,2,6.69322,0.01115537,UW,1.981,4.569826,4.788452,1.380087,1.446112,294.637248,148.731541,2.871372,0
A1,C1,585,2,6.66472,0.01110787,UW,1.973997,4.556196,4.77417,1.375971,1.441799,294.637248,149.25924,2.862959,0
A1,C1,586,2,6.67953,0.01113255,UW,1.977637,4.563281,4.781594,1.378111,1.444041,294.637248,148.984507,2.867332,0
A1,C1,587,2,6.72385,0.01120642,UW,1.988522,4.584455,4.803781,1.384505,1.450742,294.637248,148.168968,2.880401,0
A1,C1,588,2,6.75681,0.01126135,UW,1.996609,4.600174,4.820252,1.389253,1.455716,294.637248,147.568816,2.890104,0
A1,C1,589,2,6.73853,0.01123088,UW,1.992125,4.591459,4.81112,1.386621,1.452958,294.637248,147.901004,2.884724,0
A1,C1,590,2,6.68972,0.01114953,UW,1.980141,4.568153,4.786699,1.379582,1.445583,294.637248,148.796124,2.870339,0
A1,C1,591,2,6.65795,0.01109658,UW,1.972332,4.552956,4.770775,1.374993,1.440774,294.637248,149.385199,2.860959,0
A1,C1,592,2,6.67118,0.01111863,UW,1.975585,4.559287,4.777409,1.376905,1.442777,294.637248,149.139267,2.864867,0
A1,C1,593,2,6.71691,0.01119485,UW,1.986818,4.581142,4.800309,1.383505,1.449693,294.637248,148.296022,2.878357,0
A1,C1,594,2,6.75028,0.01125047,UW,1.995007,4.597062,4.816991,1.388313,1.454731,294.637248,147.687292,2.888183,0
A1,C1,595,2,6.74585,0.01124308,UW,1.993921,4.59495,4.814778,1.387675,1.454063,294.637248,147.767786,2.886879,0
A1,C1,596,2,6.72198,0.0112033,UW,1.988063,4.583562,4.802845,1.384236,1.450459,294.637248,148.20318,2.87985,0
A1,C1,597,2,6.71515,0.01119192,UW,1.986386,4.580302,4.799429,1.383251,1.449427,294.637248,148.328281,2.877838,0
A1,C1,598,2,6.73729,0.01122882,UW,1.99182,4.590867,4.8105,1.386442,1.452771,294.637248,147.923597,2.884359,0
A1,C1,599,2,6.76389,0.01127315,UW,1.998345,4.603548,4.823787,1.390271,1.456784,294.637248,147.440599,2.892186,0
A1,C1,580,2,6.68044,0.01113407,DW,1.97786,4.719594,4.945385,1.425317,1.493506,294.637248,148.967663,5.387227,0
A1,C1,581,2,6.70944,0.0111824,DW,1.984984,4.733926,4.960403,1.429646,1.498042,294.637248,148.433047,5.407003,0
A1,C1,582,2,6.7396,0.01123267,DW,1.992387,4.748812,4.976001,1.434141,1.502752,294.637248,147.881514,5.427555,0
A1,C1,583,2,6.73239,0.01122065,DW,1.990618,4.745255,4.972274,1.433067,1.501627,294.637248,148.012952,5.422643,0
A1,C1,584,2,6.69322,0.01115537,DW,1.981,4.725913,4.952006,1.427226,1.495506,294.637248,148.731541,5.395943,0
A1,C1,585,2,6.66472,0.01110787,DW,1.973997,4.711817,4.937236,1.422969,1.491045,294.637248,149.25924,5.376503,0
A1,C1,586,2,6.67953,0.01113255,DW,1.977637,4.719144,4.944914,1.425182,1.493364,294.637248,148.984507,5.386607,0
A1,C1,587,2,6.72385,0.01120642,DW,1.988522,4.741041,4.967858,1.431794,1.500293,294.637248,148.168968,5.416824,0
A1,C1,588,2,6.75681,0.01126135,DW,1.996609,4.757297,4.984892,1.436704,1.505437,294.637248,147.568816,5.439277,0
A1,C1,589,2,6.73853,0.01123088,DW,1.992125,4.748284,4.975448,1.433982,1.502585,294.637248,147.901004,5.426826,0
A1,C1,590,2,6.68972,0.01114953,DW,1.980141,4.724182,4.950193,1.426703,1.494958,294.637248,148.796124,5.393557,0
A1,C1,591,2,6.65795,0.01109658,DW,1.972332,4.708466,4.933725,1.421957,1.489985,294.637248,149.385199,5.371884,0
A1,C1,592,2,6.67118,0.01111863,DW,1.975585,4.715014,4.940586,1.423934,1.492057,294.637248,149.139267,5.38091,0
A1,C1,593,2,6.71691,0.01119485,DW,1.986818,4.737615,4.964268,1.43076,1.499209,294.637248,148.296022,5.412095,0
A1,C1,594,2,6.75028,0.01125047,DW,1.995007,4.754079,4.981519,1.435732,1.504419,294.637248,147.687292,5.434829,0
A1,C1,595,2,6.74585,0.01124308,DW,1.993921,4.751894,4.979231,1.435072,1.503728,294.637248,147.767786,5.431812,0
A1,C1,596,2,6.72198,0.0112033,DW,1.988063,4.740118,4.966891,1.431516,1.500001,294.637248,148.20318,5.41555,0
A1,C1,597,2,6.71515,0.01119192,DW,1.986386,4.736746,4.963358,1.430497,1.498934,294.637248,148.328281,5.410895,0
A1,C1,598,2,6.73729,0.01122882,DW,1.99182,4.747673,4.974807,1.433797,1.502392,294.637248,147.923597,5.425981,0
A1,C1,599,2,6.76389,0.01127315,DW,1.998345,4.760786,4.988548,1.437757,1.506542,294.637248,147.440599,5.444098,0
A1,C1,600,3,6.76177,0.01126962,UW,1.997826,4.616808,4.837682,1.394276,1.46098,294.637248,147.478966,3.003152,0
A1,C1,601,3,6.72423,0.01120705,UW,1.988615,4.598851,4.818866,1.388853,1.455297,294.637248,148.162018,2.991523,0
A1,C1,602,3,6.68338,0.01113897,UW,1.978583,4.579277,4.798355,1.382942,1.449103,294.637248,148.91327,2.978847,0
A1,C1,603,3,6.66714,0.0111119,UW,1.974592,4.571485,4.79019,1.380588,1.446637,294.637248,149.214272,2.973801,0
A1,C1,604,3,6.68392,0.01113987,UW,1.978716,4.579536,4.798626,1.38302,1.449185,294.637248,148.903285,2.979015,0
A1,C1,605,3,6.7122,0.011187,UW,1.985662,4.59309,4.812829,1.387113,1.453474,294.637248,148.382387,2.987792,0
A1,C1,606,3,6.72785,0.01121308,UW,1.989504,4.600584,4.820682,1.389376,1.455846,294.637248,148.095847,2.992645,0
A1,C1,607,3,6.71923,0.01119872,UW,1.987388,4.596457,4.816357,1.38813,1.45454,294.637248,148.253522,2.989972,0
A1,C1,608,3,6.71308,0.01118847,UW,1.985878,4.593512,4.813271,1.387241,1.453608,294.637248,148.366242,2.988065,0
A1,C1,609,3,6.72691,0.01121152,UW,1.989273,4.600134,4.82021,1.389241,1.455703,294.637248,148.113024,2.992353,0
A1,C1,610,3,6.7465,0.01124417,UW,1.99408,4.609508,4.830032,1.392071,1.45867,294.637248,147.755969,2.998424,0
A1,C1,611,3,6.75494,0.01125823,UW,1.99615,4.613543,4.834261,1.39329,1.459947,294.637248,147.602723,3.001037,0
A1,C1,612,3,6.74509,0.01124182,UW,1.993734,4.608833,4.829325,1.391868,1.458456,294.637248,147.781605,2.997987,0
A1,C1,613,3,6.72238,0.01120397,UW,1.988161,4.597965,4.817938,1.388586,1.455017,294.637248,148.19586,2.990949,0
A1,C1,614,3,6.71681,0.01119468,UW,1.986794,4.595298,4.815143,1.38778,1.454173,294.637248,148.297854,2.989222,0
A1,C1,615,3,6.72944,0.01121573,UW,1.989894,4.601345,4.821479,1.389606,1.456087,294.637248,148.066804,2.993138,0
A1,C1,616,3,6.73563,0.01122605,UW,1.991413,4.604308,4.824583,1.390501,1.457024,294.637248,147.953855,2.995056,0
A1,C1,617,3,6.74711,0.01124518,UW,1.99423,4.609799,4.830338,1.392159,1.458762,294.637248,147.744881,2.998612,0
A1,C1,618,3,6.73959,0.01123265,UW,1.992385,4.606202,4.826569,1.391073,1.457624,294.637248,147.881697,2.996283,0
A1,C1,619,3,6.71681,0.01119468,UW,1.986794,4.595298,4.815143,1.38778,1.454173,294.637248,148.297854,2.989222,0
A1,C1,600,3,6.76177,0.01126962,DW,1.997826,4.885783,5.119525,1.475507,1.546097,294.637248,147.478966,7.460841,0
A1,C1,601,3,6.72423,0.01120705,DW,1.988615,4.86678,5.099613,1.469768,1.540083,294.637248,148.162018,7.422377,0
A1,C1,602,3,6.68338,0.01113897,DW,1.978583,4.846065,5.077906,1.463512,1.533528,294.637248,148.91327,7.380512,0
A1,C1,603,3,6.66714,0.0111119,DW,1.974592,4.837819,5.069266,1.461021,1.530918,294.637248,149.214272,7.363867,0
A1,C1,604,3,6.68392,0.01113987,DW,1.978716,4.846339,5.078194,1.463594,1.533614,294.637248,148.903285,7.381066,0
A1,C1,605,3,6.7122,0.011187,DW,1.985662,4.860683,5.093224,1.467926,1.538154,294.637248,148.382387,7.410049,0
A1,C1,606,3,6.72785,0.01121308,DW,1.989504,4.868614,5.101534,1.470321,1.540663,294.637248,148.095847,7.426086,0
A1,C1,607,3,6.71923,0.01119872,DW,1.987388,4.864246,5.096958,1.469002,1.539281,294.637248,148.253522,7.417253,0
A1,C1,608,3,6.71308,0.01118847,DW,1.985878,4.86113,5.093692,1.468061,1.538295,294.637248,148.366242,7.410951,0
A1,C1,609,3,6.72691,0.01121152,DW,1.989273,4.868138,5.101035,1.470178,1.540513,294.637248,148.113024,7.425123,0
A1,C1,610,3,6.7465,0.01124417,DW,1.99408,4.878057,5.111429,1.473173,1.543652,294.637248,147.755969,7.445196,0
A1,C1,611,3,6.75494,0.01125823,DW,1.99615,4.882328,5.115905,1.474463,1.545003,294.637248,147.602723,7.453843,0
A1,C1,612,3,6.74509,0.01124182,DW,1.993734,4.877343,5.110681,1.472958,1.543426,294.637248,147.781605,7.443751,0
A1,C1,613,3,6.72238,0.01120397,DW,1.988161,4.865843,5.09863,1.469484,1.539786,294.637248,148.19586,7.420481,0
A1,C1,614,3,6.71681,0.01119468,DW,1.986794,4.86302,5.095673,1.468632,1.538893,294.637248,148.297854,7.414773,0
A1,C1,615,3,6.72944,0.01121573,DW,1.989894,4.869419,5.102378,1.470565,1.540918,294.637248,148.066804,7.427715,0
A1,C1,616,3,6.73563,0.01122605,DW,1.991413,4.872554,5.105663,1.471511,1.54191,294.637248,147.953855,7.434058,0
A1,C1,617,3,6.74711,0.01124518,DW,1.99423,4.878366,5.111753,1.473266,1.543749,294.637248,147.744881,7.445821,0
A1,C1,618,3,6.73959,0.01123265,DW,1.992385,4.874559,5.107764,1.472117,1.542545,294.637248,147.881697,7.438116,0
A1,C1,619,3,6.71681,0.01119468,DW,1.986794,4.86302,5.095673,1.468632,1.538893,294.637248,148.297854,7.414773,0
A1,C1,620,3,6.71503,0.01119172,UW,1.986357,4.594446,4.81425,1.387523,1.453903,294.637248,148.330481,2.98867,0
A1,C1,621,3,6.72014,0.01120023,UW,1.987611,4.596893,4.816814,1.388262,1.454678,294.637248,148.236859,2.990254,0
A1,C1,622,3,6.72295,0.01120492,UW,1.988301,4.598238,4.818224,1.388668,1.455104,294.637248,148.185431,2.991126,0
A1,C1,623,3,6.73401,0.01122335,UW,1.991016,4.603532,4.823771,1.390267,1.456779,294.637248,147.983397,2.994554,0
A1,C1,624,3,6.72976,0.01121627,UW,1.989973,4.601498,4.82164,1.389652,1.456135,294.637248,148.06096,2.993237,0
A1,C1,625,3,6.73763,0.01122938,UW,1.991904,4.605264,4.825586,1.39079,1.457327,294.637248,147.917402,2.995676,0
A1,C1,626,3,6.77094,0.0112849,UW,2.000074,4.62119,4.842274,1.395599,1.462367,294.637248,147.313168,3.005989,0
A1,C1,627,3,6.78174,0.0113029,UW,2.002722,4.626349,4.847679,1.397157,1.463999,294.637248,147.118425,3.00933,0
A1,C1,628,3,6.77976,0.0112996,UW,2.002236,4.625403,4.846688,1.396872,1.4637,294.637248,147.154086,3.008718,0
A1,C1,629,3,6.76473,0.01127455,UW,1.998551,4.618223,4.839164,1.394703,1.461428,294.637248,147.425403,3.004068,0
A1,C1,630,3,6.73179,0.01121965,UW,1.990471,4.60247,4.822658,1.389946,1.456443,294.637248,148.023901,2.993866,0
A1,C1,631,3,6.72945,0.01121575,UW,1.989896,4.60135,4.821484,1.389608,1.456088,294.637248,148.066621,2.993141,0
A1,C1,632,3,6.74788,0.01124647,UW,1.994419,4.610168,4.830724,1.392271,1.458879,294.637248,147.730888,2.998851,0
A1,C1,633,3,6.75038,0.01125063,UW,1.995032,4.611363,4.831976,1.392632,1.459257,294.637248,147.685476,2.999625,0
A1,C1,634,3,6.74259,0.01123765,UW,1.993121,4.607637,4.828072,1.391506,1.458078,294.637248,147.827083,2.997212,0
A1,C1,635,3,6.72822,0.0112137,UW,1.989595,4.600761,4.820867,1.38943,1.455902,294.637248,148.089088,2.992759,0
A1,C1,636,3,6.71074,0.01118457,UW,1.985303,4.592391,4.812097,1.386902,1.453253,294.637248,148.409181,2.987339,0
A1,C1,637,3,6.72853,0.01121422,UW,1.989671,4.60091,4.821023,1.389475,1.455949,294.637248,148.083425,2.992856,0
A1,C1,638,3,6.76093,0.01126822,UW,1.99762,4.616407,4.837261,1.394155,1.460853,294.637248,147.494174,3.002892,0
A1,C1,639,3,6.77467,0.01129112,UW,2.000989,4.622972,4.844141,1.396138,1.46293,294.637248,147.245845,3.007143,0
A1,C1,620,3,6.71503,0.01119172,DW,1.986357,4.862118,5.094728,1.46836,1.538608,294.637248,148.330481,7.412949,0
A1,C1,621,3,6.72014,0.01120023,DW,1.987611,4.864708,5.097441,1.469142,1.539427,294.637248,148.236859,7.418185,0
A1,C1,622,3,6.72295,0.01120492,DW,1.988301,4.866131,5.098933,1.469572,1.539878,294.637248,148.185431,7.421065,0
A1,C1,623,3,6.73401,0.01122335,DW,1.991016,4.871734,5.104803,1.471264,1.541651,294.637248,147.983397,7.432398,0
A1,C1,624,3,6.72976,0.01121627,DW,1.989973,4.869581,5.102548,1.470614,1.540969,294.637248,148.06096,7.428043,0
A1,C1,625,3,6.73763,0.01122938,DW,1.991904,4.873567,5.106724,1.471817,1.542231,294.637248,147.917402,7.436107,0
A1,C1,626,3,6.77094,0.0112849,DW,2.000074,4.89042,5.124384,1.476907,1.547564,294.637248,147.313168,7.470236,0
A1,C1,627,3,6.78174,0.0113029,DW,2.002722,4.895879,5.130104,1.478556,1.549291,294.637248,147.118425,7.4813,0
A1,C1,628,3,6.77976,0.0112996,DW,2.002236,4.894879,5.129056,1.478253,1.548975,294.637248,147.154086,7.479272,0
A1,C1,629,3,6.76473,0.01127455,DW,1.998551,4.88728,5.121094,1.475959,1.54657,294.637248,147.425403,7.463874,0
A1,C1,630,3,6.73179,0.01121965,DW,1.990471,4.870609,5.103625,1.470924,1.541295,294.637248,148.023901,7.430123,0
A1,C1,631,3,6.72945,0.01121575,DW,1.989896,4.869424,5.102383,1.470566,1.54092,294.637248,148.066621,7.427726,0
A1,C1,632,3,6.74788,0.01124647,DW,1.994419,4.878756,5.112161,1.473384,1.543873,294.637248,147.730888,7.44661,0
A1,C1,633,3,6.75038,0.01125063,DW,1.995032,4.880021,5.113487,1.473766,1.544273,294.637248,147.685476,7.449171,0
A1,C1,634,3,6.74259,0.01123765,DW,1.993121,4.876078,5.109355,1.472576,1.543025,294.637248,147.827083,7.44119,0
A1,C1,635,3,6.72822,0.0112137,DW,1.989595,4.868801,5.101731,1.470378,1.540723,294.637248,148.089088,7.426465,0
A1,C1,636,3,6.71074,0.01118457,DW,1.985303,4.859943,5.092449,1.467703,1.53792,294.637248,148.409181,7.408553,0
A1,C1,637,3,6.72853,0.01121422,DW,1.989671,4.868958,5.101895,1.470425,1.540772,294.637248,148.083425,7.426783,0
A1,C1,638,3,6.76093,0.01126822,DW,1.99762,4.885358,5.11908,1.475378,1.545962,294.637248,147.494174,7.45998,0
A1,C1,639,3,6.77467,0.01129112,DW,2.000989,4.892306,5.12636,1.477476,1.548161,294.637248,147.245845,7.474057,0
A1,C1,640,3,6.77322,0.0112887,UW,2.000633,4.622279,4.843415,1.395928,1.462711,294.637248,147.272008,3.006695,0
A1,C1,641,3,6.75152,0.01125253,UW,1.995312,4.611908,4.832548,1.392796,1.459429,294.637248,147.664778,2.999978,0
A1,C1,642,3,6.72782,0.01121303,UW,1.989496,4.60057,4.820667,1.389372,1.455841,294.637248,148.096396,2.992636,0
A1,C1,643,3,6.74092,0.01123487,UW,1.992711,4.606838,4.827235,1.391265,1.457825,294.637248,147.857479,2.996695,0
A1,C1,644,3,6.75791,0.01126318,UW,1.996879,4.614963,4.835749,1.393719,1.460396,294.637248,147.548879,3.001957,0
A1,C1,645,3,6.75746,0.01126243,UW,1.996769,4.614748,4.835523,1.393654,1.460328,294.637248,147.557035,3.001817,0
A1,C1,646,3,6.74907,0.01124845,UW,1.994711,4.610737,4.83132,1.392442,1.459059,294.637248,147.709268,2.99922,0
A1,C1,647,3,6.73015,0.01121692,UW,1.990068,4.601685,4.821835,1.389709,1.456194,294.637248,148.053839,2.993358,0
A1,C1,648,3,6.73144,0.01121907,UW,1.990385,4.602302,4.822482,1.389895,1.45639,294.637248,148.030289,2.993758,0
A1,C1,649,3,6.75353,0.01125588,UW,1.995805,4.612869,4.833555,1.393087,1.459733,294.637248,147.6283,3.000601,0
A1,C1,650,3,6.76063,0.01126772,UW,1.997546,4.616263,4.837111,1.394112,1.460808,294.637248,147.499606,3.002799,0
A1,C1,651,3,6.75456,0.0112576,UW,1.996057,4.613362,4.834071,1.393235,1.459889,294.637248,147.609615,3.00092,0
A1,C1,652,3,6.73675,0.01122792,UW,1.991688,4.604843,4.825145,1.390663,1.457194,294.637248,147.933439,2.995403,0
A1,C1,653,3,6.72412,0.01120687,UW,1.988588,4.598799,4.818811,1.388837,1.455281,294.637248,148.16403,2.991489,0
A1,C1,654,3,6.74663,0.01124438,UW,1.994112,4.60957,4.830097,1.39209,1.458689,294.637248,147.753606,2.998464,0
A1,C1,655,3,6.77855,0.01129758,UW,2.00194,4.624825,4.846083,1.396697,1.463517,294.637248,147.175887,3.008344,0
A1,C1,656,3,6.78849,0.01131415,UW,2.004376,4.629571,4.851056,1.398131,1.465019,294.637248,146.996999,3.011417,0
A1,C1,657,3,6.77618,0.01129363,UW,2.001359,4.623693,4.844896,1.396355,1.463159,294.637248,147.218611,3.00761,0
A1,C1,658,3,6.75971,0.01126618,UW,1.99732,4.615824,4.83665,1.393979,1.460668,294.637248,147.516268,3.002514,0
A1,C1,659,3,6.76041,0.01126735,UW,1.997492,4.616158,4.837001,1.39408,1.460774,294.637248,147.50359,3.002731,0
A1,C1,640,3,6.77322,0.0112887,DW,2.000633,4.891573,5.125592,1.477255,1.547929,294.637248,147.272008,7.472572,0
A1,C1,641,3,6.75152,0.01125253,DW,1.995312,4.880598,5.114091,1.47394,1.544456,294.637248,147.664778,7.450339,0
A1,C1,642,3,6.72782,0.01121303,DW,1.989496,4.868599,5.101518,1.470317,1.540659,294.637248,148.096396,7.426055,0
A1,C1,643,3,6.74092,0.01123487,DW,1.992711,4.875233,5.10847,1.47232,1.542758,294.637248,147.857479,7.439479,0
A1,C1,644,3,6.75791,0.01126318,DW,1.996879,4.883831,5.117479,1.474917,1.545479,294.637248,147.548879,7.456886,0
A1,C1,645,3,6.75746,0.01126243,DW,1.996769,4.883603,5.117241,1.474848,1.545407,294.637248,147.557035,7.456425,0
A1,C1,646,3,6.74907,0.01124845,DW,1.994711,4.879358,5.112792,1.473566,1.544063,294.637248,147.709268,7.447829,0
A1,C1,647,3,6.73015,0.01121692,DW,1.990068,4.869779,5.102755,1.470673,1.541032,294.637248,148.053839,7.428443,0
A1,C1,648,3,6.73144,0.01121907,DW,1.990385,4.870432,5.10344,1.470871,1.541239,294.637248,148.030289,7.429765,0
A1,C1,649,3,6.75353,0.01125588,DW,1.995805,4.881615,5.115157,1.474248,1.544777,294.637248,147.6283,7.452399,0
A1,C1,650,3,6.76063,0.01126772,DW,1.997546,4.885207,5.118921,1.475332,1.545914,294.637248,147.499606,7.459673,0
A1,C1,651,3,6.75456,0.0112576,DW,1.996057,4.882136,5.115703,1.474405,1.544942,294.637248,147.609615,7.453454,0
A1,C1,652,3,6.73675,0.01122792,DW,1.991688,4.873121,5.106257,1.471683,1.54209,294.637248,147.933439,7.435206,0
A1,C1,653,3,6.72412,0.01120687,DW,1.988588,4.866724,5.099554,1.469751,1.540065,294.637248,148.16403,7.422264,0
A1,C1,654,3,6.74663,0.01124438,DW,1.994112,4.878123,5.111498,1.473193,1.543672,294.637248,147.753606,7.445329,0
A1,C1,655,3,6.77855,0.01129758,DW,2.00194,4.894267,5.128415,1.478069,1.548781,294.637248,147.175887,7.478032,0
A1,C1,656,3,6.78849,0.01131415,DW,2.004376,4.89929,5.133678,1.479586,1.550371,294.637248,146.996999,7.488215,0
A1,C1,657,3,6.77618,0.01129363,DW,2.001359,4.893069,5.12716,1.477707,1.548402,294.637248,147.218611,7.475604,0
A1,C1,658,3,6.75971,0.01126618,DW,1.99732,4.884741,5.118433,1.475192,1.545767,294.637248,147.516268,7.458731,0
A1,C1,659,3,6.76041,0.01126735,DW,1.997492,4.885095,5.118804,1.475299,1.545879,294.637248,147.50359,7.459448,0
A1,C1,660,3,6.78791,0.01131318,UW,2.004234,4.629295,4.850766,1.398047,1.464931,294.637248,147.007424,3.011238,0
A1,C1,661,3,6.79909,0.01133182,UW,2.006973,4.634631,4.856357,1.399658,1.46662,294.637248,146.80676,3.014694,0
A1,C1,662,3,6.77483,0.01129138,UW,2.001028,4.623048,4.844221,1.396161,1.462955,294.637248,147.242959,3.007193,0
A1,C1,663,3,6.73326,0.0112221,UW,1.990832,4.603173,4.823395,1.390158,1.456665,294.637248,147.997078,2.994322,0
A1,C1,664,3,6.70151,0.01116918,UW,1.983037,4.587969,4.807463,1.385567,1.451854,294.637248,148.578816,2.984475,0
A1,C1,665,3,6.71579,0.01119298,UW,1.986543,4.59481,4.814631,1.387633,1.454019,294.637248,148.316549,2.988906,0
A1,C1,666,3,6.75819,0.01126365,UW,1.996948,4.615097,4.835889,1.393759,1.460438,294.637248,147.543805,3.002043,0
A1,C1,667,3,6.78392,0.01130653,UW,2.003256,4.62739,4.84877,1.397472,1.464328,294.637248,147.079185,3.010004,0
A1,C1,668,3,6.77738,0.01129563,UW,2.001653,4.624266,4.845497,1.396528,1.46334,294.637248,147.196975,3.007982,0
A1,C1,669,3,6.75316,0.01125527,UW,1.995714,4.612692,4.833369,1.393033,1.459677,294.637248,147.635013,3.000486,0
A1,C1,670,3,6.75181,0.01125302,UW,1.995383,4.612047,4.832693,1.392838,1.459473,294.637248,147.659514,3.000068,0
A1,C1,671,3,6.79013,0.01131688,UW,2.004778,4.630354,4.851876,1.398367,1.465267,294.637248,146.96753,3.011924,0
A1,C1,672,3,6.8235,0.0113725,UW,2.012952,4.646272,4.868555,1.403174,1.470304,294.637248,146.37073,3.022233,0
A1,C1,673,3,6.81401,0.01135668,UW,2.010628,4.641747,4.863814,1.401808,1.468872,294.637248,146.539908,3.019303,0
A1,C1,674,3,6.77155,0.01128592,UW,2.000224,4.621482,4.842579,1.395687,1.462459,294.637248,147.302153,3.006178,0
A1,C1,675,3,6.72567,0.01120945,UW,1.988969,4.599541,4.819588,1.389061,1.455516,294.637248,148.135688,2.991969,0
A1,C1,676,3,6.7295,0.01121583,UW,1.989909,4.601374,4.821509,1.389615,1.456096,294.637248,148.065708,2.993156,0
A1,C1,677,3,6.77593,0.01129322,UW,2.001297,4.623574,4.844771,1.396319,1.463121,294.637248,147.223119,3.007533,0
