model,case,idx,bin,rpm,rev,brg,kappa,lambda_in,lambda_out,hmin_in_um,hmin_out_um,nu_mm2s,nu1_mm2s,a_iso,a_iso_capped
B1,C1,1413,7,7.27889,0.01213148,UW,2.123839,4.829318,5.052771,1.458454,1.525937,294.637248,138.728641,3.074201,0
B1,C1,1414,7,7.24119,0.01206865,UW,2.114705,4.811795,5.034438,1.453162,1.5204,294.637248,139.327857,3.063192,0
B1,C1,1415,7,7.18448,0.01197413,UW,2.100949,4.785385,5.006806,1.445186,1.512055,294.637248,140.240056,3.046599,0
B1,C1,1416,7,7.14431,0.01190718,UW,2.091195,4.76664,4.987194,1.439525,1.506133,294.637248,140.894217,3.034822,0
B1,C1,1417,7,7.14254,0.01190423,UW,2.090765,4.765813,4.986329,1.439276,1.505871,294.637248,140.923196,3.034303,0
B1,C1,1418,7,7.17307,0.01195512,UW,2.09818,4.780064,5.001239,1.443579,1.510374,294.637248,140.425184,3.043256,0
B1,C1,1419,7,7.19633,0.01199388,UW,2.103825,4.790909,5.012585,1.446854,1.513801,294.637248,140.048358,3.050069,0
B1,C1,1400,7,7.18918,0.01198197,DW,2.10209,5.129123,5.366449,1.548995,1.620668,294.637248,140.163955,8.246385,0
B1,C1,1401,7,7.22104,0.01203507,DW,2.109819,5.145024,5.383085,1.553797,1.625692,294.637248,139.650475,8.280819,0
B1,C1,1402,7,7.22856,0.0120476,DW,2.111643,5.148774,5.387009,1.55493,1.626877,294.637248,139.529881,8.288946,0
B1,C1,1403,7,7.21742,0.01202903,DW,2.108941,5.143218,5.381196,1.553252,1.625121,294.637248,139.708609,8.276907,0
B1,C1,1404,7,7.19045,0.01198408,DW,2.102398,5.129757,5.367112,1.549187,1.620868,294.637248,140.143407,8.247758,0
B1,C1,1405,7,7.17956,0.01196593,DW,2.099755,5.124318,5.361421,1.547544,1.619149,294.637248,140.319818,8.235988,0
B1,C1,1406,7,7.19093,0.01198488,DW,2.102515,5.129997,5.367363,1.549259,1.620944,294.637248,140.135643,8.248277,0
B1,C1,1407,7,7.19808,0.0119968,DW,2.10425,5.133567,5.371098,1.550337,1.622072,294.637248,140.020097,8.256005,0
B1,C1,1408,7,7.20183,0.01200305,DW,2.10516,5.135439,5.373057,1.550903,1.622663,294.637248,139.95958,8.260057,0
B1,C1,1409,7,7.20507,0.01200845,DW,2.105946,5.137056,5.374749,1.551391,1.623174,294.637248,139.90734,8.263559,0
B1,C1,1410,7,7.21482,0.0120247,DW,2.108311,5.141921,5.379839,1.55286,1.624711,294.637248,139.750395,8.274097,0
B1,C1,1411,7,7.24567,0.01207612,DW,2.11579,5.157302,5.395931,1.557505,1.629571,294.637248,139.256352,8.307437,0
B1,C1,1412,7,7.2791,0.01213183,DW,2.12389,5.173947,5.413346,1.562532,1.634831,294.637248,138.725319,8.343562,0
B1,C1,1413,7,7.27889,0.01213148,DW,2.123839,5.173842,5.413237,1.5625,1.634798,294.637248,138.728641,8.343335,0
B1,C1,1414,7,7.24119,0.01206865,DW,2.114705,5.155069,5.393596,1.556831,1.628866,294.637248,139.327857,8.302595,0
B1,C1,1415,7,7.18448,0.01197413,DW,2.100949,5.126775,5.363993,1.548286,1.619926,294.637248,140.240056,8.241305,0
B1,C1,1416,7,7.14431,0.01190718,DW,2.091195,5.106693,5.342981,1.542221,1.61358,294.637248,140.894217,8.197886,0
B1,C1,1417,7,7.14254,0.01190423,DW,2.090765,5.105807,5.342054,1.541954,1.6133,294.637248,140.923196,8.195973,0
B1,C1,1418,7,7.17307,0.01195512,DW,2.09818,5.121075,5.358028,1.546565,1.618124,294.637248,140.425184,8.228973,0
B1,C1,1419,7,7.19633,0.01199388,DW,2.103825,5.132693,5.370184,1.550073,1.621796,294.637248,140.048358,8.254113,0
B1,C1,1420,7,7.20041,0.01200068,UW,2.104815,4.79281,5.014575,1.447429,1.514402,294.637248,139.982489,3.051264,0
B1,C1,1421,7,7.19279,0.01198798,UW,2.102966,4.789259,5.010859,1.446356,1.513279,294.637248,140.105564,3.049033,0
B1,C1,1422,7,7.18593,0.01197655,UW,2.101301,4.786061,5.007513,1.445391,1.512269,294.637248,140.216569,3.047024,0
B1,C1,1423,7,7.19004,0.0119834,UW,2.102299,4.787977,5.009518,1.445969,1.512874,294.637248,140.15004,3.048227,0
B1,C1,1424,7,7.19341,0.01198902,UW,2.103117,4.789548,5.011162,1.446444,1.513371,294.637248,140.095542,3.049214,0
B1,C1,1425,7,7.17923,0.01196538,UW,2.099675,4.782937,5.004245,1.444447,1.511282,294.637248,140.325171,3.045061,0
B1,C1,1426,7,7.16679,0.01194465,UW,2.096655,4.777134,4.998173,1.442695,1.509448,294.637248,140.527308,3.041415,0
B1,C1,1427,7,7.17487,0.01195812,UW,2.098617,4.780904,5.002117,1.443833,1.510639,294.637248,140.395944,3.043783,0
B1,C1,1428,7,7.20971,0.01201618,UW,2.107071,4.797143,5.019107,1.448737,1.51577,294.637248,139.832602,3.053986,0
B1,C1,1429,7,7.25142,0.0120857,UW,2.117184,4.816553,5.039416,1.454599,1.521904,294.637248,139.164694,3.066181,0
B1,C1,1430,7,7.26455,0.01210758,UW,2.120365,4.822656,5.045801,1.456442,1.523832,294.637248,138.955895,3.070016,0
B1,C1,1431,7,7.23371,0.01205618,UW,2.112891,4.808315,5.030797,1.452111,1.519301,294.637248,139.447426,3.061005,0
B1,C1,1432,7,7.18323,0.01197205,UW,2.100646,4.784802,5.006196,1.44501,1.511871,294.637248,140.260312,3.046233,0
B1,C1,1433,7,7.15233,0.01192055,UW,2.093143,4.770385,4.991112,1.440656,1.507316,294.637248,140.763076,3.037175,0
B1,C1,1434,7,7.15259,0.01192098,UW,2.093206,4.770507,4.991239,1.440693,1.507354,294.637248,140.758829,3.037251,0
B1,C1,1435,7,7.1661,0.0119435,UW,2.096487,4.776812,4.997836,1.442597,1.509347,294.637248,140.538539,3.041213,0
B1,C1,1436,7,7.1737,0.01195617,UW,2.098332,4.780358,5.001546,1.443668,1.510467,294.637248,140.414949,3.04344,0
B1,C1,1437,7,7.17686,0.01196143,UW,2.0991,4.781832,5.003088,1.444113,1.510933,294.637248,140.363632,3.044366,0
B1,C1,1438,7,7.1877,0.0119795,UW,2.101731,4.786886,5.008377,1.44564,1.51253,294.637248,140.187909,3.047542,0
B1,C1,1439,7,7.20713,0.01201188,UW,2.106445,4.795941,5.01785,1.448374,1.515391,294.637248,139.874148,3.053231,0
B1,C1,1420,7,7.20041,0.01200068,DW,2.104815,5.13473,5.372315,1.550688,1.622439,294.637248,139.982489,8.258523,0
B1,C1,1421,7,7.19279,0.01198798,DW,2.102966,5.130926,5.368335,1.54954,1.621237,294.637248,140.105564,8.250287,0
B1,C1,1422,7,7.18593,0.01197655,DW,2.101301,5.1275,5.36475,1.548505,1.620155,294.637248,140.216569,8.242873,0
B1,C1,1423,7,7.19004,0.0119834,DW,2.102299,5.129552,5.366898,1.549125,1.620803,294.637248,140.15004,8.247315,0
B1,C1,1424,7,7.19341,0.01198902,DW,2.103117,5.131235,5.368659,1.549633,1.621335,294.637248,140.095542,8.250957,0
B1,C1,1425,7,7.17923,0.01196538,DW,2.099675,5.124153,5.361248,1.547494,1.619097,294.637248,140.325171,8.235631,0
B1,C1,1426,7,7.16679,0.01194465,DW,2.096655,5.117936,5.354744,1.545617,1.617133,294.637248,140.527308,8.222185,0
B1,C1,1427,7,7.17487,0.01195812,DW,2.098617,5.121974,5.358969,1.546836,1.618409,294.637248,140.395944,8.230918,0
B1,C1,1428,7,7.20971,0.01201618,DW,2.107071,5.139372,5.377171,1.55209,1.623906,294.637248,139.832602,8.268574,0
B1,C1,1429,7,7.25142,0.0120857,DW,2.117184,5.160166,5.398928,1.55837,1.630476,294.637248,139.164694,8.31365,0
B1,C1,1430,7,7.26455,0.01210758,DW,2.120365,5.166705,5.40577,1.560345,1.632542,294.637248,138.955895,8.327839,0
B1,C1,1431,7,7.23371,0.01205618,DW,2.112891,5.151341,5.389695,1.555705,1.627688,294.637248,139.447426,8.294512,0
B1,C1,1432,7,7.18323,0.01197205,DW,2.100646,5.126151,5.363339,1.548098,1.619728,294.637248,140.260312,8.239954,0
B1,C1,1433,7,7.15233,0.01192055,DW,2.093143,5.110705,5.347179,1.543433,1.614848,294.637248,140.763076,8.206555,0
B1,C1,1434,7,7.15259,0.01192098,DW,2.093206,5.110835,5.347315,1.543472,1.614889,294.637248,140.758829,8.206836,0
B1,C1,1435,7,7.1661,0.0119435,DW,2.096487,5.117591,5.354383,1.545512,1.617024,294.637248,140.538539,8.221439,0
B1,C1,1436,7,7.1737,0.01195617,DW,2.098332,5.12139,5.358357,1.54666,1.618224,294.637248,140.414949,8.229654,0
B1,C1,1437,7,7.17686,0.01196143,DW,2.0991,5.122969,5.36001,1.547137,1.618723,294.637248,140.363632,8.233069,0
B1,C1,1438,7,7.1877,0.0119795,DW,2.101731,5.128384,5.365675,1.548772,1.620434,294.637248,140.187909,8.244786,0
B1,C1,1439,7,7.20713,0.01201188,DW,2.106445,5.138084,5.375824,1.551701,1.623499,294.637248,139.874148,8.265786,0
B1,C1,1440,7,7.23455,0.01205758,UW,2.113095,4.808706,5.031206,1.452229,1.519424,294.637248,139.433987,3.061251,0
B1,C1,1441,7,7.24704,0.0120784,UW,2.116122,4.814516,5.037285,1.453984,1.52126,294.637248,139.234501,3.064901,0
B1,C1,1442,7,7.22648,0.01204413,UW,2.111138,4.804951,5.027277,1.451095,1.518238,294.637248,139.563214,3.058891,0
B1,C1,1443,7,7.19228,0.01198713,UW,2.102842,4.789021,5.010611,1.446284,1.513204,294.637248,140.11381,3.048883,0
B1,C1,1444,7,7.16574,0.0119429,UW,2.0964,4.776644,4.997661,1.442547,1.509294,294.637248,140.544399,3.041107,0
B1,C1,1445,7,7.16596,0.01194327,UW,2.096453,4.776747,4.997768,1.442578,1.509326,294.637248,140.540817,3.041172,0
B1,C1,1446,7,7.1895,0.0119825,UW,2.102168,4.787726,5.009255,1.445893,1.512795,294.637248,140.158777,3.048069,0
B1,C1,1447,7,7.21034,0.01201723,UW,2.107224,4.797436,5.019414,1.448826,1.515863,294.637248,139.822461,3.05417,0
B1,C1,1448,7,7.22022,0.0120337,UW,2.10962,4.802037,5.024228,1.450215,1.517317,294.637248,139.663639,3.057061,0
B1,C1,1449,7,7.21628,0.01202713,UW,2.108665,4.800202,5.022309,1.449661,1.516737,294.637248,139.726927,3.055908,0
B1,C1,1450,7,7.20485,0.01200808,UW,2.105892,4.794879,5.016739,1.448053,1.515055,294.637248,139.910886,3.052563,0
B1,C1,1451,7,7.1947,0.01199117,UW,2.10343,4.790149,5.011791,1.446625,1.513561,294.637248,140.074693,3.049592,0
B1,C1,1452,7,7.19047,0.01198412,UW,2.102403,4.788178,5.009728,1.44603,1.512938,294.637248,140.143084,3.048353,0
B1,C1,1453,7,7.17383,0.01195638,UW,2.098364,4.780419,5.00161,1.443686,1.510486,294.637248,140.412837,3.043479,0
B1,C1,1454,7,7.15654,0.01192757,UW,2.094166,4.772351,4.993168,1.44125,1.507937,294.637248,140.694343,3.03841,0
B1,C1,1455,7,7.15954,0.01193257,UW,2.094894,4.773751,4.994633,1.441673,1.508379,294.637248,140.645409,3.039289,0
B1,C1,1456,7,7.18611,0.01197685,UW,2.101345,4.786145,5.007601,1.445416,1.512296,294.637248,140.213654,3.047076,0
B1,C1,1457,7,7.22388,0.0120398,UW,2.110508,4.80374,5.026011,1.45073,1.517855,294.637248,139.604905,3.058131,0
B1,C1,1458,7,7.25281,0.01208802,UW,2.117521,4.817199,5.040092,1.454794,1.522108,294.637248,139.142557,3.066587,0
B1,C1,1459,7,7.25294,0.01208823,UW,2.117552,4.817259,5.040155,1.454812,1.522127,294.637248,139.140487,3.066625,0
B1,C1,1440,7,7.23455,0.01205758,DW,2.113095,5.15176,5.390133,1.555832,1.62782,294.637248,139.433987,8.295419,0
B1,C1,1441,7,7.24704,0.0120784,DW,2.116122,5.157984,5.396646,1.557711,1.629787,294.637248,139.234501,8.308917,0
B1,C1,1442,7,7.22648,0.01204413,DW,2.111138,5.147737,5.385924,1.554616,1.626549,294.637248,139.563214,8.286698,0
B1,C1,1443,7,7.19228,0.01198713,DW,2.102842,5.130671,5.368068,1.549463,1.621157,294.637248,140.11381,8.249736,0
B1,C1,1444,7,7.16574,0.0119429,DW,2.0964,5.117411,5.354195,1.545458,1.616967,294.637248,140.544399,8.22105,0
B1,C1,1445,7,7.16596,0.01194327,DW,2.096453,5.117521,5.35431,1.545491,1.617002,294.637248,140.540817,8.221288,0
B1,C1,1446,7,7.1895,0.0119825,DW,2.102168,5.129283,5.366616,1.549043,1.620718,294.637248,140.158777,8.246731,0
B1,C1,1447,7,7.21034,0.01201723,DW,2.107224,5.139686,5.3775,1.552185,1.624005,294.637248,139.822461,8.269255,0
B1,C1,1448,7,7.22022,0.0120337,DW,2.10962,5.144615,5.382657,1.553674,1.625563,294.637248,139.663639,8.279933,0
B1,C1,1449,7,7.21628,0.01202713,DW,2.108665,5.142649,5.380601,1.55308,1.624942,294.637248,139.726927,8.275675,0
B1,C1,1450,7,7.20485,0.01200808,DW,2.105892,5.136946,5.374634,1.551358,1.623139,294.637248,139.910886,8.263321,0
B1,C1,1451,7,7.1947,0.01199117,DW,2.10343,5.131879,5.369333,1.549828,1.621538,294.637248,140.074693,8.252351,0
B1,C1,1452,7,7.19047,0.01198412,DW,2.102403,5.129767,5.367123,1.54919,1.620871,294.637248,140.143084,8.24778,0
B1,C1,1453,7,7.17383,0.01195638,DW,2.098364,5.121454,5.358425,1.546679,1.618244,294.637248,140.412837,8.229794,0
B1,C1,1454,7,7.15654,0.01192757,DW,2.094166,5.112811,5.349382,1.544069,1.615513,294.637248,140.694343,8.211106,0
B1,C1,1455,7,7.15954,0.01193257,DW,2.094894,5.114311,5.350951,1.544522,1.615987,294.637248,140.645409,8.214348,0
B1,C1,1456,7,7.18611,0.01197685,DW,2.101345,5.12759,5.364844,1.548532,1.620183,294.637248,140.213654,8.243067,0
B1,C1,1457,7,7.22388,0.0120398,DW,2.110508,5.14644,5.384567,1.554225,1.626139,294.637248,139.604905,8.283888,0
B1,C1,1458,7,7.25281,0.01208802,DW,2.117521,5.160859,5.399653,1.558579,1.630695,294.637248,139.142557,8.315153,0
B1,C1,1459,7,7.25294,0.01208823,DW,2.117552,5.160923,5.399721,1.558599,1.630716,294.637248,139.140487,8.315293,0
B1,C1,1460,7,7.23742,0.01206237,UW,2.113791,4.810041,5.032603,1.452632,1.519846,294.637248,139.388093,3.06209,0
B1,C1,1461,7,7.22172,0.0120362,UW,2.109984,4.802735,5.024959,1.450426,1.517538,294.637248,139.639561,3.057499,0
B1,C1,1462,7,7.20411,0.01200685,UW,2.105713,4.794534,5.016378,1.447949,1.514946,294.637248,139.922814,3.052347,0
B1,C1,1463,7,7.1965,0.01199417,UW,2.103866,4.790988,5.012668,1.446878,1.513826,294.637248,140.045612,3.050119,0
B1,C1,1464,7,7.19268,0.0119878,UW,2.102939,4.789208,5.010806,1.446341,1.513263,294.637248,140.107343,3.049001,0
B1,C1,1465,7,7.18631,0.01197718,UW,2.101393,4.786238,5.007699,1.445444,1.512325,294.637248,140.210415,3.047135,0
B1,C1,1466,7,7.18815,0.01198025,UW,2.10184,4.787096,5.008596,1.445703,1.512596,294.637248,140.180625,3.047674,0
B1,C1,1467,7,7.19979,0.01199965,UW,2.104665,4.792521,5.014272,1.447341,1.51431,294.637248,139.992494,3.051082,0
B1,C1,1468,7,7.21631,0.01202718,UW,2.108672,4.800216,5.022323,1.449665,1.516742,294.637248,139.726445,3.055917,0
B1,C1,1469,7,7.22115,0.01203525,UW,2.109846,4.80247,5.024681,1.450346,1.517454,294.637248,139.648709,3.057333,0
B1,C1,1470,7,7.21069,0.01201782,UW,2.107309,4.797599,5.019585,1.448875,1.515915,294.637248,139.816828,3.054273,0
B1,C1,1471,7,7.18826,0.01198043,UW,2.101867,4.787148,5.00865,1.445719,1.512612,294.637248,140.178844,3.047706,0
B1,C1,1472,7,7.17252,0.0119542,UW,2.098046,4.779807,5.00097,1.443502,1.510293,294.637248,140.434122,3.043095,0
B1,C1,1473,7,7.18083,0.01196805,UW,2.100063,4.783683,5.005025,1.444672,1.511518,294.637248,140.299219,3.04553,0
B1,C1,1474,7,7.20718,0.01201197,UW,2.106457,4.795964,5.017874,1.448381,1.515398,294.637248,139.873343,3.053245,0
B1,C1,1475,7,7.23575,0.01205958,UW,2.113386,4.809264,5.03179,1.452398,1.519601,294.637248,139.414794,3.061602,0
B1,C1,1476,7,7.24609,0.01207682,UW,2.115892,4.814074,5.036822,1.45385,1.52112,294.637248,139.249652,3.064624,0
B1,C1,1477,7,7.23674,0.01206123,UW,2.113626,4.809725,5.032272,1.452537,1.519746,294.637248,139.398964,3.061891,0
B1,C1,1478,7,7.22243,0.01203738,UW,2.110156,4.803065,5.025304,1.450526,1.517642,294.637248,139.628167,3.057707,0
B1,C1,1479,7,7.21913,0.01203188,UW,2.109356,4.801529,5.023697,1.450062,1.517157,294.637248,139.681141,3.056742,0
B1,C1,1460,7,7.23742,0.01206237,DW,2.113791,5.153191,5.39163,1.556264,1.628272,294.637248,139.388093,8.298521,0
B1,C1,1461,7,7.22172,0.0120362,DW,2.109984,5.145363,5.38344,1.5539,1.625799,294.637248,139.639561,8.281554,0
B1,C1,1462,7,7.20411,0.01200685,DW,2.105713,5.136577,5.374248,1.551246,1.623023,294.637248,139.922814,8.262522,0
B1,C1,1463,7,7.1965,0.01199417,DW,2.103866,5.132778,5.370273,1.550099,1.621822,294.637248,140.045612,8.254297,0
B1,C1,1464,7,7.19268,0.0119878,DW,2.102939,5.130871,5.368277,1.549523,1.62122,294.637248,140.107343,8.250168,0
B1,C1,1465,7,7.18631,0.01197718,DW,2.101393,5.12769,5.364949,1.548562,1.620215,294.637248,140.210415,8.243283,0
B1,C1,1466,7,7.18815,0.01198025,DW,2.10184,5.128609,5.36591,1.54884,1.620505,294.637248,140.180625,8.245272,0
B1,C1,1467,7,7.19979,0.01199965,DW,2.104665,5.134421,5.371991,1.550595,1.622341,294.637248,139.992494,8.257853,0
B1,C1,1468,7,7.21631,0.01202718,DW,2.108672,5.142664,5.380617,1.553085,1.624946,294.637248,139.726445,8.275707,0
B1,C1,1469,7,7.22115,0.01203525,DW,2.109846,5.145079,5.383143,1.553814,1.625709,294.637248,139.648709,8.280938,0
B1,C1,1470,7,7.21069,0.01201782,DW,2.107309,5.139861,5.377683,1.552238,1.62406,294.637248,139.816828,8.269633,0
B1,C1,1471,7,7.18826,0.01198043,DW,2.101867,5.128663,5.365968,1.548856,1.620522,294.637248,140.178844,8.245391,0
B1,C1,1472,7,7.17252,0.0119542,DW,2.098046,5.1208,5.35774,1.546482,1.618038,294.637248,140.434122,8.228378,0
B1,C1,1473,7,7.18083,0.01196805,DW,2.100063,5.124952,5.362085,1.547736,1.61935,294.637248,140.299219,8.23736,0
B1,C1,1474,7,7.20718,0.01201197,DW,2.106457,5.138109,5.375851,1.551709,1.623507,294.637248,139.873343,8.26584,0
B1,C1,1475,7,7.23575,0.01205958,DW,2.113386,5.152358,5.390759,1.556012,1.628009,294.637248,139.414794,8.296716,0
B1,C1,1476,7,7.24609,0.01207682,DW,2.115892,5.157511,5.39615,1.557568,1.629637,294.637248,139.249652,8.307891,0
B1,C1,1477,7,7.23674,0.01206123,DW,2.113626,5.152852,5.391275,1.556161,1.628165,294.637248,139.398964,8.297786,0
B1,C1,1478,7,7.22243,0.01203738,DW,2.110156,5.145717,5.383811,1.554007,1.625911,294.637248,139.628167,8.282321,0
