design,DLC,k,eps_UW,eps_DW,eps_Sys
9,DLC1.2-f-s6,2.3,548.1508,1586.0641,583.2911
9,DLC1.2-f-s6,2.31,553.458,1608.1439,589.1796
9,DLC1.2-f-s6,2.32,558.7996,1630.4529,595.1095
9,DLC1.2-f-s6,2.33,564.1759,1652.9928,601.0811
9,DLC1.2-f-s6,2.34,569.587,1675.7652,607.0946
9,DLC1.2-f-s6,2.35,575.033,1698.7719,613.1502
9,DLC1.2-f-s6,2.36,580.5142,1722.0146,619.2482
9,DLC1.2-f-s6,2.37,586.0307,1745.4951,625.3887
9,DLC1.2-f-s6,2.38,591.5826,1769.2151,631.572
9,DLC1.2-f-s6,2.39,597.1701,1793.1764,637.7983
9,DLC1.2-f-s6,2.4,602.7934,1817.3806,644.0678
9,DLC1.2-f-s6,2.41,608.4526,1841.8297,650.3808
9,DLC1.2-f-s6,2.42,614.148,1866.5253,656.7374
9,DLC1.2-f-s6,2.43,619.8795,1891.4692,663.1379
9,DLC1.2-f-s6,2.44,625.6475,1916.6632,669.5825
9,DLC1.2-f-s6,2.45,631.4521,1942.1091,676.0715
9,DLC1.2-f-s6,2.46,637.2934,1967.8087,682.605
9,DLC1.2-f-s6,2.47,643.1716,1993.7639,689.1833
9,DLC1.2-f-s6,2.48,649.0868,2019.9763,695.8066
9,DLC1.2-f-s6,2.49,655.0394,2046.4479,702.4751
9,DLC1.2-f-s6,2.5,661.0293,2073.1805,709.1892
9,DLC1.2-f-s6,2.51,667.0568,2100.1758,715.9489
9,DLC1.2-f-s6,2.52,673.122,2127.4358,722.7545
9,DLC1.2-f-s6,2.53,679.2251,2154.9624,729.6063
9,DLC1.2-f-s6,2.54,685.3662,2182.7572,736.5044
9,DLC1.2-f-s6,2.55,691.5456,2210.8223,743.4492
9,DLC1.2-f-s6,2.56,697.7634,2239.1595,750.4408
9,DLC1.2-f-s6,2.57,704.0198,2267.7707,757.4795
9,DLC1.2-f-s6,2.58,710.3149,2296.6577,764.5655
9,DLC1.2-f-s6,2.59,716.6489,2325.8225,771.6991
9,DLC1.2-f-s6,2.6,723.022,2355.2669,778.8804
9,DLC1.2-f-s6,2.61,729.4343,2384.9929,786.1098
9,DLC1.2-f-s6,2.62,735.886,2415.0024,793.3873
9,DLC1.2-f-s6,2.63,742.3773,2445.2973,800.7134
9,DLC1.2-f-s6,2.64,748.9084,2475.8795,808.0882
9,DLC1.2-f-s6,2.65,755.4793,2506.751,815.512
9,DLC1.2-f-s6,2.66,762.0904,2537.9136,822.9849
9,DLC1.2-f-s6,2.67,768.7417,2569.3695,830.5073
9,DLC1.2-f-s6,2.68,775.4335,2601.1205,838.0793
9,DLC1.2-f-s6,2.69,782.1659,2633.1685,845.7013
9,DLC1.2-f-s6,2.7,788.939,2665.5156,853.3734
9,DLC1.2-f-s6,2.71,795.7531,2698.1638,861.0959
9,DLC1.2-f-s6,2.72,802.6084,2731.1149,868.8691
9,DLC1.2-f-s6,2.73,809.5049,2764.3711,876.6931
9,DLC1.2-f-s6,2.74,816.4429,2797.9344,884.5682
9,DLC1.2-f-s6,2.75,823.4226,2831.8066,892.4948
9,DLC1.2-f-s6,2.76,830.444,2865.9899,900.4729
9,DLC1.2-f-s6,2.77,837.5075,2900.4863,908.5029
9,DLC1.2-f-s6,2.78,844.6132,2935.2978,916.585
9,DLC1.2-f-s6,2.79,851.7612,2970.4264,924.7194
9,DLC1.2-f-s6,2.8,858.9517,3005.8742,932.9065
9,DLC1.2-f-s6,2.81,866.185,3041.6433,941.1463
9,DLC1.2-f-s6,2.82,873.4611,3077.7356,949.4393
9,DLC1.2-f-s6,2.83,880.7803,3114.1534,957.7856
9,DLC1.2-f-s6,2.84,888.1427,3150.8986,966.1856
9,DLC1.2-f-s6,2.85,895.5486,3187.9733,974.6393
9,DLC1.2-f-s6,2.86,902.998,3225.3796,983.1472
9,DLC1.2-f-s6,2.87,910.4912,3263.1196,991.7094
9,DLC1.2-f-s6,2.88,918.0284,3301.1954,1000.3262
9,DLC1.2-f-s6,2.89,925.6097,3339.6092,1008.9978
9,DLC1.2-f-s6,2.9,933.2353,3378.363,1017.7246
9,DLC1.2-f-s6,2.91,940.9054,3417.459,1026.5067
9,DLC1.2-f-s6,2.92,948.6202,3456.8993,1035.3444
9,DLC1.2-f-s6,2.93,956.3798,3496.686,1044.238
9,DLC1.2-f-s6,2.94,964.1845,3536.8213,1053.1877
9,DLC1.2-f-s6,2.95,972.0344,3577.3074,1062.1939
9,DLC1.2-f-s6,2.96,979.9298,3618.1463,1071.2566
9,DLC1.2-f-s6,2.97,987.8707,3659.3404,1080.3763
9,DLC1.2-f-s6,2.98,995.8573,3700.8916,1089.5531
9,DLC1.2-f-s6,2.99,1003.89,3742.8024,1098.7873
9,DLC1.2-f-s6,3.0,1011.9687,3785.0747,1108.0793
9,DLC1.2-g-s1,0.0,-37.2504,-70.4132,-38.317
9,DLC1.2-g-s1,0.01,-36.4452,-69.8124,-37.5187
9,DLC1.2-g-s1,0.02,-35.6306,-69.2006,-36.711
9,DLC1.2-g-s1,0.03,-34.8065,-68.5778,-35.8937
9,DLC1.2-g-s1,0.04,-33.9728,-67.9436,-35.0668
9,DLC1.2-g-s1,0.05,-33.1294,-67.298,-34.2302
9,DLC1.2-g-s1,0.06,-32.2762,-66.6409,-33.3837
9,DLC1.2-g-s1,0.07,-31.4131,-65.9719,-32.5272
9,DLC1.2-g-s1,0.08,-30.5401,-65.291,-31.6608
9,DLC1.2-g-s1,0.09,-29.657,-64.5971,-30.7841
9,DLC1.2-g-s1,0.1,-28.7638,-63.8676,-29.8966
9,DLC1.2-g-s1,0.11,-27.8603,-63.1247,-28.9987
9,DLC1.2-g-s1,0.12,-26.9464,-62.3683,-28.0903
9,DLC1.2-g-s1,0.13,-26.0221,-61.5981,-27.1714
9,DLC1.2-g-s1,0.14,-25.0873,-60.8141,-26.2419
9,DLC1.2-g-s1,0.15,-24.1418,-60.0159,-25.3016
9,DLC1.2-g-s1,0.16,-23.1856,-59.2034,-24.3504
9,DLC1.2-g-s1,0.17,-22.2185,-58.3548,-23.3877
9,DLC1.2-g-s1,0.18,-21.2406,-57.4627,-22.4129
9,DLC1.2-g-s1,0.19,-20.2515,-56.5538,-21.427
9,DLC1.2-g-s1,0.2,-19.2514,-55.628,-20.4298
9,DLC1.2-g-s1,0.21,-18.24,-54.685,-19.4211
9,DLC1.2-g-s1,0.22,-17.2173,-53.7245,-18.4009
9,DLC1.2-g-s1,0.23,-16.1831,-52.7464,-17.369
9,DLC1.2-g-s1,0.24,-15.1374,-51.7503,-16.3254
9,DLC1.2-g-s1,0.25,-14.0801,-50.736,-15.2699
9,DLC1.2-g-s1,0.26,-13.011,-49.7033,-14.2025
9,DLC1.2-g-s1,0.27,-11.93,-48.6519,-13.123
9,DLC1.2-g-s1,0.28,-10.8371,-47.5815,-12.0313
9,DLC1.2-g-s1,0.29,-9.7321,-46.4918,-10.9273
9,DLC1.2-g-s1,0.3,-8.6149,-45.3827,-9.8109
9,DLC1.2-g-s1,0.31,-7.4855,-44.2539,-8.682
9,DLC1.2-g-s1,0.32,-6.3436,-43.105,-7.5404
9,DLC1.2-g-s1,0.33,-5.1893,-41.9307,-6.3859
9,DLC1.2-g-s1,0.34,-4.0224,-40.7239,-5.2181
9,DLC1.2-g-s1,0.35,-2.8427,-39.4959,-4.0374
9,DLC1.2-g-s1,0.36,-1.6502,-38.2463,-2.8436
9,DLC1.2-g-s1,0.37,-0.4448,-36.9749,-1.6365
9,DLC1.2-g-s1,0.38,0.7737,-35.6814,-0.416
9,DLC1.2-g-s1,0.39,2.0054,-34.3655,0.8179
9,DLC1.2-g-s1,0.4,3.2503,-33.0269,2.0654
9,DLC1.2-g-s1,0.41,4.5087,-31.6653,3.3266
9,DLC1.2-g-s1,0.42,5.7805,-30.2516,4.6026
9,DLC1.2-g-s1,0.43,7.066,-28.8121,5.8926
9,DLC1.2-g-s1,0.44,8.3652,-27.3473,7.1967
9,DLC1.2-g-s1,0.45,9.6782,-25.857,8.515
9,DLC1.2-g-s1,0.46,11.0053,-24.3408,9.8478
9,DLC1.2-g-s1,0.47,12.3464,-22.7983,11.195
9,DLC1.2-g-s1,0.48,13.7017,-21.2292,12.5568
9,DLC1.2-g-s1,0.49,15.0714,-19.6331,13.9334
9,DLC1.2-g-s1,0.5,16.4555,-18.0098,15.3249
9,DLC1.2-g-s1,0.51,17.8542,-16.3583,16.7314
9,DLC1.2-g-s1,0.52,19.2676,-14.6513,18.1539
9,DLC1.2-g-s1,0.53,20.6958,-12.9148,19.5918
9,DLC1.2-g-s1,0.54,22.1389,-11.1486,21.045
9,DLC1.2-g-s1,0.55,23.5971,-9.3522,22.5138
9,DLC1.2-g-s1,0.56,25.0705,-7.5252,23.9984
9,DLC1.2-g-s1,0.57,26.5592,-5.6672,25.4987
9,DLC1.2-g-s1,0.58,28.0633,-3.7779,27.0151
9,DLC1.2-g-s1,0.59,29.583,-1.8568,28.5475
9,DLC1.2-g-s1,0.6,31.1183,0.0964,30.0962
9,DLC1.2-g-s1,0.61,32.6695,2.0822,31.6613
9,DLC1.2-g-s1,0.62,34.2366,4.101,33.2428
9,DLC1.2-g-s1,0.63,35.8198,6.1532,34.8411
9,DLC1.2-g-s1,0.64,37.4192,8.2391,36.4561
9,DLC1.2-g-s1,0.65,39.0349,10.3593,38.0881
9,DLC1.2-g-s1,0.66,40.6671,12.5141,39.7371
9,DLC1.2-g-s1,0.67,42.3159,14.7378,41.4045
9,DLC1.2-g-s1,0.68,43.9814,17.0243,43.0901
9,DLC1.2-g-s1,0.69,45.6637,19.377,44.7942
9,DLC1.2-g-s1,0.7,47.3631,21.7699,46.5161
9,DLC1.2-g-s1,0.71,49.0796,24.2036,48.2559
9,DLC1.2-g-s1,0.72,50.8133,26.6785,50.0138
9,DLC1.2-g-s1,0.73,52.5644,29.1953,51.79
9,DLC1.2-g-s1,0.74,54.3331,31.7545,53.5845
9,DLC1.2-g-s1,0.75,56.1194,34.3566,55.3975
9,DLC1.2-g-s1,0.76,57.9236,37.0022,57.2293
9,DLC1.2-g-s1,0.77,59.7456,39.6919,59.0798
9,DLC1.2-g-s1,0.78,61.5858,42.4458,60.95
9,DLC1.2-g-s1,0.79,63.4442,45.2535,62.8397
9,DLC1.2-g-s1,0.8,65.3209,48.1082,64.7486
9,DLC1.2-g-s1,0.81,67.2162,51.0105,66.6771
9,DLC1.2-g-s1,0.82,69.1301,53.961,68.6253
9,DLC1.2-g-s1,0.83,71.0628,56.9677,70.5935
9,DLC1.2-g-s1,0.84,73.0144,60.0466,72.5824
9,DLC1.2-g-s1,0.85,74.9851,63.1766,74.5916
9,DLC1.2-g-s1,0.86,76.975,66.3585,76.621
9,DLC1.2-g-s1,0.87,78.9843,69.5929,78.671
9,DLC1.2-g-s1,0.88,81.0131,72.8805,80.7417
9,DLC1.2-g-s1,0.89,83.0616,76.2219,82.8332
9,DLC1.2-g-s1,0.9,85.1298,79.6179,84.9457
9,DLC1.2-g-s1,0.91,87.218,83.069,87.0794
9,DLC1.2-g-s1,0.92,89.3263,86.5992,89.2352
9,DLC1.2-g-s1,0.93,91.4549,90.1945,91.4127
9,DLC1.2-g-s1,0.94,93.6039,93.8485,93.6121
9,DLC1.2-g-s1,0.95,95.7734,97.5617,95.8333
9,DLC1.2-g-s1,0.96,97.9636,101.3402,98.0767
9,DLC1.2-g-s1,0.97,100.1747,105.2202,100.3438
9,DLC1.2-g-s1,0.98,102.4068,109.1968,102.6345
9,DLC1.2-g-s1,0.99,104.66,113.2394,104.9479
9,DLC1.2-g-s1,1.0,106.9346,117.3562,107.2844
9,DLC1.2-g-s1,1.01,109.2307,121.5587,109.6447
9,DLC1.2-g-s1,1.02,111.5483,125.8302,112.0282
9,DLC1.2-g-s1,1.03,113.8878,130.1717,114.4352
9,DLC1.2-g-s1,1.04,116.2492,134.5841,116.8658
9,DLC1.2-g-s1,1.05,118.6327,139.0682,119.3203
9,DLC1.2-g-s1,1.06,121.0384,143.625,121.7988
9,DLC1.2-g-s1,1.07,123.4666,148.2564,124.3016
9,DLC1.2-g-s1,1.08,125.9173,152.9832,126.8294
9,DLC1.2-g-s1,1.09,128.3908,157.7861,129.3819
9,DLC1.2-g-s1,1.1,130.8872,162.6661,131.9592
9,DLC1.2-g-s1,1.11,133.4067,167.624,134.5615
9,DLC1.2-g-s1,1.12,135.9493,172.6609,137.1889
9,DLC1.2-g-s1,1.13,138.5154,177.7777,139.8418
9,DLC1.2-g-s1,1.14,141.105,182.9754,142.5202
9,DLC1.2-g-s1,1.15,143.7183,188.2549,145.2244
9,DLC1.2-g-s1,1.16,146.3555,193.6172,147.9545
9,DLC1.2-g-s1,1.17,149.0168,199.0634,150.7108
9,DLC1.2-g-s1,1.18,151.7023,204.6204,153.4944
9,DLC1.2-g-s1,1.19,154.4121,210.2807,156.3051
9,DLC1.2-g-s1,1.2,157.1466,216.0294,159.1427
9,DLC1.2-g-s1,1.21,159.9057,221.8723,162.0074
9,DLC1.2-g-s1,1.22,162.6897,227.8523,164.9009
9,DLC1.2-g-s1,1.23,165.4988,233.9383,167.8224
9,DLC1.2-g-s1,1.24,168.3332,240.1423,170.7723
9,DLC1.2-g-s1,1.25,171.1929,246.451,173.7505
9,DLC1.2-g-s1,1.26,174.0782,252.8588,176.7569
9,DLC1.2-g-s1,1.27,176.9893,259.3668,179.7917
9,DLC1.2-g-s1,1.28,179.9263,265.9762,182.8551
9,DLC1.2-g-s1,1.29,182.8894,272.6883,185.9473
9,DLC1.2-g-s1,1.3,185.8787,279.5044,189.0686
9,DLC1.2-g-s1,1.31,188.8946,286.4256,192.2191
9,DLC1.2-g-s1,1.32,191.937,293.4532,195.3992
9,DLC1.2-g-s1,1.33,195.0063,300.5884,198.6089
9,DLC1.2-g-s1,1.34,198.1026,307.8327,201.8486
9,DLC1.2-g-s1,1.35,201.226,315.1871,205.1184
9,DLC1.2-g-s1,1.36,204.3768,322.6531,208.4185
9,DLC1.2-g-s1,1.37,207.5551,330.2319,211.7493
9,DLC1.2-g-s1,1.38,210.7611,337.9249,215.1108
9,DLC1.2-g-s1,1.39,213.995,345.7333,218.5034
9,DLC1.2-g-s1,1.4,217.257,353.6585,221.9273
9,DLC1.2-g-s1,1.41,220.5473,361.7019,225.3826
9,DLC1.2-g-s1,1.42,223.8659,369.8648,228.8697
9,DLC1.2-g-s1,1.43,227.2133,378.1618,232.3892
9,DLC1.2-g-s1,1.44,230.5894,386.5975,235.9414
9,DLC1.2-g-s1,1.45,233.9945,395.1579,239.5261
9,DLC1.2-g-s1,1.46,237.4289,403.8445,243.1435
9,DLC1.2-g-s1,1.47,240.8926,412.6587,246.7938
9,DLC1.2-g-s1,1.48,244.3858,421.602,250.4773
9,DLC1.2-g-s1,1.49,247.9088,430.6759,254.1941
9,DLC1.2-g-s1,1.5,251.4618,439.8817,257.9446
9,DLC1.2-g-s1,1.51,255.0449,449.2209,261.729
9,DLC1.2-g-s1,1.52,258.6583,458.6951,265.5475
9,DLC1.2-g-s1,1.53,262.3023,468.3079,269.4004
9,DLC1.2-g-s1,1.54,265.977,478.0877,273.2889
9,DLC1.2-g-s1,1.55,269.6825,488.0086,277.2124
9,DLC1.2-g-s1,1.56,273.4192,498.072,281.171
9,DLC1.2-g-s1,1.57,277.1872,508.2795,285.1649
9,DLC1.2-g-s1,1.58,280.9867,518.6327,289.1946
9,DLC1.2-g-s1,1.59,284.8178,529.1333,293.2601
9,DLC1.2-g-s1,1.6,288.6809,539.7828,297.3618
9,DLC1.2-g-s1,1.61,292.576,550.5827,301.4998
9,DLC1.2-g-s1,1.62,296.5034,561.5349,305.6745
9,DLC1.2-g-s1,1.63,300.4633,572.6409,309.8862
9,DLC1.2-g-s1,1.64,304.4559,583.9023,314.1349
9,DLC1.2-g-s1,1.65,308.4814,595.3208,318.4211
9,DLC1.2-g-s1,1.66,312.54,606.8982,322.745
9,DLC1.2-g-s1,1.67,316.6318,618.636,327.1068
9,DLC1.2-g-s1,1.68,320.7572,630.536,331.5068
9,DLC1.2-g-s1,1.69,324.9162,642.5999,335.9453
9,DLC1.2-g-s1,1.7,329.1092,654.8294,340.4225
9,DLC1.2-g-s1,1.71,333.3363,667.2262,344.9387
9,DLC1.2-g-s1,1.72,337.5976,679.7921,349.4941
9,DLC1.2-g-s1,1.73,341.8935,692.5288,354.089
9,DLC1.2-g-s1,1.74,346.2242,705.4382,358.7238
9,DLC1.2-g-s1,1.75,350.5898,718.5219,363.3986
9,DLC1.2-g-s1,1.76,354.9905,731.7818,368.1137
9,DLC1.2-g-s1,1.77,359.4266,745.2196,372.8693
9,DLC1.2-g-s1,1.78,363.8982,758.8372,377.6659
9,DLC1.2-g-s1,1.79,368.4056,772.6364,382.5036
9,DLC1.2-g-s1,1.8,372.9491,786.619,387.3827
9,DLC1.2-g-s1,1.81,377.5287,800.7869,392.3035
9,DLC1.2-g-s1,1.82,382.1448,815.142,397.2663
9,DLC1.2-g-s1,1.83,386.7974,829.686,402.2713
9,DLC1.2-g-s1,1.84,391.487,844.4209,407.3189
9,DLC1.2-g-s1,1.85,396.2136,859.3485,412.4092
9,DLC1.2-g-s1,1.86,400.9775,874.4708,417.5426
9,DLC1.2-g-s1,1.87,405.7788,889.7897,422.7194
9,DLC1.2-g-s1,1.88,410.6179,905.3071,427.9399
9,DLC1.2-g-s1,1.89,415.495,921.0249,433.2043
9,DLC1.2-g-s1,1.9,420.4101,936.9451,438.5129
9,DLC1.2-g-s1,1.91,425.3637,953.0697,443.866
9,DLC1.2-g-s1,1.92,430.3559,969.4005,449.2639
9,DLC1.2-g-s1,1.93,435.3869,985.9397,454.7069
9,DLC1.2-g-s1,1.94,440.4569,1002.6892,460.1953
9,DLC1.2-g-s1,1.95,445.5662,1019.6509,465.7294
9,DLC1.2-g-s1,1.96,450.7149,1036.8463,471.3101
9,DLC1.2-g-s1,1.97,455.9034,1054.2632,476.9373
9,DLC1.2-g-s1,1.98,461.1318,1071.8992,482.6111
9,DLC1.2-g-s1,1.99,466.4004,1089.7565,488.3318
9,DLC1.2-g-s1,2.0,471.7094,1107.8373,494.0996
9,DLC1.2-g-s1,2.01,477.059,1126.1435,499.915
9,DLC1.2-g-s1,2.02,482.4494,1144.6772,505.7781
9,DLC1.2-g-s1,2.03,487.881,1163.4407,511.6893
9,DLC1.2-g-s1,2.04,493.3538,1182.436,517.6489
9,DLC1.2-g-s1,2.05,498.8682,1201.6652,523.6572
9,DLC1.2-g-s1,2.06,504.4243,1221.1305,529.7145
9,DLC1.2-g-s1,2.07,510.0224,1240.8342,535.8211
9,DLC1.2-g-s1,2.08,515.6628,1260.7782,541.9773
9,DLC1.2-g-s1,2.09,521.3456,1280.965,548.1835
9,DLC1.2-g-s1,2.1,527.0712,1301.3965,554.4399
9,DLC1.2-g-s1,2.11,532.8396,1322.0751,560.7468
9,DLC1.2-g-s1,2.12,538.6513,1343.003,567.1046
9,DLC1.2-g-s1,2.13,544.5063,1364.1823,573.5136
9,DLC1.2-g-s1,2.14,550.405,1385.6155,579.9741
9,DLC1.2-g-s1,2.15,556.3476,1407.3046,586.4864
9,DLC1.2-g-s1,2.16,562.3343,1429.2521,593.0509
9,DLC1.2-g-s1,2.17,568.3654,1451.4601,599.6677
9,DLC1.2-g-s1,2.18,574.441,1473.9309,606.3374
9,DLC1.2-g-s1,2.19,580.5679,1496.667,613.0662
9,DLC1.2-g-s1,2.2,586.7451,1519.6705,619.8536
9,DLC1.2-g-s1,2.21,592.9679,1542.9438,626.6949
9,DLC1.2-g-s1,2.22,599.2365,1566.4894,633.5904
9,DLC1.2-g-s1,2.23,605.5511,1590.3094,640.5406
9,DLC1.2-g-s1,2.24,611.912,1614.4063,647.5456
9,DLC1.2-g-s1,2.25,618.3194,1638.7825,654.606
9,DLC1.2-g-s1,2.26,624.7736,1663.4404,661.7219
9,DLC1.2-g-s1,2.27,631.2748,1688.3823,668.8937
9,DLC1.2-g-s1,2.28,637.8232,1713.6107,676.1218
9,DLC1.2-g-s1,2.29,644.4192,1739.1281,683.4065
9,DLC1.2-g-s1,2.3,651.063,1764.9367,690.7481
9,DLC1.2-g-s1,2.31,657.7548,1791.0392,698.147
9,DLC1.2-g-s1,2.32,664.4948,1817.4379,705.6035
9,DLC1.2-g-s1,2.33,671.2834,1844.1354,713.1179
9,DLC1.2-g-s1,2.34,678.1208,1871.1341,720.6907
9,DLC1.2-g-s1,2.35,685.0072,1898.4366,728.322
9,DLC1.2-g-s1,2.36,691.9429,1926.0453,736.0123
9,DLC1.2-g-s1,2.37,698.9282,1953.9628,743.762
9,DLC1.2-g-s1,2.38,705.9632,1982.1916,751.5713
9,DLC1.2-g-s1,2.39,713.0484,2010.7342,759.4406
9,DLC1.2-g-s1,2.4,720.1838,2039.5933,767.3703
9,DLC1.2-g-s1,2.41,727.3699,2068.7713,775.3607
9,DLC1.2-g-s1,2.42,734.6068,2098.271,783.4122
9,DLC1.2-g-s1,2.43,741.8948,2128.0948,791.5251
9,DLC1.2-g-s1,2.44,749.2341,2158.2454,799.6997
9,DLC1.2-g-s1,2.45,756.6251,2188.7255,807.9365
9,DLC1.2-g-s1,2.46,764.068,2219.5376,816.2358
9,DLC1.2-g-s1,2.47,771.563,2250.6844,824.5979
9,DLC1.2-g-s1,2.48,779.1105,2282.1685,833.0232
9,DLC1.2-g-s1,2.49,786.7106,2313.9927,841.512
9,DLC1.2-g-s1,2.5,794.3637,2346.1596,850.0648
9,DLC1.2-g-s1,2.51,802.07,2378.6719,858.6819
9,DLC1.2-g-s1,2.52,809.8298,2411.5323,867.3636
9,DLC1.2-g-s1,2.53,817.6434,2444.7436,876.1104
9,DLC1.2-g-s1,2.54,825.5109,2478.3085,884.9225
9,DLC1.2-g-s1,2.55,833.4328,2512.2296,893.8003
9,DLC1.2-g-s1,2.56,841.4092,2546.5099,902.7443
9,DLC1.2-g-s1,2.57,849.4405,2581.152,911.7548
9,DLC1.2-g-s1,2.58,857.5269,2616.1587,920.8321
9,DLC1.2-g-s1,2.59,865.6686,2651.5329,929.9766
9,DLC1.2-g-s1,2.6,873.866,2687.2772,939.1888
9,DLC1.2-g-s1,2.61,882.1194,2723.3947,948.4689
9,DLC1.2-g-s1,2.62,890.4289,2759.888,957.8173
9,DLC1.2-g-s1,2.63,898.7949,2796.7601,967.2346
9,DLC1.2-g-s1,2.64,907.2177,2834.0137,976.7209
9,DLC1.2-g-s1,2.65,915.6975,2871.6518,986.2767
9,DLC1.2-g-s1,2.66,924.2346,2909.6773,995.9023
9,DLC1.2-g-s1,2.67,932.8293,2948.0929,1005.5983
9,DLC1.2-g-s1,2.68,941.4819,2986.9017,1015.3648
9,DLC1.2-g-s1,2.69,950.1926,3026.1066,1025.2024
9,DLC1.2-g-s1,2.7,958.9618,3065.7105,1035.1114
9,DLC1.2-g-s1,2.71,967.7896,3105.7162,1045.0921
9,DLC1.2-g-s1,2.72,976.6765,3146.1269,1055.1451
9,DLC1.2-g-s1,2.73,985.6226,3186.9454,1065.2706
9,DLC1.2-g-s1,2.74,994.6283,3228.1747,1075.4691
9,DLC1.2-g-s1,2.75,1003.6939,3269.8179,1085.7409
9,DLC1.2-g-s1,2.76,1012.8196,3311.8779,1096.0865
9,DLC1.2-g-s1,2.77,1022.0056,3354.3577,1106.5062
9,DLC1.2-g-s1,2.78,1031.2524,3397.2604,1117.0005
9,DLC1.2-g-s1,2.79,1040.5602,3440.5891,1127.5697
9,DLC1.2-g-s1,2.8,1049.9293,3484.3467,1138.2142
9,DLC1.2-g-s1,2.81,1059.36,3528.5363,1148.9345
9,DLC1.2-g-s1,2.82,1068.8525,3573.1611,1159.7308
9,DLC1.2-g-s1,2.83,1078.4071,3618.2241,1170.6038
9,DLC1.2-g-s1,2.84,1088.0242,3663.7283,1181.5536
9,DLC1.2-g-s1,2.85,1097.7041,3709.677,1192.5808
9,DLC1.2-g-s1,2.86,1107.4469,3756.0733,1203.6857
9,DLC1.2-g-s1,2.87,1117.2531,3802.9203,1214.8688
9,DLC1.2-g-s1,2.88,1127.1229,3850.2211,1226.1305
9,DLC1.2-g-s1,2.89,1137.0566,3897.979,1237.4711
9,DLC1.2-g-s1,2.9,1147.0545,3946.197,1248.8911
9,DLC1.2-g-s1,2.91,1157.117,3994.8784,1260.3909
9,DLC1.2-g-s1,2.92,1167.2442,4044.0265,1271.9709
9,DLC1.2-g-s1,2.93,1177.4365,4093.6443,1283.6315
9,DLC1.2-g-s1,2.94,1187.6942,4143.7352,1295.3732
9,DLC1.2-g-s1,2.95,1198.0176,4194.3023,1307.1963
9,DLC1.2-g-s1,2.96,1208.4071,4245.349,1319.1012
9,DLC1.2-g-s1,2.97,1218.8628,4296.8785,1331.0885
9,DLC1.2-g-s1,2.98,1229.3851,4348.8941,1343.1585
9,DLC1.2-g-s1,2.99,1239.9743,4401.399,1355.3116
9,DLC1.2-g-s1,3.0,1250.6307,4454.3966,1367.5482
9,DLC1.2-g-s2,0.0,-36.3547,-69.5997,-37.5718
9,DLC1.2-g-s2,0.01,-35.563,-68.8972,-36.7839
9,DLC1.2-g-s2,0.02,-34.7625,-68.1807,-35.9871
9,DLC1.2-g-s2,0.03,-33.9531,-67.4501,-35.1812
9,DLC1.2-g-s2,0.04,-33.1349,-66.7051,-34.3662
9,DLC1.2-g-s2,0.05,-32.3076,-65.9455,-33.542
9,DLC1.2-g-s2,0.06,-31.4712,-65.1702,-32.7084
9,DLC1.2-g-s2,0.07,-30.6256,-64.3797,-31.8655
9,DLC1.2-g-s2,0.08,-29.7708,-63.5738,-31.013
9,DLC1.2-g-s2,0.09,-28.9066,-62.7524,-30.151
9,DLC1.2-g-s2,0.1,-28.033,-61.9151,-29.2794
9,DLC1.2-g-s2,0.11,-27.1499,-61.0618,-28.398
9,DLC1.2-g-s2,0.12,-26.2573,-60.1922,-27.5067
9,DLC1.2-g-s2,0.13,-25.3545,-59.3061,-26.6051
9,DLC1.2-g-s2,0.14,-24.4411,-58.3854,-25.6921
9,DLC1.2-g-s2,0.15,-23.5178,-57.4434,-24.7688
9,DLC1.2-g-s2,0.16,-22.5847,-56.4833,-23.8352
9,DLC1.2-g-s2,0.17,-21.6415,-55.5047,-22.8914
9,DLC1.2-g-s2,0.18,-20.6882,-54.5076,-21.9371
9,DLC1.2-g-s2,0.19,-19.7247,-53.4914,-20.9723
9,DLC1.2-g-s2,0.2,-18.751,-52.456,-19.9969
9,DLC1.2-g-s2,0.21,-17.7669,-51.4012,-19.0108
9,DLC1.2-g-s2,0.22,-16.7723,-50.3265,-18.0138
9,DLC1.2-g-s2,0.23,-15.7672,-49.2317,-17.006
9,DLC1.2-g-s2,0.24,-14.7515,-48.1165,-15.9872
9,DLC1.2-g-s2,0.25,-13.7251,-46.9807,-14.9574
9,DLC1.2-g-s2,0.26,-12.6878,-45.8066,-13.9157
9,DLC1.2-g-s2,0.27,-11.6397,-44.6023,-12.8623
9,DLC1.2-g-s2,0.28,-10.5805,-43.3751,-11.7976
9,DLC1.2-g-s2,0.29,-9.5103,-42.1246,-10.7213
9,DLC1.2-g-s2,0.3,-8.4289,-40.8505,-9.6334
9,DLC1.2-g-s2,0.31,-7.3363,-39.5479,-8.5335
9,DLC1.2-g-s2,0.32,-6.2322,-38.2074,-7.4213
9,DLC1.2-g-s2,0.33,-5.1168,-36.8414,-6.2971
9,DLC1.2-g-s2,0.34,-3.9897,-35.4497,-5.1609
9,DLC1.2-g-s2,0.35,-2.8511,-34.0318,-4.0124
9,DLC1.2-g-s2,0.36,-1.7006,-32.5873,-2.8516
9,DLC1.2-g-s2,0.37,-0.5384,-31.1158,-1.6784
9,DLC1.2-g-s2,0.38,0.6358,-29.617,-0.4927
