design,DLC,k,ksel,nbin,ScaleFactor,eps_UW,eps_DW,eps_Sys
5,DLC4.1-c-y2,0.27,center,10,500.0,2.4159,-6.7823,0.9133
5,DLC4.1-c-y3,0.53,min_pos,10,500.0,4.1623,-11.5507,0.985
5,DLC6.4-a-s1,3.0,center,30,24340.0,0.208,0.34,0.2285
5,DLC6.4-a-s2,3.0,center,30,24340.0,0.6235,0.7264,0.6395
5,DLC6.4-a-s3,3.0,center,30,24340.0,0.5301,0.7563,0.5653
5,DLC6.4-a-s4,3.0,center,30,24340.0,0.6357,0.829,0.6658
5,DLC6.4-a-s5,3.0,center,30,24340.0,0.2782,0.3908,0.2957
5,DLC6.4-a-s6,3.0,center,30,24340.0,0.5969,0.7497,0.6206
5,DLC6.4-b-s1,0.27,center,30,292.4,2.4595,-6.8455,0.9016
5,DLC6.4-b-s2,0.28,center,30,292.4,2.6351,-7.5345,0.9118
5,DLC6.4-b-s3,0.2,center,30,292.4,2.6363,-4.8023,1.4359
5,DLC6.4-b-s4,0.41,min_pos,30,292.4,3.0159,-11.4074,0.2887
5,DLC6.4-b-s5,0.53,min_pos,30,292.4,4.7872,-14.7055,0.5158
5,DLC6.4-b-s6,0.22,center,30,292.4,2.545,-5.1877,1.3058
6,DLC1.2-a-s1,0.19,center,30,37800.0,1.673,-2.9162,1.5394
6,DLC1.2-a-s2,0.17,center,30,37800.0,1.5807,-1.7322,1.4844
6,DLC1.2-a-s3,0.17,center,30,37800.0,1.6159,-1.6063,1.5187
6,DLC1.2-a-s4,0.17,center,30,37800.0,1.5653,-1.4046,1.4761
6,DLC1.2-a-s5,0.19,center,30,37800.0,1.7221,-1.4378,1.6181
6,DLC1.2-a-s6,0.18,center,30,37800.0,1.5556,-2.182,1.4461
6,DLC1.2-b-s1,0.2,center,30,45700.0,1.4807,-9.0614,1.291
6,DLC1.2-b-s2,0.2,center,30,45700.0,1.5454,-6.952,1.4007
6,DLC1.2-b-s3,0.2,center,30,45700.0,1.5701,-10.1278,1.3691
6,DLC1.2-b-s4,0.21,center,30,45700.0,1.7547,-9.1279,1.5709
6,DLC1.2-b-s5,0.2,center,30,45700.0,1.6668,-7.9637,1.4845
6,DLC1.2-b-s6,0.2,center,30,45700.0,1.6901,-8.3573,1.5233
6,DLC1.2-c-s1,0.22,center,30,45040.0,1.8298,-20.6237,1.6124
6,DLC1.2-c-s2,0.24,center,30,45040.0,1.7827,-24.4296,1.4892
6,DLC1.2-c-s3,0.23,center,30,45040.0,1.5382,-24.3398,1.28
6,DLC1.2-c-s4,0.24,center,30,45040.0,1.619,-21.7863,1.3708
6,DLC1.2-c-s5,0.23,center,30,45040.0,1.6769,-25.3963,1.3747
6,DLC1.2-c-s6,0.24,center,30,45040.0,1.7557,-23.2195,1.4182
6,DLC1.2-d-s1,0.27,center,30,38180.0,1.7584,-22.5334,1.1055
6,DLC1.2-d-s2,0.27,center,30,38180.0,1.8544,-23.142,1.4258
6,DLC1.2-d-s3,0.26,center,30,38180.0,1.6257,-17.5718,1.2662
6,DLC1.2-d-s4,0.27,center,30,38180.0,1.6921,-20.6584,1.1727
6,DLC1.2-d-s5,0.28,center,30,38180.0,1.6593,-18.2701,1.1228
6,DLC1.2-d-s6,0.28,center,30,38180.0,2.2867,-20.7297,1.823
6,DLC1.2-e-s1,0.32,center,30,28490.0,2.4097,-25.456,1.6008
6,DLC1.2-e-s2,0.33,center,30,28490.0,2.0882,-28.2164,1.2509
6,DLC1.2-e-s3,0.29,center,30,28490.0,1.7258,-29.9621,1.1563
6,DLC1.2-e-s4,0.35,center,30,28490.0,2.6254,-29.7343,1.7124
6,DLC1.2-e-s5,0.29,center,30,28490.0,1.8691,-15.9445,1.3205
6,DLC1.2-e-s6,0.32,center,30,28490.0,2.5132,-25.1435,1.8853
6,DLC1.2-f-s1,0.37,center,30,18970.0,1.971,-37.8524,1.0986
6,DLC1.2-f-s2,0.35,center,30,18970.0,2.4843,-31.852,1.9323
6,DLC1.2-f-s3,0.37,center,30,18970.0,2.4579,-24.1489,1.5473
6,DLC1.2-f-s4,0.36,center,30,18970.0,2.494,-27.2629,1.6819
6,DLC1.2-f-s5,0.35,center,30,18970.0,2.2302,-24.2443,1.503
6,DLC1.2-f-s6,0.39,center,30,18970.0,2.2195,-41.0596,0.9674
6,DLC1.2-g-s1,0.39,center,30,11340.0,1.8672,-40.0865,0.5835
6,DLC1.2-g-s2,0.38,center,30,11340.0,2.1951,-34.7959,0.9562
6,DLC1.2-g-s3,0.41,center,30,11340.0,2.7583,-48.1874,1.1429
6,DLC1.2-g-s4,0.4,center,30,11340.0,2.2315,-42.4728,0.8709
6,DLC1.2-g-s5,0.41,center,30,11340.0,1.929,-47.7772,0.5912
6,DLC1.2-g-s6,0.4,center,30,11340.0,1.7695,-40.0246,0.4705
6,DLC1.2-h-s1,0.45,center,30,6126.0,2.9127,-33.8553,0.4959
6,DLC1.2-h-s2,0.47,center,30,6126.0,1.6728,-43.5741,0.0364
6,DLC1.2-h-s3,0.45,center,30,6126.0,2.4611,-46.9138,0.4485
6,DLC1.2-h-s4,0.45,center,30,6126.0,2.1358,-47.0868,0.0218
6,DLC1.2-h-s5,0.45,center,30,6126.0,1.9005,-46.3161,0.1058
6,DLC1.2-h-s6,0.47,center,30,6126.0,2.2957,-44.2278,0.439
6,DLC1.2-i-s1,0.57,min_pos,30,2997.0,4.2413,-45.9376,1.2607
6,DLC1.2-i-s2,0.47,min_pos,30,2997.0,3.8159,-36.1052,1.0867
6,DLC1.2-i-s3,0.47,min_pos,30,2997.0,3.8744,-37.4354,1.3726
6,DLC1.2-i-s4,0.54,min_pos,30,2997.0,4.3784,-32.013,1.4385
